,advanced_rep1,advanced_rep10,advanced_rep11,advanced_rep12,advanced_rep13,advanced_rep14,advanced_rep15,advanced_rep16,advanced_rep17,advanced_rep18,advanced_rep19,advanced_rep2,advanced_rep20,advanced_rep21,advanced_rep22,advanced_rep23,advanced_rep24,advanced_rep25,advanced_rep26,advanced_rep27,advanced_rep28,advanced_rep29,advanced_rep3,advanced_rep30,advanced_rep31,advanced_rep32,advanced_rep4,advanced_rep5,advanced_rep6,advanced_rep7,advanced_rep8,advanced_rep9,mild_rep1,mild_rep10,mild_rep11,mild_rep12,mild_rep13,mild_rep14,mild_rep15,mild_rep16,mild_rep17,mild_rep18,mild_rep19,mild_rep2,mild_rep20,mild_rep21,mild_rep22,mild_rep23,mild_rep24,mild_rep25,mild_rep26,mild_rep27,mild_rep28,mild_rep29,mild_rep3,mild_rep30,mild_rep31,mild_rep32,mild_rep33,mild_rep34,mild_rep35,mild_rep36,mild_rep37,mild_rep38,mild_rep39,mild_rep4,mild_rep40,mild_rep5,mild_rep6,mild_rep7,mild_rep8,advanced1,advanced2,advanced3,advanced4,regular1,regular2,regular3,regular4,W4_WT3,W4_WT2,W4_WT1,W4_Lep3,W4_Lep2,W4_Lep1,W8_WT3,W8_WT2,W8_WT1,W8_Lep3,W8_Lep2,W8_Lep1,W16_WT3,W16_WT2,W16_WT1,W16_Lep3,W16_Lep2,W16_Lep1,W32_WT1,W32_WT2,W32_WT3,W32_KO1,W32_KO2,W32_KO3,W48_WT1,W48_WT2,W48_WT3,W48_KO1,W48_KO2,W48_KO3,CM1,CM2,CM3,WT1,WT2,WT3
advanced_rep1,1,0.976546290707053,0.976161101711283,0.979007764447652,0.961889149968206,0.96860866380751,0.981027411816844,0.976326688500571,0.957077752594423,0.969726573610186,0.971324718545126,0.9796058590103,0.980438211867158,0.96896002952349,0.975680951705652,0.97947898475809,0.983089828830177,0.979385551252614,0.977059031794489,0.984723269786212,0.984116443097331,0.966751909587854,0.968001457797145,0.976675902810963,0.979902279469102,0.973035380549787,0.968653111871114,0.984802059101416,0.9709499166245,0.957579672588191,0.981309188652053,0.95655954614437,0.971213713914388,0.969519981826649,0.977833746617512,0.973217559835229,0.978867252682094,0.981293487003802,0.974344518316152,0.980827310761209,0.974929018853078,0.974268015282156,0.977903978492504,0.973568853898131,0.975518328724989,0.96145819007911,0.983367274310824,0.97622692190505,0.982774288926502,0.980986355437398,0.975920092502825,0.963939762927664,0.983028148945723,0.969621594284588,0.975027697625304,0.970955430612531,0.973750246942336,0.980769848855735,0.976421495882494,0.976373629231709,0.980313441565998,0.975149439431103,0.979818761164127,0.974113157088879,0.982601811392345,0.961127582337117,0.974306510850102,0.978986083417493,0.972453315064319,0.973838516523951,0.976645023255204,0.647655854018432,0.645469028729645,0.645741908702801,0.645829403558567,0.647936183060913,0.648870105814067,0.648059827418418,0.639560603038954,0.591954977141674,0.598450135543608,0.598306203495165,0.602258335061891,0.587086332531249,0.598607237307324,0.603056272634984,0.597630489359321,0.599013989291221,0.597547073617973,0.608510100743265,0.595536129363149,0.599551686093589,0.600127645817652,0.599392674424682,0.592981558164159,0.595179140591271,0.595932546395602,0.646668315206954,0.622535144859487,0.619267506280359,0.620168074465151,0.619062150187324,0.620510426648667,0.619901734842986,0.620364064359971,0.618758876734613,0.617110175444013,0.624237563201295,0.62392938621609,0.620172529917529,0.60939639358653,0.605000033327346,0.61724234856686,0.623659818908816,0.62172380485785
advanced_rep10,0.976546290707053,1,0.981079067224098,0.986607121065806,0.952435028498178,0.962500875160301,0.98160564094573,0.97561543951508,0.946112099354312,0.960488046611812,0.961729663401377,0.972826272470107,0.987740550240327,0.969086804173148,0.961565362811768,0.973963307653531,0.983086585483766,0.97932958423336,0.974836724209366,0.976531775251645,0.981714685405861,0.964666763650744,0.956016948061084,0.969772220544743,0.973166256278878,0.980810513812989,0.962324121035448,0.987061552116381,0.96965134077138,0.947072668565364,0.979829594109263,0.945361691077484,0.962242608870706,0.966717871086206,0.971599162066976,0.966237709646987,0.979890013990654,0.98037736329716,0.979597461719098,0.971747885321818,0.966929409041793,0.970115253906463,0.976418483818241,0.961890502988333,0.974302665445732,0.957080993512996,0.97681148203023,0.979278978337797,0.971626168929012,0.987016536786475,0.972323425689591,0.954324233607085,0.985015718426666,0.960590157007607,0.96781825457054,0.959798688170384,0.982237028524075,0.984888861723134,0.965734269156994,0.968935487879667,0.975887470637136,0.984750976847446,0.986160726527522,0.967056365777966,0.976366139449208,0.954653731104815,0.963434652506029,0.972016475502137,0.962953179371734,0.968333816702202,0.970875854889758,0.635270598821681,0.632466580280572,0.632643772969888,0.632553039844138,0.634720655203435,0.635008932338534,0.634186177042759,0.623973398158695,0.574116292862371,0.580697791741949,0.580913088960448,0.583565869044426,0.567764072275066,0.580092459989478,0.585729456843042,0.580328600159963,0.582649571907137,0.58092298232447,0.591648703591817,0.578216846658489,0.58141113756283,0.582647807756377,0.582104391445026,0.577082750681286,0.577043090951143,0.58002811596422,0.627858123996326,0.604131371712241,0.600653382194174,0.602846353906786,0.602456991282026,0.602580038525944,0.601292000844743,0.601353787694734,0.600388510269099,0.597926082824955,0.605062610567297,0.605825790360776,0.605866131481308,0.594369751975323,0.588332526161433,0.605200829539728,0.612152490339069,0.610507534792666
advanced_rep11,0.976161101711283,0.981079067224098,1,0.984189599083928,0.959174143389222,0.964052286179621,0.980918063413308,0.980028098721297,0.960588171088684,0.965230084628343,0.973332179105723,0.972596060268331,0.98133442867492,0.961537576702178,0.966465693362534,0.972501643455188,0.975746988662361,0.979570465654496,0.975156648946538,0.977896234077515,0.980691636505459,0.976318054341006,0.964325447215921,0.973542482261611,0.97619167111881,0.979189415006442,0.970030325789538,0.981551153311248,0.977471955935204,0.959217079776927,0.976180845419474,0.952112555796837,0.96665253355421,0.959089463451817,0.970130471942405,0.963976395615623,0.975222364379976,0.975037130743834,0.973391961711376,0.970736272077654,0.971608414189127,0.965238665074303,0.969634487225863,0.958462847770349,0.973670475235987,0.945877144187448,0.976031566689865,0.974696879978248,0.971913623099592,0.97962906502974,0.964577200677503,0.964181531721632,0.979216180766985,0.959066270412267,0.971387827544911,0.964201251608957,0.97165638902621,0.977884853525448,0.969291454297357,0.967877580164272,0.970903945932081,0.973782881340854,0.982253188192741,0.973458425238342,0.969739035086146,0.959723372473334,0.961035703720559,0.968108579336784,0.958104932155782,0.962254701735949,0.968189116027898,0.63771265523986,0.635604108489063,0.637078789460957,0.636268995037451,0.637355864971714,0.637900985062417,0.63679457873037,0.627296254866293,0.588481113737036,0.59475492269696,0.594961456805133,0.597723866928773,0.582069009376554,0.594079804456454,0.598420687373599,0.593301154361369,0.59492862833668,0.593651785109163,0.602731931760764,0.590389733966653,0.594558332274141,0.596083439148149,0.594728433647749,0.59329627847756,0.59167817700596,0.595904782779765,0.634589402268966,0.614890538750856,0.609777987443726,0.612194337221861,0.611921834933257,0.613594385542206,0.613048938487634,0.611573884796076,0.610963163732505,0.608448678462337,0.614718734807531,0.61568444753706,0.620501073490123,0.614406937786346,0.609270675460139,0.624407738626994,0.630498059959115,0.628687006200652
advanced_rep12,0.979007764447652,0.986607121065806,0.984189599083928,1,0.955828486114377,0.967912035879639,0.984080916128235,0.98124103530642,0.952800633853114,0.963992179333176,0.969450806975309,0.976416336835701,0.98924394673189,0.964670369633083,0.961983495433793,0.97564668230794,0.9820521664288,0.983110019313193,0.973358749600598,0.979229708136014,0.984112805193005,0.974394120414214,0.961802333423266,0.973514841023034,0.977865739345266,0.985635129006161,0.968856197505824,0.987041995076462,0.972717185670515,0.951249844510239,0.977322476083531,0.949523886215912,0.964349628729219,0.965904950100268,0.973457691182323,0.963795701337039,0.97974712521074,0.979975673629625,0.980628704290958,0.975190479599135,0.969199650614745,0.969189256109529,0.974730882998981,0.962626093016734,0.975057787124626,0.95128672161292,0.978965900483701,0.975744814242654,0.972473735958323,0.987811723219883,0.971052477825505,0.958362377388499,0.985180742117774,0.959307356679507,0.969049417803369,0.960453560701439,0.983238573203214,0.98429781244777,0.969737800002462,0.967573290017912,0.973482063121523,0.982070976669545,0.984637210080016,0.970667661222522,0.97352839297038,0.956134218464444,0.966239403842604,0.973170743555732,0.960940096018511,0.969639462436227,0.970053506407636,0.640636048967208,0.638849242049156,0.639448723033603,0.638750653367661,0.640474453476268,0.640668493748342,0.639783375940433,0.629848640390723,0.588639094784189,0.594767559718097,0.594931056787413,0.597361836261179,0.581423116020619,0.594058695455402,0.599142296128676,0.593309303747252,0.595594181767161,0.594451806643495,0.603762748780041,0.591394078217521,0.594684002026586,0.596310848471212,0.595514716031078,0.591997650413579,0.590637217925108,0.593799675968929,0.635573513925429,0.615142424260299,0.60998598900438,0.612580200987959,0.611743895546902,0.612850197244959,0.611823070472109,0.611783586081916,0.611130145772868,0.608561378210616,0.61521951113052,0.616311129714928,0.622624737943653,0.613000975149626,0.60787423402186,0.623747563801155,0.631174367841077,0.628074943101897
advanced_rep13,0.961889149968206,0.952435028498178,0.959174143389222,0.955828486114377,1,0.95481354587486,0.964097566395382,0.965803823133451,0.958421046538447,0.965287336302037,0.964222515804056,0.969607748048149,0.958399397409646,0.963891542974724,0.969511122632746,0.964968545349486,0.959057406121025,0.957564910580427,0.969504248546191,0.973160587247152,0.964485307220393,0.955829710362604,0.96380887054364,0.959430471054454,0.964419637330078,0.957289403231711,0.968570152703113,0.959999122810688,0.967026823030566,0.960375368038703,0.96950558573358,0.963398469881234,0.967943328644393,0.957420392975502,0.966192143936029,0.964692186052097,0.960996301185364,0.960596887848668,0.949928566492943,0.966982705613873,0.966654212305535,0.958079250759206,0.955464891928755,0.965069277023989,0.954212725913426,0.946088121318374,0.966500624168529,0.955825259073882,0.962629063920249,0.957523881012986,0.958324540392419,0.958665697114962,0.959757277476638,0.949566372772157,0.957733329582204,0.956782793463875,0.941328910498355,0.953677116885013,0.964625373025176,0.957429738348084,0.95922177800073,0.942525468320423,0.958908462982491,0.958341980356055,0.963392221205009,0.955927599762014,0.959935313056104,0.953543543028483,0.954616849445589,0.966219292574328,0.957997611654434,0.629784722186648,0.629468688983455,0.629705320719985,0.630421695949146,0.629145462484723,0.630362002841059,0.629202518747017,0.621704960205119,0.582272879825192,0.587497910720415,0.587023502524651,0.592669038232443,0.578444324619239,0.588590564920736,0.590906519367952,0.585305809090291,0.587423111693672,0.587795738465964,0.594638155098146,0.584568370007058,0.588677089442838,0.588277820147343,0.587103960473295,0.593700733711475,0.586989265115885,0.591212734617555,0.627743352894057,0.606897019442032,0.603229255648249,0.604378397744318,0.602467347144358,0.606407293125906,0.60821843101057,0.60619145832992,0.602590190230207,0.604050520324315,0.610504764606452,0.610221068316386,0.59837095018327,0.592543780382193,0.590445970407595,0.601419670249867,0.607983854364474,0.604442642686151
advanced_rep14,0.96860866380751,0.962500875160301,0.964052286179621,0.967912035879639,0.95481354587486,1,0.968140319056731,0.97167971121127,0.937554871896209,0.953757724507134,0.956516544652716,0.973109782860884,0.973761342404948,0.954576358400352,0.96219667979817,0.965882172939981,0.967664964045069,0.968305706039845,0.957887623832274,0.975791873099538,0.973667560372136,0.953602279741633,0.955737784659052,0.971255074434401,0.977378896530846,0.96591386283113,0.966832004819261,0.967592712333509,0.957054838598268,0.942978030721983,0.971728660755725,0.948082891373865,0.961404531567454,0.965696228806562,0.977132491375789,0.963554236503444,0.972667757850412,0.969193820926477,0.962240661097101,0.976461357233149,0.965195565542659,0.969314245911735,0.965491759339242,0.965701347715142,0.961068183077098,0.951422694938147,0.971246141289078,0.958794595688688,0.962529030611711,0.972459341840534,0.964921932650715,0.947759437822161,0.971916900889452,0.946141814382596,0.955409731998358,0.956918081119625,0.956433822294284,0.966690808097524,0.975611845710085,0.959926294239022,0.966612943968796,0.961777087030653,0.968457590593692,0.95422273177759,0.963917027598376,0.948419701718917,0.975936959710847,0.963164011032971,0.962037702476363,0.970626071826759,0.96886675923073,0.646346355144623,0.647472198009563,0.647983758917922,0.650022739602147,0.646399555566857,0.645427912153616,0.645111082846152,0.63587579887694,0.601631700458979,0.605252129789652,0.602337196997843,0.606188537660555,0.590716306920537,0.600134434904194,0.607682467082362,0.600575703177955,0.603026289772923,0.604112534700159,0.608030594312468,0.598240020785586,0.603243753292136,0.604886122715322,0.606724914694161,0.601951699745683,0.599606918504911,0.606124526820799,0.647258045143307,0.623433704574071,0.617889851348059,0.621734767044341,0.617941630990556,0.62139923695471,0.621950691296838,0.62030412095651,0.620365113267765,0.619555680753183,0.626776680954205,0.627663707137565,0.617069527217059,0.607168052187561,0.602134411722138,0.619338856922819,0.627418332180775,0.624486272413068
advanced_rep15,0.981027411816844,0.98160564094573,0.980918063413308,0.984080916128235,0.964097566395382,0.968140319056731,1,0.975150264991824,0.955191608612852,0.965223603638206,0.975992376887465,0.971597953927363,0.983700152833446,0.964707784778626,0.961577126645045,0.978081794213001,0.979845928318813,0.978080329002928,0.975699153066512,0.983860503046392,0.98147416467661,0.97761001100174,0.961112171214876,0.969762663798555,0.975788382338902,0.98665779499237,0.971214850104416,0.985278359554239,0.974042520640004,0.951705359740695,0.975920890338527,0.956697310073393,0.970309184718823,0.961451218756464,0.976526388501309,0.969186148339836,0.982975077776985,0.982956655432297,0.98276597668166,0.977390849130402,0.96723504656109,0.964648666947838,0.970093739422802,0.967748456428772,0.978232358033658,0.947368873531365,0.980590897226603,0.974295586410782,0.975522671563199,0.983027897076947,0.966402999158958,0.966309621572495,0.978845679778486,0.960857114190745,0.970060469122208,0.960604386461635,0.97537143422086,0.982373118361062,0.973370725777651,0.966262566949442,0.970833743659019,0.975477448359399,0.981239800754791,0.971321736520078,0.972510328881814,0.963824261087832,0.967489874564794,0.973096920065416,0.957470488110852,0.969801658010815,0.965562168333353,0.647621446792436,0.64486585989452,0.645272673361907,0.644707822284854,0.647431145815176,0.647874072058501,0.646605431176231,0.637280672273731,0.598686170269461,0.60535480885783,0.605360491327982,0.608047127759698,0.592450754768453,0.604748047747961,0.610166932976185,0.604538642367699,0.606201789263542,0.604548687993972,0.614711084125387,0.601578255690484,0.605350859751892,0.607015169620942,0.606078576112172,0.60092377831465,0.601259729868849,0.602906670527389,0.642012875646067,0.624185767453629,0.620188544411383,0.62305144356066,0.622735961973903,0.623369100441838,0.622269602632154,0.621925202082757,0.621883157929512,0.618133440583571,0.624476544170486,0.625496968799209,0.635956652557924,0.626398881618702,0.620249362978269,0.637008433656147,0.643326939715885,0.641212530129154
advanced_rep16,0.976326688500571,0.97561543951508,0.980028098721297,0.98124103530642,0.965803823133451,0.97167971121127,0.975150264991824,1,0.961476430069844,0.965156695066879,0.965921477573466,0.983279609570324,0.979680889964495,0.964988507093037,0.975725011431295,0.974189308266302,0.975425301358034,0.980337422176495,0.971292223525308,0.980850971167997,0.983890298672927,0.966342304644144,0.972003128255155,0.976413126761162,0.983662269737491,0.97027891236737,0.970452902093134,0.977198148608008,0.972314771012866,0.959278847283537,0.981829394753622,0.953771107851055,0.967620221766209,0.967106250742782,0.973799811353175,0.964534877747793,0.967821346295843,0.969788125582241,0.962015363335859,0.974065745877225,0.978535594606711,0.972212650517228,0.969191448077278,0.960745251294356,0.96063148093485,0.957353982522495,0.971924832806509,0.970956538592957,0.969178693004961,0.978291394072803,0.970540805311628,0.954078603866086,0.980907979412483,0.95547452441442,0.966327909418998,0.964456494951894,0.964794281208846,0.970308780123116,0.972517826356204,0.967134757674347,0.972424997493103,0.967338928127919,0.976554758128274,0.964423904390485,0.973735813484218,0.952694810002385,0.967185419199316,0.963033705515107,0.967283812738892,0.970074816695118,0.974070451714008,0.640292966559929,0.64041787570418,0.641018606845474,0.641230171163951,0.639758131787363,0.639688375688183,0.638917761616693,0.630035257656415,0.589445409659194,0.594720304636221,0.594644110399543,0.598650037916559,0.583201108851967,0.594799103980052,0.598196142512655,0.592831346286002,0.59464014358357,0.595132378242937,0.601901158372685,0.591123712318677,0.595629693185224,0.596002885416324,0.595261063492351,0.600599514761962,0.593184313697776,0.600391594628721,0.641270519336785,0.616396129950563,0.611711613126913,0.613320369285196,0.611447437264245,0.614564531367165,0.615596597229557,0.614155555248734,0.611943952433716,0.612069364627446,0.619128348640809,0.619351048500692,0.606147128401056,0.600029402488692,0.597292091081698,0.610096544704042,0.618608733918447,0.613831368249074
advanced_rep17,0.957077752594423,0.946112099354312,0.960588171088684,0.952800633853114,0.958421046538447,0.937554871896209,0.955191608612852,0.961476430069844,1,0.968437171202604,0.965380640724363,0.961059546974863,0.947305617598639,0.940114751533319,0.962097030107273,0.954676419639012,0.947500684154471,0.952835178236204,0.96110899253581,0.958740704213302,0.960609868826649,0.959287312016134,0.967996830487916,0.955840483674602,0.955413290316901,0.948690569184806,0.963543087761509,0.955311086071065,0.971509838312148,0.972366618115252,0.956296736686223,0.963572941269866,0.96450007319938,0.942464143730577,0.952248528917574,0.948261216539221,0.946008657989057,0.951414707836469,0.941522965853722,0.955470436371546,0.969075872440487,0.949829283965051,0.949755396082307,0.950570387188026,0.947125693805254,0.935521578371344,0.957561677402378,0.957560932149728,0.964015557814434,0.948070025259293,0.95147911192041,0.96045820793091,0.956092948365186,0.956393176381824,0.967457125378906,0.957202885668436,0.93960854044678,0.947194248680261,0.950946485232226,0.955800093789455,0.955218145607887,0.937571673163658,0.951212860478758,0.967425210357723,0.955435944002919,0.960277542587475,0.949942041533766,0.949465347420265,0.948259421439871,0.948247755509009,0.952579589753784,0.639086747716066,0.636959969591407,0.638066815319455,0.637495040388702,0.639681247042534,0.641007772564723,0.640305142417594,0.633979440317253,0.599291176506687,0.604830700665771,0.606673767798437,0.609239499144436,0.597291343979914,0.606782766482569,0.607944587822295,0.604356540022263,0.606125509186012,0.604955429669617,0.612654801343075,0.601960929022029,0.607314354720632,0.606766201503054,0.604399528670696,0.607141417524834,0.603881499156127,0.606882683354799,0.642238160422149,0.623817589066112,0.622060311361758,0.621701888298019,0.621113706000107,0.622544276409051,0.622227883324009,0.622916376680784,0.61957738685983,0.619293339550018,0.624794625193249,0.624370134491842,0.618725827206417,0.61247661647582,0.612676770062436,0.621031854098471,0.623862884337981,0.624405679366915
advanced_rep18,0.969726573610186,0.960488046611812,0.965230084628343,0.963992179333176,0.965287336302037,0.953757724507134,0.965223603638206,0.965156695066879,0.968437171202604,1,0.97541068276555,0.978195113911641,0.96241216408346,0.959782772145448,0.977487947596647,0.962012853266004,0.969305426956631,0.963840927670654,0.976281564853392,0.973607427332068,0.973651209031642,0.961996234200694,0.974369632370177,0.968491437660083,0.961331355334496,0.958312321163782,0.977860696861042,0.970968841349194,0.981304937620712,0.976593563622427,0.974937216781742,0.97622814041054,0.982368600502563,0.962451807743573,0.972953817374832,0.967776222526897,0.967283697733752,0.973519337549155,0.959275102479132,0.974995935214966,0.980693655005965,0.969996681207865,0.971648132303077,0.974400407746177,0.969084068671174,0.959209631619662,0.976285384406654,0.977265439280432,0.980055669553171,0.966292794246413,0.969572197014495,0.974205584942633,0.971877854254723,0.980507526797193,0.98249367099686,0.978051055182518,0.955729636156032,0.967361324036257,0.967592357091748,0.980304891580724,0.975993022526639,0.96090994577761,0.966334768991939,0.982089368942134,0.975837601206847,0.977980106097105,0.972364568573314,0.974877947747026,0.969648243698483,0.971917339141198,0.97400073546499,0.649682257763021,0.646646689552791,0.646678176441882,0.646948656292566,0.651213184706183,0.652857293504092,0.652140315064814,0.645431393340499,0.602892496415183,0.609596054598034,0.610177141626305,0.613027134230821,0.601769700393268,0.610336382235564,0.614918769692633,0.610211965593649,0.612153525265757,0.608817377029647,0.619498156380549,0.607331976296221,0.612719816688125,0.612283386895751,0.610472684805032,0.606125483060694,0.606793827936484,0.606811485443227,0.654601438773362,0.631862312854381,0.632313243498257,0.62950179616186,0.629066106516023,0.629699856304613,0.630686493531602,0.630141516800605,0.628062031953233,0.627491678523006,0.633080027020653,0.632017413159121,0.628326099589475,0.616909685755729,0.615452461883307,0.623782441722233,0.626404818488035,0.627995253556726
