,CM1,CM2,CM3,WT1,WT2,WT3
ACAD8,8.22917653789625,7.96360016825914,8.04401135213041,8.21420444678348,7.82572468817325,8.24152316451062
ACAD9,9.33055419720516,9.39423823154706,9.33888942283892,9.5738027231862,9.7178163488544,9.69708354601582
ACADL,8.90337439469399,9.29391148019741,9.2679457313913,9.06763960760164,8.6906669014416,7.85526203290999
ACADM,13.0790734506809,12.8728189017831,13.3309545794813,13.6345882929581,13.5755002615587,13.3202926078587
ACADS,11.2718487593473,11.4483226094639,11.2946099395551,11.0689661373626,10.8986268965734,10.3871849064879
ACADSB,16.3254332409443,16.1171794621869,15.4971776325528,15.7477627008038,15.9721224176265,16.2816479006806
ACADVL,12.779037230374,12.4323291154346,12.7958094161771,13.0036749728272,13.0164841006532,12.8121149228094
ACAN,0,0,2.19705030653777,1.41041223706622,0.90986771969994,0
ACAP1,6.23806333671994,6.39602913325034,6.42382472187002,6.57763230509139,6.25895409237579,6.55743995833799
ACAP2,10.7120290996586,10.8462792796429,10.5573407998818,10.7198082359977,10.8799088946844,10.9421565341393
ACAP3,8.4626448211893,8.93368283679749,8.93959639271689,8.69305001643215,8.3726749933384,8.54219272362974
ACAT1,12.76319204447,12.3138985190958,12.5402161426767,12.3255628289987,12.7827784681972,12.3712835794135
ACBD3,10.1270038646863,10.3277811587206,10.4381244045551,10.6054656856753,10.6498860896815,10.447979866617
ACBD4,8.9136948176905,9.35629818567926,9.27631184391452,9.41641950632537,9.67036697145536,8.97290773773743
ACBD5,12.1063000744452,11.6111596939175,11.6723023963242,11.7190256938096,11.8095428038358,11.5855514375353
ACBD6,7.97697934847933,7.98130409857891,7.88534150320575,7.35311897325246,7.85887404611302,8.13708607386214
ACBD7,2.75047681679522,1.6110428312767,1.1343104635097,2.36326294723532,1.86259804442228,1.54664005014216
ACCS,7.6630222378573,8.3919751137732,7.77158712295415,7.53824025741156,6.52986489163591,7.34335649673826
ACCSL,4.09104866656932,2.35316838902527,2.53120547989888,2.76626836078517,0,1.9568148675425
ACD,4.94452369467415,4.56083614363584,4.0476056310521,4.44139305650156,4.52179391225697,4.89822755352664
ACE2,11.5865552463451,11.0254800119875,8.08903155469156,8.13557667295377,9.95473284222476,7.2462821279046
ACER1,5.97447118405937,4.42943230809703,2.19705030653777,3.74802996209037,3.41516445837687,4.80214342443021
ACER2,6.97614377808036,7.4481106902202,7.12552506343883,8.37415766567828,7.60903820057851,7.75617130815348
ACER3,8.12643913363461,7.96360016825914,7.94952360756143,7.70228617112934,7.76289896696486,7.377097211397
ACHE,2.97733012980098,3.3570262864711,2.80233407796903,4.78293778310542,2.64921059767972,7.73029742547894
ACIN1,10.4094042018487,10.5741952838186,10.6663927754245,10.4627481167867,10.2453685425647,10.356856196339
ACKR1,0,3.03413468395065,2.80233407796903,2.10978247788331,1.46348981192102,0
ACKR2,6.55176515750351,6.08275760771613,6.03424555220237,6.09073294244847,5.81683039340958,4.80214342443021
ACKR3,3.49989831240699,5.43034805597263,4.0476056310521,5.35032557591299,5.34160491841899,5.22904319673932
ACKR4,7.02773273103104,7.73224711855441,7.95648184344357,7.82867530222874,6.7695258799024,7.72375579388124
ACLY,8.9136948176905,9.14740064507868,9.33355436839809,9.05420255417684,9.13145119852665,9.05337014720792
ACMSD,10.9875139575856,9.55064581623041,10.0000515592138,10.0347148296537,9.86103880070737,10.3747123288047
ACO1,13.4013120371521,13.4281702138067,12.8665469821631,12.7581904140701,12.9391626890257,13.1674919541659
ACO2,10.1475539035989,10.5712757800359,10.4155786403172,10.3852731600395,10.5108142681144,10.7931278227432
ACOD1,2.75047681679522,1.6110428312767,1.1343104635097,0,3.00557707755499,0.971354017883843
ACOT11,1.71885828553334,3.49488001715363,4.14827579199408,2.36326294723532,3.15540259368561,1.54664005014216
ACOT12,8.99370345609123,9.924601554729,10.7498661965207,9.56435484846545,10.0233482570722,8.79712361470189
ACOT13,10.911449466875,10.8414406506705,10.6123463240908,10.6839042676175,10.6228019708167,10.6760250946595
ACOT2,9.10296262921544,9.06123971741197,9.75669554913469,9.80263673297653,9.24864249789916,9.34309448586086
ACOT4,8.57960901137429,8.27243781405667,8.19285121654614,8.94194785111744,8.07646933250003,8.76880624673443
ACOT6,10.1106495139143,9.3219724747889,9.05430714133853,9.79053245707177,8.96382410309112,9.30635195779155
ACOT7,6.63728556889993,6.96936814577063,6.82454898648092,6.81920636442786,7.02452317471205,7.22790838870094
ACOT8,7.67924406730975,7.36063371991341,7.34290482095116,7.43833968090697,7.05344788161076,7.48160394446909
ACOT9,7.14916909443461,7.34248333275519,7.37442047887315,7.61346092458827,7.94886070547271,7.60063147558507
ACOX1,14.0887008382505,13.8952714655847,13.4503672252714,13.6285567164274,13.4144689611647,13.4332343273797
ACOX2,12.2567699006696,12.285678492298,12.2358271470448,11.6038502085405,11.6470668922113,11.4885596391618
ACOX3,8.08442280068502,8.18346825984673,8.25060444316672,8.13557667295377,7.84790867455821,8.42207335917184
ACP1,9.84548215639438,9.42475076345728,9.47836755333764,9.6487285287308,9.64683498427577,9.67521240951263
ACP2,10.3959708795717,10.1975218704726,10.0134590301808,9.77968717640572,9.85694270652455,10.0611218751581
ACP4,2.75047681679522,3.03413468395065,3.55535308086435,2.57879218332866,3.00557707755499,3.85294951805469
ACP5,6.7022296419604,7.90914630175538,7.50355201997871,9.92087168129471,8.93302560966862,8.10220548810935
ACP6,9.84548215639438,9.67370851641865,9.68099842409453,9.41991607672637,9.26933739834284,9.37266582902795
ACPP,1.71885828553334,3.20459504685148,1.76140120423524,2.93216026370486,3.6352147971001,2.27581746663884
ACRBP,0,1.6110428312767,1.1343104635097,2.10978247788331,3.29112201529823,0.971354017883843
ACRV1,3.34582668922145,2.8408009920892,4.3307146625231,2.10978247788331,2.64921059767972,1.9568148675425
ACSBG1,5.43954080701865,6.20833702476239,5.83722176217721,5.05890330907919,5.74772018635635,4.64483673910943
ACSBG2,3.76602996249381,4.2848495356456,3.93938029370538,2.57879218332866,3.6352147971001,2.94948997480515
ACSF2,11.3492926342135,11.1137384472072,11.3953423433766,11.4575661839554,11.3616518829509,10.9693708805159
ACSF3,8.60105429569587,8.8622282147097,8.65735740828324,8.16920684546894,7.99432152615077,8.15664562638865
ACSL1,15.9316371379139,15.9450841706343,15.8355429299612,15.5580715700372,15.4653431617954,15.5529518816518
ACSL3,11.4961622683211,11.6059385056194,11.7899384624196,10.9627020387914,10.8334134700888,10.9251504507127
ACSL4,10.0865254494614,11.3837817109397,10.9347508800734,10.9548897202583,10.7796106656721,11.7494990996553
ACSL5,10.6475346376173,11.2256626049375,10.3377750605204,10.9728547291903,10.5392106652338,9.85657402328629
ACSL6,5.83663290868388,5.68203328870197,5.42054193647077,5.77845196701001,6.12002239680221,4.46825471215638
ACSM3,11.9920369011626,11.6494970159623,11.3164091269669,11.6042344450111,11.4062483926893,11.9115289486781
ACSM4,3.88269665941669,4.99190206731654,4.0476056310521,4.6463297512536,4.28216825925678,3.85294951805469
ACSM5,12.6840115868928,12.4139779979088,12.0860401302686,11.493685778484,11.722921712994,11.5271094242261
ACSS1,6.07598142597857,6.44788460871054,6.44376919714707,6.9794411416202,6.90265107633139,6.19083196320279
ACSS2,10.2637179018188,9.54668765805,10.4761459454119,8.12276046206649,8.9356174124094,8.51971109960265
ACSS3,12.8384776806182,12.7797750127424,12.6086213876253,11.96323947866,13.1267712278802,12.2741757027888
ACTA1,0,1.6110428312767,1.76140120423524,0.871106762164803,1.46348981192102,0.971354017883843
ACTB,12.560554538284,12.9542600437522,12.8796471528196,12.8028973290682,13.0140336984783,12.8892241544113
ACTG1,11.6716169859033,11.9814505430706,12.1811846205807,11.5506169446218,12.3635447964387,12.3933493582524
ACTG2,2.48117389869562,4.89560119253258,4.0476056310521,4.3268613968914,2.17488346731393,1.54664005014216
ACTL10,1.71885828553334,1.6110428312767,1.76140120423524,2.57879218332866,3.15540259368561,3.2699486177288
ACTL6A,9.02894190348118,8.67184420609444,8.37526855139552,8.50831257539707,8.8364771014718,9.09957804652196
ACTL6B,3.99063063721175,3.84355347786189,2.53120547989888,2.93216026370486,1.86259804442228,1.54664005014216
ACTL7A,3.63909206635357,2.02930746986762,2.19705030653777,2.36326294723532,3.00557707755499,1.9568148675425
ACTL7B,1.71885828553334,2.02930746986762,3.40068679366548,0.871106762164803,1.46348981192102,0.971354017883843
ACTN1,10.4793956627558,10.0928355337173,10.083464093517,10.2939039836948,9.98882464105304,9.59145741283176
ACTN2,6.67012301326352,6.71099437898415,6.94138680975453,7.25473567233093,6.60993301153947,6.24665570882536
ACTN3,5.04808846704163,4.62230637750808,4.3307146625231,4.49542039360109,4.67854803317174,3.94581353475687
ACTN4,10.7218509216619,11.1063622554908,11.3398807851352,11.177264393227,11.0390174572073,11.1685645393307
ACTR10,9.70597776174083,9.37427667248443,9.53988525618475,9.15834986225937,9.33166758978991,9.57155887666308
ACTR1A,8.4579511826564,8.30560757954623,8.32776147511425,8.83338656710183,8.75371108063829,8.53473770716318
ACTR1B,9.93094875548261,9.41609854770962,9.41157984587888,9.39348286832924,9.48639595723244,9.5842532963595
ACTR3,10.4335125071316,10.380990864764,10.3952378260526,10.6298257467157,10.591917323666,10.7300636596468
ACTR3B,7.57905879882169,7.66810834242556,7.56857575994907,7.7194133185581,7.45857698038016,7.66350671536983
ACTR5,7.00216883674791,7.09393929828463,6.94138680975453,7.11504237734758,6.87050361443232,7.09229059769329
ACTR6,8.28324216251692,8.15774864747831,8.11414036110824,8.21420444678348,7.84239457573955,7.83112008015185
ACTR8,8.94086036996657,8.71480888182582,8.65735740828324,9.18325293550401,8.88823727594304,9.35160547192281
ACTRT3,5.19070371427189,4.99190206731654,5.42054193647077,5.56765707650922,5.46155434733897,6.33514791458023
ACVR1,9.38596474984969,9.14478457053129,9.39118217268921,8.76904241471653,8.83091905207455,8.71044745331061
ACVR1B,9.75654426927358,9.48803947336068,9.21959892403274,8.92235922817814,8.21945483993024,8.89061446050091
ACVR1C,9.01622728634118,8.54266568077056,8.76035172912815,8.15668721877931,8.0432082829379,7.8492643130125
ACVR2A,9.85978633967409,9.74625896880912,9.64914190271259,9.77968717640572,9.74614521937473,10.1158559618754
ACVR2B,6.58658398684489,6.90898206506377,6.77817433811345,6.44663364618382,6.41568818013318,6.78813112877441
ACVRL1,7.08972824773197,7.81355739328111,7.39505482421541,7.80212574471528,7.9281867641733,7.84324155464957
ACY3,0,1.01960431466402,0,1.41041223706622,2.17488346731393,0.971354017883843
ACYP2,5.51378384612268,6.39602913325034,6.13582008554048,6.05519948869613,6.44509060558363,6.40223017287582
ADA2,5.58439250536319,5.92093743427777,5.74378404203268,6.25634954107599,7.25781272991867,6.64313508465171
ADAD1,0,0,1.1343104635097,1.80206769594259,1.46348981192102,0
ADAL,7.1607689302533,7.63120373134419,7.31068529930433,7.78052860953055,7.63478545428201,8.04563021709999
ADAM10,10.3971972724801,10.6719168001163,10.5584845825753,10.6493198332771,10.7229734088663,10.5327530450443
ADAM11,8.97411341715791,7.42241998552455,8.67433864182754,5.75649477898232,5.79415952384707,4.80214342443021
ADAM12,10.7887927994454,10.222548141862,9.93107897350018,10.2105563794428,10.5861552211982,7.99219905965042
ADAM15,7.17227624226093,7.14719178931786,7.51302248893038,7.83915981536493,7.69721228414184,7.04059073319484
ADAM17,8.70770409338244,8.81693539897536,8.9879397270179,9.17292884474523,9.13821767311217,9.18063020083987
ADAM19,6.17081636355441,6.49794070698402,6.42382472187002,7.14914898636323,7.49417665867691,7.05107998466249
ADAM22,2.14979166884508,0,2.19705030653777,3.45269905249375,3.29112201529823,1.9568148675425
ADAM23,5.23527244382918,5.62310756153979,5.60897030805009,4.738823564679,4.72723015302851,5.80112641951458
ADAM28,2.97733012980098,4.42943230809703,4.49265128186377,3.65614365042649,4.52179391225697,3.7536942364791
ADAM32,4.57999953033777,4.12414658517802,3.82237308205,5.37935101667266,4.90702601824918,5.1916082929415
ADAM33,3.34582668922145,4.56083614363584,5.1561923220667,6.17591646739351,6.48810033738181,4.03305982279112
ADAM5,0,1.6110428312767,1.1343104635097,1.41041223706622,0.90986771969994,0.971354017883843
ADAM7,0,1.6110428312767,0,1.80206769594259,0.90986771969994,0
ADAM8,5.92090561285461,6.03834528732581,5.1561923220667,5.96233730171208,5.96627183786396,5.49797236275979
ADAM9,9.47460839126725,9.54668765805,9.57647849385719,9.59715521466847,10.0294271850754,9.50253874436305
ADAMDEC1,1.71885828553334,3.73642673061072,3.6950319305538,0,4.67854803317174,0
ADAMTS1,8.25646260198955,9.22870456161647,9.21089637296143,9.51125572651235,10.3216581627997,9.04289759390882
ADAMTS10,5.32048057399372,6.26725206868215,6.31974418465856,6.0370990852582,6.85962661216557,6.24665570882536
ADAMTS12,6.67012301326352,8.00457637734577,7.4650359423669,8.22623679563953,8.12269309523479,8.03510112243237
ADAMTS13,10.1446360446194,9.51462526267601,10.5307803678537,9.98600992235592,10.1681282387557,9.95899298543966
ADAMTS14,6.73363727747002,7.01592073250953,6.52089917095157,7.05334400659427,7.40721386039322,7.16169246822551
ADAMTS15,4.83294550523797,4.99190206731654,4.56727698636964,4.78293778310542,5.74772018635635,4.11532946394324
ADAMTS16,4.27307302875508,3.62070267342306,3.22742587167736,2.10978247788331,3.9128387128917,2.27581746663884
ADAMTS17,3.17331184788929,2.61748990727778,4.56727698636964,4.82574301921005,3.73381257196417,4.33725423205572
ADAMTS18,1.71885828553334,3.84355347786189,4.0476056310521,2.36326294723532,2.64921059767972,4.75158996714265
ADAMTS19,0,0,2.19705030653777,2.93216026370486,4.62816564954538,1.54664005014216
ADAMTS2,6.07598142597857,7.07207545261458,7.42546331762782,8.35236461375561,8.60533861966527,6.52770516252321
ADAMTS3,8.93411678621831,8.8526416003604,9.52357914612925,9.11586499252548,8.07646933250003,7.0820977789265
ADAMTS4,4.94452369467415,5.20780305035047,4.0476056310521,5.40780399579324,5.0285442150305,4.26700521604925
ADAMTS5,7.48067911424619,8.57022340607066,8.18694667208439,9.19350367051949,8.88555886124536,8.79400454888314
ADAMTS6,3.17331184788929,5.28586177949245,5.05609262045565,5.09434676508308,3.73381257196417,3.94581353475687
ADAMTS7,5.86527426878176,5.68203328870197,6.48284956709439,6.20862975119585,5.67513205185695,5.26553126020752
ADAMTS8,4.09104866656932,4.68126417766009,5.05609262045565,3.21578035551584,2.64921059767972,4.26700521604925
ADAMTS9,7.65484240635723,8.27722329936543,8.30613443619104,9.12874233285463,7.98934048993349,8.31734498002164
ADAMTSL1,6.10028096650978,6.6679142384908,6.73025935150074,6.61471966046722,7.50817415175635,6.00909794760835
ADAMTSL2,8.34046382231892,8.6682053846006,9.00145970330582,9.72137204813148,9.24237569379518,8.56066344767737
ADAMTSL4,8.27792586978233,8.08319436360786,7.87068257758928,7.69653163819622,7.4440874458062,7.45815017485535
ADAMTSL5,0,2.8408009920892,1.76140120423524,1.41041223706622,1.86259804442228,0
ADAP1,6.6537977164459,7.57789801140753,6.80925580606991,6.50046869490924,6.67342102329714,6.71085365652051
ADAP2,7.78046031179642,8.11026531244035,7.2325842684911,8.04790280078264,8.40295796047722,7.55713878369161
ADAR,11.5064270616304,11.2659439633476,11.1204605670392,10.9716639967331,10.9216879713815,11.0480630019822
ADARB1,7.88905413125775,8.05002411447654,7.64808967222013,7.92532972845798,7.85340177825837,7.53489065879676
