,CM1,CM2,CM3,WT1,WT2,WT3
CDKN2D,3.49989831240699,4.49662977778599,2.19705030653777,4.20244719381665,3.99465617344209,4.26700521604925
CDKN3,3.17331184788929,3.20459504685148,4.70585963055299,2.76626836078517,4.07208160461544,2.75789358981309
CDNF,4.88981301486872,5.52994475871952,4.14827579199408,3.99305653407003,4.2154816951729,5.30111920097656
CDO1,13.3276481556226,13.1046940204273,13.2643489521696,12.8745677023092,12.7798967289754,13.2298459864536
CDON,9.80908863296466,9.98288670401133,9.0607790059486,9.33726965086221,10.7621948199989,9.66158656721808
CDPF1,6.56927961182394,6.71099437898415,6.62937365966726,6.39071157976918,5.88278076719195,6.38574975921891
CDR1,6.25980002207191,7.30548280743855,6.40360065534361,1.80206769594259,6.99500666882522,3.11859879883078
CDR2,7.08972824773197,7.7252597870193,7.4552440823809,7.96894738028478,7.3921964310966,7.58627910521686
CDR2L,4.88981301486872,5.08217506077269,5.00331175633121,5.64139765304515,5.46155434733897,4.85098524688313
CDRT4,0,2.02930746986762,2.19705030653777,3.21578035551584,3.41516445837687,1.9568148675425
CDS1,5.51378384612268,4.56083614363584,4.49265128186377,5.16272372723138,5.30999182317898,4.46825471215638
CDS2,8.84345505567507,8.96070750862602,8.69112232092091,8.77996770864586,8.74191315358963,8.65994437653738
CDSN,1.10156873537799,1.01960431466402,1.1343104635097,0.871106762164803,1.46348981192102,0
CDT1,3.17331184788929,2.8408009920892,3.03048038747607,2.76626836078517,3.99465617344209,5.11369201401861
CDV3,9.13565982249352,9.35855778711727,9.17853022485743,9.6825994084258,9.62772906780129,10.2356464008887
CDX1,1.10156873537799,1.01960431466402,2.19705030653777,2.57879218332866,0,1.54664005014216
CDX2,6.00052616149565,4.12414658517802,2.19705030653777,2.36326294723532,0.90986771969994,2.75789358981309
CDYL,8.74671164813248,8.66090009139398,8.60518046038209,8.61283114457155,8.8612266968967,8.75604010667375
CDYL2,5.80741140402346,7.49815907941954,6.53955415211328,6.37638567708338,6.89201465081252,6.8129970232935
CEACAM20,1.71885828553334,2.61748990727778,3.22742587167736,2.57879218332866,2.43145343265327,2.94948997480515
CEACAM8,3.99063063721175,3.20459504685148,4.49265128186377,4.69331777446206,4.57595992432414,3.11859879883078
CEBPB,9.97103210176491,10.132988330038,10.0316931874377,9.80664902845003,10.6163546574294,9.93936495943823
CEBPD,8.09655284827339,8.08319436360786,8.4362716506041,8.30398572759373,8.93820456732316,8.15664562638865
CEBPE,1.10156873537799,0,1.1343104635097,1.80206769594259,1.86259804442228,0
CEBPG,8.2125537002106,8.30560757954623,8.47555289890512,8.99448421937978,8.90684822592168,8.88182717350724
CEBPZ,10.5069228772688,10.4683246771467,10.100839763247,10.6788056437462,10.6787934920079,11.0861746641908
CECR2,10.2172578779472,10.4215410438168,10.384958852363,9.67383990354049,9.56047274082908,9.92375338901704
CEL,3.88269665941669,5.43034805597263,5.29441338094024,4.3268613968914,2.83836943382366,4.40424085981234
CELA2B,1.10156873537799,3.84355347786189,3.40068679366548,3.08092874086406,2.43145343265327,4.26700521604925
CELF1,11.650688559117,11.6332579768655,11.7236781527802,11.6172379663369,11.4522252497724,11.4608009832489
CELF2,7.48067911424619,7.85255620428031,7.72344916144131,7.80212574471528,8.08583332490574,7.83719354789015
CELF3,2.48117389869562,2.35316838902527,1.1343104635097,2.57879218332866,3.15540259368561,1.9568148675425
CELF5,6.34361267527601,1.01960431466402,7.54106650382207,5.16272372723138,5.72392764687848,5.30111920097656
CELSR1,5.47713985478902,5.81960671131029,5.71124315826689,6.19236582951458,5.81683039340958,5.92034460249558
CELSR2,8.41984199778956,8.4734629691255,8.28417825197732,8.12704519516233,8.38789593247859,8.43013220760829
CELSR3,3.99063063721175,3.20459504685148,4.14827579199408,3.91591416856653,3.41516445837687,3.2699486177288
CEMIP,5.86527426878176,5.89626414616631,5.77560710701819,4.90772199710744,4.14556261587777,5.69810828483864
CENPA,5.04808846704163,4.68126417766009,5.10701045970817,4.20244719381665,5.57229187210838,3.94581353475687
CENPB,8.50875999554694,8.4225350436715,8.18694667208439,8.4513619167608,8.50769411848069,8.87002690897177
CENPBD1,5.19070371427189,5.08217506077269,5.37971213842629,5.6172338423079,4.81992715734357,5.82577123019732
CENPC,9.68202784876598,8.94575634183906,9.14846276260787,9.20773342852613,9.11325055975546,9.14679892539979
CENPE,5.3612688498186,5.59271687065926,5.67795132390357,5.66516340029268,6.90265107633139,5.94305004340969
CENPF,6.32311155094605,6.14691326792864,6.29799571322885,6.41894355396378,8.02385191037245,5.40290071326935
CENPH,4.88981301486872,5.12527805664409,4.3307146625231,3.08092874086406,4.67854803317174,4.33725423205572
CENPI,4.35613980639733,3.73642673061072,4.8915780816478,3.99305653407003,4.72723015302851,3.7536942364791
CENPJ,6.14768563297554,7.02732789753883,6.31974418465856,5.80007997987518,6.50215662234457,6.36907890644342
CENPK,4.77374410672096,4.73790688297336,3.82237308205,4.5977596747625,5.21077075962299,4.94397179548219
CENPL,4.27307302875508,4.68126417766009,3.6950319305538,4.738823564679,4.86413378314411,4.03305982279112
CENPM,5.40093558404173,3.94327246388214,4.56727698636964,2.76626836078517,4.14556261587777,3.85294951805469
CENPN,5.83663290868388,6.14691326792864,5.67795132390357,5.7115516980171,6.00627269878474,5.98741622169171
CENPO,4.94452369467415,5.03774452441881,5.33769307467553,5.68854398681258,5.40282588753419,5.11369201401861
CENPP,6.02611892300437,6.20833702476239,5.1561923220667,4.86731472136494,4.77432303087501,4.26700521604925
CENPQ,3.99063063721175,4.9445549994015,4.3307146625231,4.06628254495516,4.72723015302851,4.58834390929489
CENPS-CORT,7.54405565087874,6.88410168350768,6.69740845955205,6.91151705884812,6.45957011891752,6.98696909085772
CENPT,2.48117389869562,3.03413468395065,4.0476056310521,3.45269905249375,3.82610081453756,2.94948997480515
CENPU,5.86527426878176,5.65287125099652,5.80674333962769,5.84238695219238,5.86113056759008,4.94397179548219
CENPV,8.57094083634188,8.19868277815839,8.34377161781643,8.11415262952298,7.83685932069609,7.94798199450396
CENPW,2.97733012980098,1.01960431466402,1.76140120423524,2.76626836078517,3.73381257196417,3.2699486177288
CENPX,6.58658398684489,6.43080571202668,6.16013435627046,6.22471236696344,6.17370172993538,6.36907890644342
CEP104,9.07258083676921,9.31965479273196,9.44412302762979,9.22782123053452,9.19123646434918,9.12462368477927
CEP112,8.08442280068502,8.30560757954623,8.42628191812322,7.505702684245,8.78279057882589,7.51986565256665
CEP120,10.0100318252304,9.93372320070184,9.91866231098243,10.001261704084,10.0233482570722,9.82941066961904
CEP126,1.71885828553334,3.62070267342306,2.80233407796903,3.08092874086406,2.83836943382366,1.9568148675425
CEP128,6.49790870951761,6.48144756375078,6.36228160262558,6.0370990852582,6.73423251810637,6.30039963335699
CEP131,7.04034679300993,6.63846245575166,7.1378204788493,5.59265840590035,6.00627269878474,5.9654036710362
CEP135,6.53403546030527,7.36962399503515,6.48284956709439,7.30097833091131,7.09113359685943,7.05107998466249
CEP152,7.12568581486437,7.28662049656499,7.12552506343883,7.23104636728165,7.15480381329472,6.99785404458954
CEP162,9.80539827303419,9.59156373189664,9.79213293312085,9.46461673895829,9.67502765702196,9.60397869762978
CEP164,6.79447285715245,7.22850715131192,6.98287156360807,6.80857529664512,6.99500666882522,6.84951028642771
CEP170,9.86688559625098,10.0190473329259,10.1772847955773,10.0000941974823,10.0783312119553,9.96870775775884
CEP170B,7.22847501160225,7.63866056265376,7.4650359423669,7.14069762748676,7.26607382123575,7.35186594179163
CEP19,7.00216883674791,6.5931258191971,6.57615568338825,7.080109893586,6.94442952206929,6.72402412227766
CEP192,9.83103472704995,10.0928355337173,10.2256067407187,10.1778872510655,10.135810392745,10.346248416019
CEP250,9.33568038853765,9.43335139881389,9.29014844923284,9.23974101276406,9.12010273535059,9.04026753412116
CEP290,9.58204255821165,9.77530268409657,9.39374770923997,9.27685010692193,9.39330279453345,9.22762454716343
CEP295,10.1373154736952,10.0833035319243,10.2356520378203,10.1892009010908,10.2568132965147,10.1208435001414
CEP295NL,2.48117389869562,3.3570262864711,4.24237714156009,3.21578035551584,3.82610081453756,2.5368982410065
CEP350,11.8523756676811,11.792987042923,11.7338386031428,11.9185196196223,11.7315233717759,11.9057611037691
CEP41,7.08972824773197,7.06101800734292,7.11312395856351,7.05334400659427,7.27428787748912,7.45024674928789
CEP44,8.69977440422041,8.33344417181829,8.38045182929121,8.27338709567644,8.6470529535207,8.78774611406249
CEP55,2.48117389869562,3.3570262864711,3.55535308086435,1.41041223706622,4.90702601824918,2.75789358981309
CEP57,9.11195378970065,9.15781776184083,9.19627443911552,9.33911758710267,9.24864249789916,9.33238465663483
CEP57L1,9.15608779954291,8.93973221924824,8.98113192753365,8.6067077222722,8.90684822592168,8.63226864149048
CEP63,8.37074474195802,8.53868553742351,8.24493205393119,8.18573245021892,7.93338309008365,8.0920827245991
CEP68,8.28324216251692,8.52667879708453,8.88957678686888,8.25784092118505,8.56573228276872,8.72689643871472
CEP70,9.57988403898093,9.2772869208325,9.13625809601243,9.14995238760417,9.15165615251497,9.41591649951354
CEP72,5.54952010046611,5.08217506077269,5.86706959545863,5.19573411782162,5.21077075962299,4.98831006783992
CEP76,6.90894997884328,6.54631812774586,6.83968175166494,6.65087745759677,6.9850320938325,7.13235664753769
CEP78,7.63834227993527,7.9336021056007,7.84091017521469,8.22623679563953,8.00423230113569,7.71058286708875
CEP83,8.6957931551187,8.56240333716368,8.64879124447985,8.34870021654829,8.40669902468943,8.61469776401381
CEP85,8.3250816397552,8.03879569539028,8.69112232092091,8.28876753227219,8.25724170989822,8.34318182810725
CEP85L,9.78117805425677,9.67733350152907,9.81719585813013,10.1685641786429,10.0558742973912,9.27313626780554
CEP89,6.40342397800749,6.54631812774586,6.91305240645439,6.27191170826041,7.18996369155111,6.82527107752805
CEP95,8.38069877213423,8.23848744240345,8.50906796238079,8.06139838331319,7.9843421966355,8.56066344767737
CEP97,7.46204813330634,7.67537731822032,7.4650359423669,7.74193774574854,7.9019206277653,7.57904901931766
CEPT1,10.3498454924834,10.466230739296,10.3875354698154,10.7084158906084,10.5845046703305,10.5968003608272
CER1,0,1.6110428312767,1.76140120423524,2.76626836078517,2.64921059767972,1.9568148675425
CERCAM,3.88269665941669,4.20673450825223,4.83228916348576,4.26599502394004,5.21077075962299,5.15317609699801
CERK,8.50421424769704,8.94575634183906,8.21042122614241,8.64605312802704,9.32772653962813,9.25963286569441
CERKL,5.32048057399372,5.96905308502036,6.16013435627046,5.22800606068193,6.37042951526844,6.67060511249067
CERS2,13.055964795012,12.8166066089766,12.8326757087692,12.8044029759768,12.6436751700189,12.5742234167903
CERS4,7.81757392545496,7.17822461034133,8.27307356948577,8.00664164562583,7.34618280134192,8.43414481327494
CERS5,6.93620418220962,6.76650371084,6.34116966329341,6.74308927605622,7.07241378782794,7.0820977789265
CERS6,7.9303018028098,7.68260985302815,8.45604596281444,7.97371337602999,8.28189408387898,8.04037527519087
CES1,10.9964426961509,11.6295203906189,12.016995311728,11.0527288968918,10.8899665879694,11.140597870393
CETN2,10.7422616320892,10.3092100130874,10.138039197253,9.29600444044527,9.92243151583254,9.40164319426729
CETN3,8.31991758249379,8.22368909296419,8.12034987133476,8.14828003255077,8.5590242112103,8.35592878408122
CETP,9.52259809645811,10.0501358217548,8.72411503583662,9.48812469082818,9.69505176474811,9.03234846391705
CFAP100,3.17331184788929,3.62070267342306,3.93938029370538,3.33909758357147,1.86259804442228,3.94581353475687
CFAP157,4.27307302875508,4.62230637750808,3.93938029370538,3.83441274209383,4.14556261587777,4.98831006783992
CFAP161,1.10156873537799,0,0,2.36326294723532,0,0
CFAP20,8.4579511826564,8.53868553742351,8.77616931979316,8.67560509915268,9.31583837919785,8.10220548810935
CFAP206,2.48117389869562,3.62070267342306,3.6950319305538,4.13597071239463,3.73381257196417,3.85294951805469
CFAP221,1.71885828553334,3.62070267342306,1.76140120423524,1.80206769594259,3.6352147971001,3.53200255675799
CFAP36,7.75006629605514,7.79365539865857,7.41539820071172,7.94487833178146,8.26962055286681,8.02449461890431
CFAP43,5.74713048578877,5.81960671131029,7.2325842684911,5.80007997987518,6.02586476712958,6.05150768367008
CFAP44,7.10181395550865,7.02732789753883,6.2307111316734,7.46566346819265,7.24950406177285,6.78813112877441
CFAP45,0,2.35316838902527,2.19705030653777,1.80206769594259,2.43145343265327,1.54664005014216
CFAP46,3.49989831240699,6.14691326792864,3.22742587167736,2.93216026370486,2.83836943382366,4.40424085981234
CFAP52,2.48117389869562,3.94327246388214,3.03048038747607,2.93216026370486,3.00557707755499,4.26700521604925
CFAP53,6.30231489492245,5.92093743427777,5.33769307467553,4.6463297512536,5.27767045610891,4.64483673910943
CFAP54,1.71885828553334,3.73642673061072,3.03048038747607,3.74802996209037,3.6352147971001,2.5368982410065
CFAP57,9.2967824755997,8.6682053846006,9.45644673595482,8.4951132641402,8.38789593247859,8.32168338170483
CFAP58,1.10156873537799,3.3570262864711,2.53120547989888,3.55800452861847,3.6352147971001,2.75789358981309
CFAP61,1.10156873537799,1.01960431466402,2.80233407796903,2.57879218332866,1.46348981192102,0.971354017883843
CFAP65,3.17331184788929,1.01960431466402,3.82237308205,2.57879218332866,3.5293810268665,3.64710249406372
CFAP69,10.346040154391,10.8095876981703,8.46583240020242,8.22623679563953,10.5177497408931,9.56242255574154
CFAP70,7.05285152044577,7.04987515798286,7.0231966891889,6.37638567708338,6.2754162851338,6.97600138677413
CFAP74,0,1.6110428312767,0,0.871106762164803,0.90986771969994,1.9568148675425
CFAP77,1.10156873537799,3.20459504685148,2.19705030653777,1.41041223706622,2.83836943382366,3.40691742400845
CFAP97,10.2033034878262,10.2287374607078,10.1257456537,10.5078045509384,10.3510791664437,10.7623393237804
CFAP99,5.92090561285461,5.20780305035047,5.64387305896749,6.20862975119585,5.0285442150305,4.85098524688313
CFD,8.94422037799283,9.05009858695644,8.35434718459687,8.98034480057836,9.70267994104712,9.34735625506045
CFDP1,9.12088926237591,9.21629897251372,9.32551461163461,9.35746791979016,9.38763506753938,9.35160547192281
CFH,16.8260514392746,16.4319670454598,16.728053719274,16.6011529738,16.4403220688389,16.3590083532148
CFHR5,14.744185088461,14.5585189930567,14.7527076307388,15.1300441422766,14.4150995340609,14.5466833014135
CFL1,10.618385614366,10.3289339560209,10.4712958802906,10.4301765037926,10.666364008757,10.3150372929332
CFL2,10.5461480661163,10.5367710636912,10.7398183906133,10.5110867499928,10.6364075865363,10.4209387005487
CFLAR,11.4113036396153,11.4237151803986,11.1404573349351,11.4253110088418,11.1261209008656,11.4117903402621
CFP,9.7527168434988,9.29862637926084,8.94310372786296,9.30548707827569,9.43236541622083,9.82177363471223
CFTR,6.63728556889993,7.2960824783569,9.34950070728753,4.738823564679,5.10421848200787,5.9654036710362
CGA,3.17331184788929,2.02930746986762,1.1343104635097,1.41041223706622,4.90702601824918,5.36976502967579
CGAS,4.18492968985722,4.12414658517802,4.49265128186377,5.22800606068193,4.62816564954538,5.07309683960539
CGN,10.0743104395804,10.3720713634865,10.4381244045551,9.89220890135387,9.60022175695537,9.81409595723935
CGNL1,11.7543360898083,11.9825497467807,11.8667401473605,11.0717472840867,11.3353950363441,11.2533316002893
CGREF1,5.54952010046611,5.52994475871952,6.20756705428215,4.86731472136494,4.2154816951729,4.58834390929489
CHAC1,1.71885828553334,3.03413468395065,2.19705030653777,3.33909758357147,6.75785709684315,5.72456062939685
CHAD,8.26723414969334,7.60859915840627,8.88593671085195,7.47241431504105,7.53576818556326,7.7368095291069
CHADL,5.74713048578877,5.08217506077269,5.42054193647077,2.10978247788331,3.73381257196417,3.64710249406372
CHAF1A,4.99723518919285,5.24736028307217,5.00331175633121,4.5977596747625,4.72723015302851,4.46825471215638
CHAF1B,3.76602996249381,4.84492775397232,5.46024793962042,4.98529205089475,4.81992715734357,3.53200255675799
CHCHD1,8.21811595433286,7.64607905007897,7.78728267315376,8.0524153698841,8.01407545705922,8.11725769091119
CHCHD4,7.85375668057547,7.97542689462827,7.69876414053852,8.39562640914202,8.52156169867076,8.82489584920431
CHCHD5,5.71601840506183,5.68203328870197,5.29441338094024,5.02256711648407,5.65010107014912,5.75053668039639
CHCHD6,5.71601840506183,5.87116153706301,5.89631240482529,5.75649477898232,6.04519433238471,6.31787838840799
CHCHD7,9.44645152199609,9.19116311044798,9.21670390254734,8.70456386253987,8.52500786539552,8.98115894689465
CHD1,11.0620895615773,11.1137384472072,11.0611743251436,11.3374459852167,11.2205366837575,11.4309925941871
CHD1L,9.95613104862163,9.47143209192495,9.21380306000893,9.51125572651235,9.85008993282937,8.95626238199859
CHD2,12.2845382300036,12.0675333802646,12.2560604522015,12.1537784493066,11.8246528687149,11.8802520762789
CHD3,7.75772504112048,8.07222213461649,7.87803065860595,7.70228617112934,8.51117353031604,7.64285128033871
CHD4,11.3556150612033,11.7437025281542,11.4004541268265,11.4226991699439,11.482673017553,11.7074307638169
CHD5,1.10156873537799,2.02930746986762,2.53120547989888,1.41041223706622,2.17488346731393,0.971354017883843
CHD6,10.7737633445118,10.8622918343064,10.7687663576677,10.6335951233283,10.566222875392,10.3063071581175
CHD7,9.86688559625098,10.0003569536067,10.111789033172,10.0404050161377,9.62933092723491,10.2275772348107
CHD8,10.5439351271813,10.5526471135124,10.6156468394571,10.5594442005628,10.4304024513805,10.5005875717582
CHD9,11.5379027663546,11.8988584354031,11.8326371167144,11.8374963409288,11.7474684484208,11.7954532164733
CHDH,10.7709278073345,10.5683503562295,10.8504137039701,10.6780757957353,11.094577652652,10.9043303312066
CHEK1,7.84659236257447,7.5305854094573,7.77158712295415,6.78707521712739,7.39972468575147,6.86147886275835
CHEK2,5.54952010046611,7.89052849076381,4.63823166848772,5.86308411047813,5.74772018635635,5.1916082929415
CHERP,7.51723444765141,7.71823844932956,7.8028093024378,7.4104883906521,7.19862138621975,7.69728855201799
CHFR,8.02219388104352,7.87166727455805,7.83337007371543,8.02971003831895,7.77452720524074,7.79413234298502
CHGB,0,1.01960431466402,2.19705030653777,2.10978247788331,0.90986771969994,0
CHI3L1,13.5052022526692,13.9927760607831,14.3170971458347,11.1585494774792,13.494211526248,13.2695457439009
CHI3L2,1.10156873537799,2.02930746986762,1.76140120423524,1.80206769594259,2.83836943382366,2.27581746663884
CHIC1,8.54018539298542,7.12612607827678,8.36484579178995,7.97846367896178,8.36115296895479,7.45024674928789
CHIC2,8.51780874637733,8.44397391128794,8.64879124447985,8.79350899739078,8.72702876181639,8.80644055512728
CHID1,8.92734153287209,9.00753589506925,9.08002220710564,9.00616212524504,8.98649903336749,9.02704483109258
CHIT1,4.71200902079254,7.71118277286138,10.5249410813597,3.55800452861847,6.17370172993538,1.9568148675425
CHKA,7.8102271903243,10.1049991461289,10.0561922771323,10.1664841773938,9.79549090607427,9.8861675630824
CHL1,1.10156873537799,5.49750386292664,4.70585963055299,4.20244719381665,3.99465617344209,2.27581746663884
CHM,9.6119275543464,9.82026184845971,9.64052667291162,9.86809374780504,9.85830936383893,9.90073976170272
CHMP1A,8.74285801263062,8.55059317660387,8.45112773636488,8.5912844838029,8.68143141144631,8.65651380505281
CHMP2A,9.50222623040679,9.15522052582738,9.21959892403274,9.15415723480592,9.18906581551088,9.03763267092775
CHMP2B,8.64714097829152,8.59726458722615,8.82641064268016,8.77996770864586,8.92261158447971,8.72689643871472
CHMP4B,8.1382224243421,8.46509885047587,8.81497081271401,8.35966560348112,8.92782799369664,9.01369981641276
CHMP4C,8.21811595433286,8.15254924177128,7.78728267315376,7.46566346819265,7.35395437787394,7.31752280473103
CHMP5,9.6474034297767,9.54668765805,9.41157984587888,9.68840967027838,9.91719552230219,9.74471018963761
CHMP6,6.79447285715245,6.53037189081989,7.12552506343883,7.09768186195252,6.88129922428999,6.52770516252321
CHMP7,9.12976973281521,9.07504622072424,8.98453984285855,9.17085513124892,9.23187014507106,9.42803936365478
CHN1,4.77374410672096,5.49750386292664,5.29441338094024,5.25957187258712,5.88278076719195,5.07309683960539
CHN2,9.91391299772059,9.96074712347862,10.1562852988234,10.0763002121714,9.40082529320791,9.25283347081853
CHODL,2.97733012980098,4.35895137344015,3.22742587167736,3.08092874086406,3.29112201529823,2.75789358981309
CHORDC1,9.88971984339341,9.83331839467154,9.65983909298672,10.3745014114228,10.1570657414718,10.4986729651613
CHP1,11.3081594610175,11.1598143887789,10.8429232372198,10.8876666596906,11.0617362360514,11.026298911261
CHPF,9.25680666870367,9.44828022810538,9.35477722433144,9.29410041050126,9.28568220164017,9.51206100396839
CHPF2,8.12051120040616,7.99879340741961,8.45112773636488,8.36692983133801,8.34564571490425,8.01916198148643
CHPT1,11.5763056199001,11.0819548728314,10.6642693484151,11.568449227764,11.2028946240259,10.9940441714925
CHRAC1,7.6630222378573,7.36962399503515,7.71526766147479,7.45888088333013,7.81450345038687,7.62189581533947
CHRD,9.01303104595047,9.41392736164388,9.73460290786442,8.36692983133801,7.91248453637429,8.94224302696759
CHRDL1,3.76602996249381,6.26725206868215,6.42382472187002,6.05519948869613,6.45957011891752,6.15237880276663
CHRDL2,0,1.01960431466402,1.76140120423524,0.871106762164803,2.64921059767972,1.54664005014216
CHRM2,3.76602996249381,4.49662977778599,4.24237714156009,3.45269905249375,5.69973613833936,4.69920053790684
CHRM5,4.71200902079254,3.3570262864711,3.55535308086435,3.08092874086406,3.15540259368561,4.03305982279112
CHRNA1,2.14979166884508,5.12527805664409,5.57320218485366,1.80206769594259,5.30999182317898,2.5368982410065
CHRNA10,3.63909206635357,4.20673450825223,4.77045889912318,3.74802996209037,2.43145343265327,3.7536942364791
CHRNA2,8.81804030866253,7.267508302424,5.24979507018907,6.94101981076335,7.3146709619225,5.9654036710362
CHRNA4,0,2.35316838902527,3.03048038747607,2.57879218332866,1.86259804442228,0
CHRNA5,2.75047681679522,3.20459504685148,2.19705030653777,2.36326294723532,1.46348981192102,2.94948997480515
CHRNA9,1.10156873537799,2.35316838902527,2.80233407796903,0.871106762164803,1.86259804442228,1.9568148675425
CHRNB1,6.7022296419604,6.48144756375078,6.62937365966726,6.74308927605622,6.5968931228682,6.7500097485129
CHRNB2,6.38376111264861,6.39602913325034,5.74378404203268,5.25957187258712,5.14061734421241,5.75053668039639
CHRND,3.34582668922145,4.73790688297336,3.55535308086435,3.45269905249375,2.64921059767972,3.40691742400845
CHRNE,1.71885828553334,2.02930746986762,2.53120547989888,2.76626836078517,1.86259804442228,1.54664005014216
CHRNG,4.83294550523797,5.68203328870197,4.94852634080751,4.86731472136494,4.34590803954159,4.85098524688313
CHST1,2.14979166884508,3.3570262864711,3.03048038747607,2.93216026370486,2.43145343265327,2.27581746663884
CHST10,3.17331184788929,4.84492775397232,4.63823166848772,4.98529205089475,4.86413378314411,4.64483673910943
CHST11,5.14471412606058,5.32336243054492,5.05609262045565,5.6172338423079,5.40282588753419,5.77605328692311
CHST12,5.19070371427189,4.89560119253258,5.33769307467553,5.40780399579324,5.59869730521172,5.03132622587386
CHST13,8.60530536278728,8.99887057189184,8.71183101612601,8.76904241471653,8.02871540486732,8.34318182810725
CHST15,9.09995308030562,9.97407160018427,9.44164560291279,10.3034003922242,10.2588844416195,10.1108511213675
CHST2,4.50917016833856,4.62230637750808,4.77045889912318,5.05890330907919,4.72723015302851,4.69920053790684
CHST3,5.19070371427189,5.56167219203756,5.05609262045565,6.36191609080581,5.92513018849785,6.00909794760835
CHST4,5.09721009303799,5.28586177949245,5.80674333962769,3.45269905249375,4.62816564954538,5.22904319673932
CHST6,1.10156873537799,1.01960431466402,1.1343104635097,0.871106762164803,1.46348981192102,1.54664005014216
CHST7,7.21740902771619,7.1884222969387,7.95648184344357,8.00664164562583,7.90721225111909,7.99763210814084
CHST8,0,0,1.1343104635097,1.41041223706622,0,1.9568148675425
CHST9,2.14979166884508,3.49488001715363,2.53120547989888,0,2.83836943382366,0
CHSY1,7.81757392545496,7.93965182586712,8.09534984338836,8.60363623704246,8.48310040269824,8.78460668617321
CHSY3,4.43468307720685,5.49750386292664,4.0476056310521,5.35032557591299,5.77112670323183,5.52831986026149
CHTF18,3.88269665941669,4.12414658517802,4.14827579199408,4.5977596747625,4.72723015302851,4.03305982279112
CHTF8,9.61403869415956,9.57805296408326,9.53059005843524,9.59251485850971,9.44878810084212,9.68028910370903
CHTOP,9.17623055858933,9.14478457053129,9.4014170582752,9.52917346248817,8.93820456732316,9.3409588709167
CHUK,9.71584072678391,9.52069148982067,9.35477722433144,9.89723481578808,9.79834169473377,10.1282926262928
CHURC1-FNTB,10.9428621320485,10.6609732381856,10.6298624577498,10.3736001247855,10.8711351477216,10.6234020748359
CIAO1,9.22124171513481,9.17586866050271,8.79181536677642,8.74136163573802,9.07379455570414,9.35160547192281
CIAPIN1,8.00941938890731,8.15254924177128,7.81817060809549,8.10549312996569,8.36115296895479,8.61469776401381
CIART,5.23527244382918,5.16713054705935,5.53652468425528,5.40780399579324,4.2154816951729,5.72456062939685
CIB1,7.93706320074117,7.71823844932956,7.49401897178421,7.70801784189767,7.72744110158812,7.69728855201799
CIB2,3.76602996249381,3.20459504685148,2.80233407796903,4.86731472136494,4.52179391225697,4.40424085981234
CIC,8.7809388464431,9.05567990675082,9.3228247054761,8.85937212172359,8.5590242112103,8.96738059714716
CIDEA,2.14979166884508,4.9445549994015,4.14827579199408,1.80206769594259,8.30613227248554,0.971354017883843
CIDEC,1.71885828553334,1.01960431466402,1.1343104635097,0.871106762164803,0,1.9568148675425
CIITA,5.68422056885301,5.56167219203756,6.06031746577904,6.31761566561103,7.00491275437196,6.38574975921891
CILP,3.88269665941669,5.03774452441881,4.83228916348576,5.48994340390312,5.24460835166558,4.80214342443021
CINP,8.72733970241092,8.62756062756027,8.45112773636488,8.51486722000238,8.29001881050845,9.30196713585453
CIP2A,6.62058224386647,6.79347747304407,6.59411401657237,6.31761566561103,7.17249085981669,6.65693547890185
CIPC,10.2461299910016,9.98873365820638,9.80953045931231,10.2024581892891,10.3674885465405,10.1625555248844
CIR1,8.2125537002106,8.52265424152884,8.18694667208439,8.06139838331319,8.59881261155701,8.20441487570422
CIRBP,11.1425368697428,10.8284577360357,11.0235687333755,10.5869218536596,10.3157012725303,10.6726325937956
CISD1,9.11195378970065,8.75309982725711,8.48520834153734,8.92728137501403,9.32377469409328,9.23684247449743
CISD2,9.59919542593033,9.72714953300564,9.40904585263873,9.83965785568804,9.76521251034394,9.80792426059764
CISH,8.87900236043076,7.78695991857435,9.04780611336228,7.24688237842036,5.59869730521172,6.11287259159272
CIT,4.27307302875508,3.84355347786189,3.93938029370538,4.3268613968914,4.77432303087501,3.53200255675799
CITED2,9.94107448046564,8.61627403615246,8.87128386258006,9.45612733849026,8.95873646307221,8.66336680984493
CIZ1,7.97697934847933,7.92752690989587,8.22777982962345,8.00198337142868,7.9281867641733,7.5122940596471
CKAP2,7.45264163382819,9.50649707688033,6.38308904709291,7.63768748259636,9.01128234872897,5.77605328692311
CKAP2L,5.27850548542893,4.79240945830087,3.82237308205,4.69331777446206,5.92513018849785,2.5368982410065
CKAP4,5.83663290868388,6.89659550877688,6.80925580606991,7.43142710256445,7.75704951121585,7.81274474452193
CKAP5,10.312633208648,10.621062716493,10.6287739078874,10.0618253310661,10.3097196842374,10.3451833355367
CKB,5.74713048578877,6.08275760771613,5.80674333962769,6.1592773872473,6.00627269878474,6.69756184804686
CKLF,6.71801892650318,6.56209003462338,6.73025935150074,6.50046869490924,7.18996369155111,6.82527107752805
CKMT2,5.51378384612268,6.28636763520614,6.25348978052655,5.86308411047813,5.34160491841899,4.85098524688313
CKS1B,8.52680109596312,8.3652555788223,8.04401135213041,8.59438235036689,8.72103173952186,8.47366874487157
CKS2,5.71601840506183,5.73864639007558,6.36228160262558,6.36191609080581,6.5968931228682,7.0820977789265
