x
RPS13
RSL24D1
RPF1
CFL2
RBM7
MTFMT
KYAT3
DNAAF2
C6orf120
CEP57
FKBP7
C14orf119
RPL34
LSM6
DPH3
KRT18
MRPL9
RPL31
LZTFL1
UBA2
GSTO1
RYK
DARS
CAPZA2
CGRRF1
DIMT1
PIGW
SLC16A7
MGST3
FAM210A
POMP
LBR
HCCS
NUDT21
MORN2
GTPBP10
HSPE1-MOB4
SLC25A3
TTC39C
ARMC10
SKA2
TXNL4A
SELENOK
BTF3
UMPS
EIF3F
SERPINA11
PSMA6
PANX1
TRMT5
TTC33
MRPL47
THOC7
THUMPD3
CSGALNACT2
TIPRL
SNX14
UBE2D2
PSMD12
PSMA1
FAM216A
CCT2
CENPN
RBMX2
GTF3C6
LCMT2
PPP6C
PRMT5
SKP1
COPS3
JAGN1
POP4
METTL23
HSD17B11
ZNF845
WTAP
DPM1
RBBP8
TM7SF3
RNF139
PSMC6
LIN7C
TXNDC9
ZNF644
TBPL1
SPCS3
MBIP
COPS2
EIF5
TMEM106B
SMIM15
HIST2H2BA
FBXO4
RAB18
PPP2CA
RARS
IPO5
MAD2L1BP
SNORD47
CHURC1
POT1
ADGRL2
NUP54
RABL3
RSL1D1
SLMO2-ATP5E
RAB4A
ERGIC2
BAMBI
TSTD1
MOSPD1
NDUFAF4
IFNAR1
EIF4A3
NDFIP2
HSD17B2
USP1
MYL12B
COX5B
USP16
LRIF1
VAPA
HIKESHI
LYPLA1
SYPL1
TAF9B
ALYREF
ARL5B
MRPL46
GTF2B
DCTD
INHBB
MRPL21
EIF3M
PAIP1
LSM3
TMEM9B
ZNF639
COMMD2
NUDCD2
TNFRSF10D
TMEM126B
C12orf29
SUZ12
POC1B-GALNT4
GABPA
NDUFC2-KCTD14
RPF2
RHEB
ZNF440
C5orf51
AGTR1
MRPL50
MINPP1
HDAC1
MOB4
TMED5
MRPL42
ZNF816
CLN5
BRIX1
UBE2E2
SRRD
MYNN
FAM171A1
TIMM9
SRSF3
ZC3H15
GPN3
POC5
TFPI
PMPCB
SLC25A32
RPL10A
COPS4
CPD
NAMPT
AAED1
DNTTIP2
THG1L
NXT2
MICU2
DCTN6
ARMT1
GALNT1
RND3
CWF19L1
CHPT1
NRAS
PLEKHA1
RLIM
GON7
ZNF570
DRG1
RCHY1
RPL21P28
SQOR
OTUD4
FARSB
DCUN1D4
DNAJA2
GTPBP8
CTNNAL1
CDC37L1
GPR137B
DIS3
CALM2
SUPV3L1
MYL12A
SUB1
PAK1IP1
PHAX
PSMG2
PLK2
RIOK2
KRT8
GABPB1
RAB11A
ZNF480
SMARCA5
SH3D19
RPS14P3
BLOC1S6
EIF3A
PPP1CB
ZBTB6
OXNAD1
IFT74
FBXO33
KLHL15
MRPL19
FGGY
IMPAD1
CRIPT
GATC
DCUN1D5
MRPL13
CCNG1
TMEM184C
DDX52
DPY19L4
IPO7
CUL2
MRPL1
SCOC
TAX1BP1
GSKIP
POLR2H
HIGD1A
GNL2
GTF2A2
XRN2
TRMT10C
PNPLA8
NUBP1
B3GALT2
TNIK
MCEE
VPS26A
PRELID3B
ZFAND1
SLC38A9
UQCRC2
ERH
LARP4
AP4S1
EIF5A2
ZSCAN18
CIT
FAM204A
PFDN4
CCT4
ORC3
MGAT2
ANXA2P2
NGDN
STK24
SREK1IP1
FUCA2
ITGB1
TMEM14C
EIF2S1
COMMD3-BMI1
AEN
POC1B
SAR1B
TOMM5
GLRX2
CRNKL1
FAM177A1
BCCIP
