,W4_WT3,W4_WT2,W4_WT1,W8_WT3,W8_WT2,W8_WT1,W16_WT3,W16_WT2,W16_WT1,W32_WT1,W32_WT2,W32_WT3,W48_WT1,W48_WT2,W48_WT3,W4_KO3,W4_KO2,W4_KO1,W8_KO3,W8_KO2,W8_KO1,W16_KO3,W16_KO2,W16_KO1,W32_KO2,W32_KO3,W48_KO1,W48_KO2,W48_KO3
Fgl1,0.118896797981124,0.145317114096723,-0.305991674581316,1.27534069265162,-0.023698567076454,-0.76779420411854,-0.352124569502324,0.201825991307877,1.7009260045169,-0.00665162003103931,-0.503703539344533,0.0630976780923123,1.45389233981093,-0.990338733117836,0.193032370103487,-1.90056373787742,-1.77870942844389,-1.396394920049,-0.431993913002274,-0.198371776785213,-0.146005367159726,-0.794255897959113,0.355042939805887,0.127532880608815,-0.586285921605803,-0.571583755466838,1.89462570720446,1.63014895661678,1.59478815332438
Got1,1.95896459244861,1.78805427688802,0.561943405043015,1.25937266700025,0.482355494356081,0.239485034020396,-0.0814218673441966,0.167807742351838,0.00992215953174561,0.347371384917107,1.43088520762066,1.10992953435743,0.0859295683451536,0.765200674284481,1.34386940819829,0.198694963443398,-0.0821582776116076,-0.392195011305587,-1.22102492638506,-0.760852828379383,-0.88072027403537,-1.47551198321525,-1.32483730147104,-1.42521878495248,-1.13052810886382,-1.22231770380434,-0.415924438735312,-0.882482390224693,-0.454592216478337
Igf1,-0.38139669852427,-0.444608934313592,0.064373496970497,0.553472782231155,1.15671144635128,1.12959776783084,1.24320306322481,1.08926219311115,0.902766199553696,0.627798729992546,1.044498676445,0.924256105984374,0.622864530814798,1.04088398900407,1.09396900423872,-1.35381818907191,-1.34218793821532,-1.26932079228952,-0.287891860234101,-0.0426130700632654,0.0460511658684626,-1.5668975656994,-0.729711239352607,-2.06564907274524,-0.807013742834836,-1.66470922031389,-0.0662940856577519,0.395691948792804,0.0867113089014794
Igfbp2,1.85712178118171,2.57809801854997,1.66806532108361,-0.460015864954718,-0.207751046928877,0.0411104752029728,0.123869883698076,1.01939208366765,0.42652314016876,0.271002382421874,-0.0784846382365874,-0.350439771469367,-0.481999472653143,0.361566894270366,-0.39072460947584,1.05491300468791,0.905926822845042,1.28028551999651,-1.04104380413472,-0.887489889958536,-0.982366077188873,-1.22030726441891,-0.999933662028207,-1.27258349305768,-0.282293405017004,-0.823244826033597,-1.00625167730182,-0.638714216912735,-0.464231608003835
Gch1,-0.137446830631665,-0.903006953324177,-0.0394278811967047,0.930680050901098,1.43046098363054,1.33827243706133,1.60755011684954,0.860649156380354,1.42224820503086,1.25173632270127,0.383036217357724,-0.374776561095432,1.24604429400253,0.778038930432101,-0.131769798346243,-0.455168057839867,-0.502039425252373,-1.35919303860622,-0.610292072197473,0.342742067355887,-1.14382334969461,-1.81630367902342,-0.623505634746337,-0.911793951381559,-1.24791364012868,-1.46581017594842,0.342630697594261,-0.659988240913735,0.44816981102945
Hsd17b2,-0.430683555690255,-1.00556556740974,-0.946742270606592,0.927720439135057,1.61161073109101,1.03378411132369,1.50872049591045,1.32378558619605,1.51069066874622,-0.140600263717369,0.00662528305884371,-0.120294874742414,1.26768196758419,1.52021136213631,1.0253003005273,-0.772960080723818,-1.01477112436805,-1.65252541399193,-0.264440755879079,-0.603047237811277,-1.04988758516075,-1.05344465053965,-0.844739141443054,-0.919240475216773,0.300615438144208,-0.57033308464755,0.524029005683076,-0.837967472634368,-0.333531834953743
Nxt2,-0.825835980343431,-0.347672042609312,-0.547361244618529,0.937743872639094,1.05437807482918,1.35677161826204,1.13723706900419,1.32501051807835,1.16591075661091,0.261134195703917,1.45228676056243,1.03925768051998,0.379079211938843,1.26133856852263,0.919123557117461,-0.436958395207336,-1.82564326298969,-0.537397564155812,-0.784325980484397,0.296915402119568,-0.427628716624778,-1.23874124977794,-0.786247260118218,-1.58678202654599,-0.842830228102574,-1.3940341038341,0.116772262570317,-0.282539817797083,-0.838961675269716
Slc7a2,1.11181415989133,0.516913428200613,-0.737211692314786,1.34108449946798,1.27632382905395,0.298744387889734,0.614300699920085,0.393042079177912,0.0411941991234489,1.14656838674202,1.14536942928916,1.03664053313775,-0.223087139612449,0.47204311539042,1.81360722339333,0.375131624292117,0.0361037534601185,-0.84590566459993,-1.31285155445087,-0.0839132801892259,-0.32707571527929,-2.32367993817449,-0.974205534961608,-1.75641344951262,-0.884082269202579,-1.13202493748272,-0.176836412510893,-0.597968412879223,-0.243625347259248
Ackr2,0.950537856086715,0.99706966320745,0.712932904699416,1.03847300310808,0.322071784850283,0.765472171380844,0.265551828424239,0.351938826641938,0.197215956326791,-1.49823761863407,0.336837352974631,1.20371674274557,-0.908871125244686,0.208973741062967,0.214842041101146,0.844422007465189,1.38411863126304,1.43167097636373,-0.384513289730699,0.12028499573757,0.658566676049344,-1.23305128036213,-0.542301491414724,-2.52224991973358,-0.531404666063339,-1.19056895309414,-1.51854023266837,-0.90941251148367,-0.765546071059525
Amdhd1,1.32285793673602,1.3140525914307,0.66466139343404,1.03647096623588,1.19543121124393,0.707840595096944,1.07788176685862,0.795740265341442,0.418880551020479,0.0873840651764474,-0.479771993448444,-0.949057104072875,-1.00146283118403,-0.551102526884067,0.567743551978424,0.871519844509271,0.923944234196299,0.897382171100173,0.18566029593538,0.488622317772045,0.361796462132211,-0.719935734353851,-0.848686748821538,-1.33727829546596,-1.59764053096901,-1.95823938789564,-1.04884339261297,-1.3862002536322,-1.03965142085772
Apof,-0.292849859892017,-0.401865930345827,0.509502726483009,-0.48457568544987,0.535857237208233,-0.697996539061424,1.74850107451904,1.72226016246569,0.321384556119784,1.17541928234147,1.10046172950573,0.0307508636707538,0.369329549432746,1.89233627677042,-0.448296519423492,-0.483826305555,0.746570259981306,-0.610649193400498,-1.45998794200974,0.152041898514254,-0.846194931662161,-1.01008449782904,-2.05838023335244,-1.62488705925328,0.521840621418494,0.850874991393393,0.0888371490124033,-0.707064440417897,-0.639309241184012
C8b,-0.3647659766579,0.241596027661025,0.462566022132313,0.956267628941494,0.917020179340663,0.650319942128438,0.705006778317676,0.470220024770669,1.26902193747959,0.551026880273054,0.146711338811509,0.374538248083656,0.917299279912581,0.295069353116677,0.676175192298471,-0.146869155323747,-0.607016889212174,-0.337843466652919,-0.0654910425353692,-0.229258406848359,0.0950604928630807,-1.80284797288234,-0.408651548744108,-2.76809623409515,-1.62340416237311,-2.3696661400547,0.651388111613395,0.609609938588702,0.735013619046904
