genename advanced1 advanced2 advanced3 advanced4 regular1 regular2 regular3 regular4
1700016C15Rik 2.5228543839174 2.64204803011942 2.49932565501193 2.5395985931053 2.41780546829704 2.58188333861506 2.53800851372557 2.52269109423572
1700016D06Rik 2.09601676651947 2.04349027969235 1.91681950757724 2.15584292279244 2.1671238798578 2.11850362086867 2.15134988760115 2.12952793034664
1700016H13Rik 2.63329532168299 2.37682159645803 2.45264988913152 2.33555487123088 2.51067069910659 2.27843790591881 2.76450343386516 2.3724383520772
1700016K19Rik 2.60140973780972 2.87590018718562 2.61214879984701 2.89144997382652 3.09236362855947 2.67760898388378 2.93473296245092 2.90937412873015
1700017B05Rik 5.48561365958351 5.72994677012752 5.70051693994504 5.62265109925303 5.80947528234663 5.7910002513626 5.74016228620098 6.20782285877767
1700017D01Rik 1.78441410149398 1.92074892634999 1.87133930393063 1.79863281351672 1.93446738405389 1.8046379116879 2.03990663179335 1.81335615836634
1700017G19Rik 2.12652495686825 1.77700827417406 1.91926089980821 1.99249350680322 2.05999673444603 2.1695678353447 1.91420013635954 2.17569881776062
1700017N19Rik 2.08940394190695 2.09501195324637 2.22334433660374 2.26821036557796 2.1598372673655 2.31768718892251 2.14279395429833 2.19294932725601
1700018A04Rik 2.22191016824919 1.99489944157199 1.82505489841525 1.94066067963455 1.98060153706019 1.94345361677397 1.85479244579276 1.80154836143656
1700018B08Rik 3.27620928017043 3.31315880825763 3.29085820938577 3.58947063890795 3.31566906127393 3.28947650353646 3.74073488999709 3.59810092890117
1700018B24Rik 2.2364181889719 2.0857758767085 2.04813816909292 2.2174055933819 2.25653161680716 2.2559052420262 2.26078246567093 2.15000482107721
1700018F24Rik 2.61400992453332 2.37453128127054 2.49976922459933 2.14592676079281 2.38581252815962 2.16887205995614 2.37763940515697 2.2430337929293
1700019A02Rik 2.88595039040105 2.62110315927052 2.70034002238671 2.49427632144892 2.85883238607514 2.87677881019482 2.53048104946976 2.56426619060591
1700019D03Rik 1.76972745965464 1.80334017104722 1.8870540786014 1.69559547265845 1.6369838025318 1.77822960289151 2.03674734033191 1.8542876060321
1700019M22Rik 2.12307178879712 2.07642659424432 2.02153071171834 2.05336305054479 2.2441614656313 1.90444141932152 2.03275638635308 2.1386674586015
1700019N19Rik 2.13401205783686 2.21429479963864 2.30866809454799 2.27546231767629 2.40320939244236 2.19014705208763 2.48760741477104 2.17802634441531
1700020A23Rik 2.35765616722323 2.3349378392176 2.23181268610777 2.28344049934265 2.26106339979453 2.44866005964548 2.44295910389461 2.55886405822636
1700020D05Rik 2.9799879685226 2.50779062968362 2.73675811255631 2.68729780329428 2.69799140925954 2.69655731948031 2.62365145121368 2.68347928274627
1700020L24Rik 3.45971920286912 3.15289328132361 3.44833327511358 3.52829996648394 3.43475334165321 3.46371595517829 3.72261476189986 3.80897709617454
1700020N01Rik 2.32185730355019 2.26184379624729 2.32632604416326 2.22303742633781 2.33431875584913 2.29569331341149 2.31228088555896 2.47843401818448
1700021F05Rik 8.11648643058274 8.13921226517798 7.72485223736444 7.99366044050453 8.20002946813257 8.07808108228401 8.09940275207047 8.08239356375383
1700021F07Rik 3.65143963073344 3.6728707719101 3.49151278626002 3.81966879169208 3.7022643959101 3.55085549196427 3.916301672722 3.766755109217
1700022A21Rik 3.71707392548231 3.49847864290705 3.247336121425 3.65875935412353 3.70932354166516 3.37420102677248 4.0424918581126 3.6121763838488
1700022I11Rik 2.23552177626893 2.19225513490579 2.08108857647206 2.0238019379998 2.17892300014002 2.05952640901029 2.04180487996847 2.1957641408175
1700023F06Rik 3.09790943374394 2.90706525397724 2.87161023602544 3.14714841549373 3.12715730466887 3.12314859539178 3.1901828394566 2.94224897098001
1700024G13Rik 2.25323973540405 2.28861942586029 2.03256587560201 2.48574947539355 2.3078252535409 2.10003284379213 2.45596364971796 2.44644126072177
1700024P04Rik 2.66046834827998 2.69222928767231 2.76661779841623 2.6055736163556 2.55241498766915 2.50147446777888 2.71010434287049 2.6379415878576
1700025F22Rik 1.78950885295663 1.82311747359874 1.88744443459248 1.9167591936037 1.90208581990163 2.15190250099518 1.90814942412856 1.90516330122022
1700025G04Rik 5.71508626241707 6.25712650124661 6.01160508720713 5.96464620239541 5.52863251229873 5.5377728298756 5.70272177938388 5.36274261583813
1700028I16Rik 3.84246246680921 3.88360035465722 3.63405388374147 3.74193888830562 3.6703714041571 3.67149961888942 3.86484483067518 3.90240171159989
1700028J19Rik 3.37020065285476 3.68225128692862 3.43634725796988 3.70663573546195 3.35688685367622 3.22432595368316 3.46644028589052 3.57020866360669
1700028K03Rik 2.28461178744055 2.00895734487823 1.96701104261431 2.12566184090879 2.11827808748798 2.06034362497105 2.33114851591889 2.05381984213072
1700028P14Rik 2.18193742008023 2.16737844287638 2.04198737470328 2.08798808898665 2.16429661352249 2.03816404217142 2.15087531443082 2.1974925162753
1700029F12Rik 3.11977097841356 3.11040920030341 2.90056546448207 3.12918019309085 3.03522170130019 3.1758652800884 3.09341073461046 3.17135185109808
1700029H14Rik 3.20151867164159 3.05020161414999 2.77163822701372 2.86731076933305 3.11159780998086 3.04157829886843 2.94697175798488 2.75218792990885
1700029I15Rik 4.09654951686872 4.11987899516433 3.85678457629856 3.74909330667095 3.97823761359671 3.91345172131265 4.32523755614607 4.27776925181022
1700029J07Rik 3.06784056582715 2.75456224716036 2.57376866677967 2.69532134764077 2.80399072584 2.85005531420286 2.74871435117902 2.80363151837723
1700029M20Rik 2.02093008869797 1.94602611398727 1.91017875999764 1.89381497537871 1.8825064881291 2.30443278520202 2.00121459438431 1.95816427792592
1700029P11Rik 1.99157801109198 1.86404439758535 2.15665318228539 2.23580805868943 2.23191983864473 2.20080765001299 2.43238608717585 2.53532306471593
1700030C12Rik 2.08433152928804 2.15132640825563 1.94137852745639 2.11875361872333 2.1125329508903 2.29095702778993 2.16621534085183 2.19847876724706
1700030F18Rik 2.17799299150452 2.0664873439984 2.01105555820439 2.0871561543917 2.30245376638672 2.36330143591113 2.27825899808206 2.1556598357587
1700030J22Rik 2.89780266662551 3.01775547524103 2.95840514399842 2.80777521553585 2.816034534269 2.79427046418688 2.77093529521957 2.85690474140092
1700030K09Rik 3.6167343808563 3.93010868274701 4.00653889690595 3.608200579811 3.83764662165466 3.79094089078985 3.58933387200714 3.72572828234319
1700031F05Rik 3.92082882520623 3.51819535354793 3.90424559592668 3.85765878866237 3.85583587936247 3.80723576250627 3.86477681421356 4.36346635407111
1700031M16Rik 2.56386088446063 2.44209122078722 2.53529960776365 2.37463569032931 2.61666445345163 2.64419382798696 2.47868604517356 2.65939819951452
1700034E13Rik 2.13984511307605 2.2570784939676 2.03966014614264 2.10303374448695 2.2974962142732 2.14067564821385 2.30347182920279 2.13584533869955
1700034H15Rik 3.41775056233817 3.22253250687446 3.46761591772681 3.60197410358661 3.41047302733131 3.5772116664181 3.32780472094933 3.48679931353943
1700034I23Rik 1.82111087002268 2.03477921671724 1.88037438136417 2.04482712558327 2.18919111038652 2.2538547994202 2.27386508657695 2.03144202115268
1700034J05Rik 2.31940639007171 2.14211147627276 2.14604007346913 2.03324257904381 2.14225008125564 2.07401051450635 2.11903609051333 2.1536779658769
1700036A12Rik 3.34382283870256 3.16571595624331 3.25627741648494 3.16906374647055 3.22963927437552 3.44620782598341 3.2179962503221 3.10311446268843
1700037C18Rik 2.99746916312406 2.89069827371423 2.74747329789675 2.7636388666991 2.78682444320921 2.75259600577386 2.88798210066898 2.83816653191685
1700037H04Rik 5.7330211244495 5.90991565690704 5.54370580982237 5.72348270751173 5.3073969614118 5.3985127338514 5.53059356286376 5.38286468152426
1700041B01Rik 2.37850745816638 2.35645661375188 2.19939821642111 2.70922640878314 2.25840559635984 2.72453700426622 2.58531179906797 2.32349983789093
1700048O20Rik 2.78723701000362 2.51776179440639 2.82961736958649 2.6062350053865 3.00103104902707 2.64804828380989 2.96691146584435 3.41462035749461
1700049J03Rik 2.5891291861772 2.64621995062365 2.43106023608708 2.69273443352769 2.84962054613061 2.71665685616634 2.6432231106399 2.8685687246937
1700049L16Rik 2.90539009427071 2.58485015024183 2.73380944583783 2.7405614311602 2.68301764199436 2.79535935290345 2.72509829356774 2.7536428393468
1700052K11Rik 4.75313114509428 4.90412259334532 4.56836554377712 4.92617959489416 4.93218986607592 4.79935131125469 4.90843462350471 4.32596459152611
1700055D18Rik 3.53006930676905 3.12478462847221 3.251013648618 3.22323072185605 3.43926668815515 3.10198436887304 3.35989582872243 3.54165447463943
1700056E22Rik 4.63573050942875 4.12647735878916 3.9905757167519 4.65636279376135 4.02965862205382 3.93202730330282 4.04710268407927 4.06939909151274
1700057G04Rik 2.16251595824393 2.21138398041065 1.96956920278399 2.1810258235351 2.03137308928774 2.08042019062007 2.16220980504979 2.06550446918898
1700061G19Rik 2.24655252359428 2.31563306536755 2.16769863742028 2.09054633878468 2.29064020897634 2.24601732786592 2.11820992106005 2.18554376457224
1700061I17Rik 2.91800927911004 2.87526778796155 2.59410436979739 2.63777632392769 2.5814122950937 2.33579640557282 2.71602560362577 2.93067126754067
1700063H04Rik 2.4417481750919 2.52015600680494 2.47577464336503 2.44009300872504 2.43277413069554 2.40793504687993 2.77690761460196 2.2996998241187
1700065D16Rik 2.05311996163798 1.96168527800299 1.908473677269 2.09773210205935 2.16010667328577 2.17462951005581 2.32106227930977 1.88957980009332
1700066B19Rik 2.16031667580677 2.37723833355169 2.18389353079961 2.12357369023335 2.61455642021531 2.42524745220855 2.59275840787149 2.29100169819348
1700066M21Rik 5.35498087859038 5.44522123936974 5.55577389244774 5.31014044126508 5.18269381264622 5.55426475535355 5.44022007962698 5.37416129568481
1700067K01Rik 2.55910688316074 2.34090839452637 2.47203420188909 2.43644145621239 2.51570482474071 2.42394247261856 2.33436631925786 2.41993871742646
1700067P10Rik 1.93928967625901 1.89059049878507 1.96498924495386 2.08011090940081 2.00426119707107 2.06781469584477 2.02696680051716 1.97423741233784
1700069L16Rik 3.04853744883078 3.36408892124103 3.28819120955646 2.88267024083343 2.93010337436554 3.08293165027775 3.10198311588281 3.29399058865739
1700071K01Rik 3.74865340840604 3.77684998356584 3.70793676194753 4.00085326949425 3.71107117246701 3.57251158821967 3.80586072676117 3.71385049805411
1700073E17Rik 3.00818089453175 2.78033413301244 2.84294474626363 2.80863252046712 2.98878689910869 2.87028779960424 2.98179016563967 3.04878030159389
1700074P13Rik 1.94728118456503 1.94651805401828 1.96918913374476 1.83758487052433 1.87683483561639 1.98324314815661 1.97352576989142 2.03425798913994
1700080E11Rik 2.24209291043381 2.32131153770276 2.26145704216394 2.61243481791654 2.43252395202258 2.61071307528448 2.50658141455776 2.39989215521317
1700080G18Rik 3.58746452728135 3.33195463121124 3.27891696049622 3.59597405417304 3.47757453658374 3.54450831702888 3.93656156589478 3.41150876437428
1700080O16Rik 2.27333927494761 2.09978582285857 2.35774646429679 2.20821985890366 2.37976805498531 2.22353084108994 2.17237439458367 2.22748139186214
1700084E18Rik 2.87006359541673 3.13086830932457 2.73116621689566 2.82818657254745 2.81407314724957 2.52255521047015 2.63229173444831 3.12517119613731
1700084J12Rik 3.82457904687007 3.90328799641523 3.65298583966716 3.84614911100146 3.81263500515825 3.49483521769875 3.62229107488278 3.44418822349209
1700086D15Rik 1.93344324109487 1.98100379788279 1.94685360894568 1.91638983887279 1.8949726638397 2.00764519160644 1.98608936217869 1.95224574610792
1700086L19Rik 2.48958157657903 2.69163605499598 2.579496129042 2.48626428050102 2.65028048046758 2.47573601891878 2.68921190262908 2.65058431798205
1700086O06Rik 4.7276322451139 4.92639039857828 4.61756170228803 4.86351450906705 4.97444934664342 5.00959676181464 4.78258462397953 4.71994974699998
1700088E04Rik 4.81818469763417 4.7090373869886 4.61161551971824 4.74706773273729 4.78530451170622 4.72183392885212 4.53390981646359 4.72496774157972
1700093K21Rik 2.39035445905384 2.29808755380301 2.26485634763593 2.25252408526339 2.06124826760991 2.30548037931762 2.32403924818633 2.25080004734275
1700094D03Rik 4.17269987107449 4.30707817658123 4.56068082383594 4.30762637036888 4.27332949209101 4.56340944536385 4.33994226746608 4.94404692420498
1700101G07Rik 2.30813686289582 2.22899335759929 2.18199091146197 2.38744497487952 2.16892279667081 2.41123483266804 2.53084601525248 2.27655035220786
1700102P08Rik 2.93333515619592 2.97307420237228 3.06609524374188 2.69633086299345 2.80873182738647 2.86305423445954 3.01868809541948 2.77516186171582
1700109H08Rik 3.1979465358429 2.9937582083845 3.21288983181999 2.89933266356936 3.06793603731888 3.19353196698721 3.35612961528776 3.67122046862185
1700113H08Rik 2.00310552041815 2.05810751600883 1.87527262974773 1.86338934548406 2.21242091624049 2.19840565684413 2.51300713273152 2.14148505485813
1700116B05Rik 2.37444183772642 2.39373842121438 2.13412592020971 2.40987922532146 2.52914427744431 2.49989831081805 2.49490132029771 2.39331060517007
1700120K04Rik 2.78547240717533 2.64330221235242 2.74897077672956 2.65684470608363 2.90939294520754 2.63905690586155 2.68187349181583 2.6744538871543
1700122O11Rik 2.76292842428754 2.86655434463002 2.76833992080884 2.910837457794 2.84694954731588 2.98892771928559 2.87157651981709 3.06291570887686
1700123K08Rik 2.46515561301928 2.46561438158647 2.36544331496071 2.45014789345498 2.46307166860693 2.39194291519467 2.66726177352248 2.31801190907881
1700123L14Rik 2.25870746001883 2.51572694805353 2.25218413234395 2.48690302290621 2.61039099465225 2.65029446145989 2.40835772934298 2.42230455362446
1700123O20Rik 5.99072886889964 5.7875117130654 5.80064537854109 5.70342890751842 5.83863521165833 5.85295450650614 5.78008023398753 5.70990271077891
1700125H20Rik 2.60227188030052 2.4470131478985 2.47382856280472 2.52475216002288 2.4714430969461 2.5767174619248 2.48650626023738 2.55921228605858
1700128E19Rik 1.9773696869865 1.91493117378959 1.92565618266162 2.10452973760799 2.03279761367695 1.98371796712111 2.09916156290204 2.02708501330329
1700128F08Rik 2.08540977560853 2.0331633097648 2.09328189240617 2.13438011487075 2.08568768654935 2.37835183553801 2.1846943479252 2.10380239745359
