"","FPKM.L_32ko1","FPKM.L_32ko4","FPKM.L_32ko5","FPKM.L_32wt1","FPKM.L_32wt4","FPKM.L_32wt5","FPKM.L_48ko1","FPKM.L_48ko2","FPKM.L_48ko3","FPKM.L_48wt1","FPKM.L_48wt3","FPKM.L_48wt4"
"Zbtb26",1.69093873714016,1.55641853798962,0.936131592968381,0.773669167767815,0.972712106418122,1.12141338060406,1.50056602524776,1.18090855096744,1.11257717390278,1.09925479636621,1.37447624587069,1.2300077220387
"Zbtb3",0.206473773010634,0.260638602493583,0.172767743674367,0.184934203520352,0.209106568756876,0.0653203909057572,0.275524081774844,0.117437407774111,0.197432921892189,0.273601144847818,0.184820477447745,0.121444579391272
"Zbtb32",0.172186014101058,0.172233473560517,0.190569332549941,0.0186123619271445,0.0429312079905993,0.187597957696827,0.0193211586368978,0,0.150737433607521,0.0595296380728555,0.278365205640423,0.131598890716804
"Zbtb33",4.3644756519087,3.63129995336482,4.01685341361669,2.65411165072806,3.08333766961826,3.34247740830382,3.30048245080677,3.40757579083038,2.97045007969303,3.10153780263676,3.63918805509642,3.41905090515545
"Zbtb37",0.798263221687639,1.25960884529978,0.926961889341229,0.469857346410067,1.09820668948927,0.885507559215396,0.902670272020725,0.683442662842339,0.638151258327165,0.49942995003701,0.749687213175426,0.670567672094745
"Zbtb38",17.2793596267638,13.6587796103778,12.2101714346837,9.97349068730087,14.3842390241238,13.8578331160674,11.4095989649522,8.80920102230314,9.78853730814748,12.0758445962676,13.9544098361402,11.9025332790168
"Zbtb39",12.4518800733427,9.8235923145275,11.4767730190409,12.9258142722144,16.5972576163611,15.7808267404795,10.0487713504937,8.45442655359662,9.58880144146685,8.85105865303244,9.93663529830748,9.54732006911143
"Zbtb4",15.8850358308322,19.8512028813097,19.7409636125512,10.3490060736698,14.9663465047749,14.3806883001364,15.809958952251,12.3349570641201,12.9190861282401,11.8841350723056,13.9728678308322,16.3897489167804
"Zbtb40",3.42409565139665,2.74991745251397,3.94326880297952,2.74045811024209,4.44471022569832,4.34497753743017,3.56750894003724,3.07501861527002,3.78692685214153,4.75286885884544,3.59871545698324,3.19490429571695
"Zbtb41",5.74635033049678,4.01119121343146,4.67488142387305,4.00535024034039,4.78987954070837,4.55729052460902,4.11235112235511,4.32021776356946,4.13254584935603,4.37774504530819,4.42552022884085,4.8389567601196
"Zbtb42",2.36954790984285,3.49314242597188,4.88884999917287,2.82282049545079,2.52350288999173,1.88760176261373,3.35556972373863,3.4125846120761,3.00616489081886,3.15460420843672,2.44661092224979,3.17971680314309
"Zbtb43",13.4963876193548,15.5728654967742,14.0610980021505,11.3092441827957,16.7750299010753,15.459303744086,12.0169208795699,10.8555964473118,11.4046236688172,13.8076063849462,14.5710338967742,14.2263067182796
"Zbtb44",32.6410573370302,25.9682127874307,27.5030902969809,18.3762770277264,28.8264842809612,26.7406951090573,23.2401617116451,20.5628326531115,19.0016809821319,23.4792063031423,25.349919271719,26.4562376056685
"Zbtb45",2.13732245047053,1.99990276646855,2.01944181154037,0.980520882367509,2.07772651312531,2.68335148959881,0.929323926944032,1.34637905497771,2.06507880089153,1.01792374640911,2.78350922659733,0.971023400445765
"Zbtb46",2.34090909182644,2.7812174086781,2.59191798587286,1.3206673925328,2.93209919071645,2.43848351765893,1.62179421594349,1.54100541876892,2.06281081735621,2.02600291422805,2.16551923309788,2.39480883148335
"Zbtb48",2.85568779413947,3.24914811053412,3.01673110237389,1.90403628672107,2.28412234384273,2.06037898775964,2.76405490949555,2.62063296476261,2.56923378672107,2.46797701446588,2.10355556973294,2.36779119436202
"Zbtb49",0.740690884781048,0.952594824120603,0.93919970028715,0.587019449030869,0.673227609475951,0.605648684493898,0.696430789662599,0.847365183058148,0.55895898241206,0.757430211773152,0.494997964824121,0.809297164393396
"Zbtb5",8.10286909530583,6.79490348790896,6.44980340825036,6.97136549075391,8.4702287083926,6.94510740540541,7.80194172688478,7.69225523186344,6.54673968705548,6.16209940256046,8.63517129445235,9.0987033485064
"Zbtb6",17.7777899667129,15.7786137253814,15.3350968543689,9.64462059361997,13.4152819889043,13.3819162718447,16.1845727850208,15.1060173453537,12.7855958862691,13.437748260749,16.7754870457698,17.3802050346741
"Zbtb7a",15.873159868221,18.7782498428789,21.1483894880892,15.6181909173847,16.9277360314242,14.4752411860112,14.4869427825646,13.4692984135834,15.9487274353776,12.5637291789154,12.9218206588951,14.1003390015205
"Zbtb7b",24.1229369264423,24.08023798125,25.2155740788462,23.2134163096154,19.9685641139423,20.8138217336538,22.4317592221154,21.5023396889423,21.2060782052885,21.5601988586538,19.3166846033654,23.1800894091346
"Zbtb7c",0.113044492753623,0.168060929765886,0.423412285395764,0.237088071348941,0.179279096989967,0.248514816053512,0.0889305351170569,0.0248882452619844,0.0290943076923077,0.48766465328874,0.329627447045708,0.200599016722408
"Zbtb8a",0.354488179245283,0.412986005503145,0.633379886792453,0.297148856918239,0.352176625,0.35695866745283,0.225074642295598,0.258753839622642,0.135294093553459,0.431805656446541,0.465141275943396,0.273211376572327
"Zbtb8b",0.116635588039867,0.0925248490217793,0.152766366925065,0.112816005906238,0,0.0262225559246955,0.126817491325212,0.0247227877445552,0.0289016375046143,0,0,0.048965888519749
"Zbtb9",1.30977400541859,1.55187974532647,1.8385841295042,1.26662610403685,1.45614958493633,1.1026400758602,1.2206204958006,1.29754459008399,1.00613850067732,1.4982075421295,1.26038987212138,1.56330151503658
"Zc2hc1a",0.215888929827392,0.57474236199387,0.610729974189385,0.151832576867237,0.231918554605582,0.23615560671076,0.225014434586224,0.202145330859816,0.181388289078884,0.290285359251492,0.19394045104049,0.365743943539281
"Zc2hc1b",0,0,0.00106064114552893,0,0,0,0,0,0,0,0,0
"Zc2hc1c",0.393129806259314,0.316728738201689,0.356543544957774,0.200916676602086,0.0927956885245902,0.176683963238947,0.179957594634873,0.237223601092896,0,0.133457326875311,0.465888714356682,0.137904172876304
"Zc3h10",1.12838991515152,1.45929711515152,1.29480819393939,1.0826879030303,1.61796266666667,1.23691486060606,1.28926909090909,1.18567374545455,0.824230884848485,1.26190259393939,1.06680615757576,1.27175549090909
"Zc3h11a",24.6514319308511,23.2075609308511,26.0337836808511,19.2313269255319,25.6593140132979,26.3265166090425,23.7556327021277,19.6161232260638,24.5759248882979,21.5794224335106,22.4794020957447,24.4349082180851
"Zc3h12a",0.941639332832457,1.90159556123216,3.6977326701728,0.656301827197596,0.777004688204358,0.859397030803907,1.55703599098422,0.982030350112697,1.40393631254696,1.1528644417731,0.859655062359129,0.939669691960932
"Zc3h12c",2.92030811857708,2.70445083794466,3.31223051383399,2.45569243873518,2.90416425296443,2.63192504940711,1.92471237747036,2.43071411264822,2.26443642687747,2.17346465810277,2.02674500395257,2.19573398418972
"Zc3h12d",0.287504995609221,1.9117617557629,2.04687626015368,0.0763265847054519,0.211337773508965,0.143593135199415,0.638924524881083,0.329564568605928,0.546194396084888,0.291395198865715,0.177688629527991,0.294849856019027
"Zc3h13",27.8161065206287,27.9350323261297,32.6644714859201,15.3166978631303,20.9925704643091,18.578070113294,22.2464937917485,18.8127390026195,17.8564813438114,20.8841427688278,20.6728896175508,22.870400611002
"Zc3h14",14.8021011444241,14.7600332053626,14.4250723954906,9.85069920658135,12.7005489378428,12.7317178348568,12.664208789153,11.9361156672761,11.8832596837294,11.0773150603291,12.9244494546009,12.6142246264473
"Zc3h15",34.9896708484349,33.1697519275124,41.5477860741351,24.6150026902801,22.224937169687,22.9129354678748,27.0051964415156,24.9838448682043,25.105827583196,26.284396523888,23.6727462421746,23.1011526260297
"Zc3h18",19.5516322279309,20.9246264362447,21.0712059318076,16.5797764595983,16.6057587575899,14.6170933675852,18.0852484820178,15.2807663708547,16.2222990658571,16.7437745913125,16.2058314339094,17.094254320411
"Zc3h3",11.3896458493151,11.5356185136986,14.4343071369863,8.91186830136986,10.2360784931507,11.5720341780822,10.6756450273973,9.64521123287671,9.60123951369863,10.4057478493151,10.7071614246575,10.7653789726027
"Zc3h6",0.817689797168897,1.13750042272639,0.83070298700795,0.573486785340314,1.6991395788249,1.25398834516192,1.32568322668218,0.660349440372309,0.512877634283498,0.793647657940663,1.25518694202055,0.64693878301338
"Zc3h7a",28.1868801052632,22.7309104105263,25.5452022736842,16.5886451684211,18.4546334736842,20.4436020526316,20.8539978315789,20.8371131684211,20.3528387263158,21.6125247578947,20.8802255789474,19.3406300315789
"Zc3h7b",25.5070703447099,37.4800230955631,38.1500806962457,27.3259518020478,34.8500407167235,29.7242479146758,20.3552689590444,22.8950530102389,20.1201812116041,23.7802869453925,25.1806773890785,29.2333619385665
"Zc3h8",0.731200038656408,0.604541850253331,0.630631801463689,0.642310815537624,0.688701356352036,0.659334759429536,0.635553790392194,0.471299423531619,0.470036045224245,0.694376099831113,0.527129340213924,0.511549298179771
"Zc3hav1",9.02785743025096,10.9147900153742,12.0639945959756,10.6173887248474,7.37419245715578,8.11147375943929,9.83546316979426,10.1100166054714,9.14838392719873,9.14979155867059,8.76191748225187,9.24754069364685
"Zc3hc1",2.50720600768919,3.4199352772157,3.25744769040874,2.30688126871712,2.59462137717523,2.43568219789559,2.9266189340348,3.4623798320518,2.41568583447997,2.40587778551194,2.81178760259004,3.12733130797248
"Zc4h2",1.45675075187594,1.98474769934967,1.69020329264632,0.772435099549775,0.910910352676338,1.23589680190095,1.45652797648824,1.62081839869935,1.20508418109055,1.43285809154577,1.04037177088544,1.75598950725363
"Zcchc10",0.72421056635912,0.604140746628815,0.585889606813343,0.280021990063875,0.403205371185238,0.262986515259049,0.56387914833215,0.671886819020582,0.687222103619588,0.869493518807665,0.434679613910575,0.412998251242016
"Zcchc11",57.8316343860497,45.8012437520718,43.8079314779006,41.2066665994475,56.8945134633978,54.104704676105,34.5951895959945,32.3678926926796,36.3434125959945,33.6048390310773,38.8828753881215,43.4257614509668
"Zcchc12",0.372486745426829,0.529255861280488,0.547756821646342,0.679973216463415,0.711409237804878,0.727947637195122,1.13349047256098,0.833561135670732,1.04053326219512,0.748417530487805,0.435800045731707,0.580378025914634
"Zcchc17",9.97945097530216,9.98300023226485,9.55146619863374,6.03402875880189,8.3145113473463,8.31294272727273,6.7641336416185,7.90018594429848,6.13056171203363,7.13099304466632,9.27198669364162,9.02493457488176
"Zcchc2",19.0503485216179,20.8281029637378,23.4329778675035,17.569353404463,19.8587253110181,18.6931751157601,22.6796978437936,20.8132422900976,18.0652633821478,23.7319953458856,17.8347521241283,19.827071125523
"Zcchc24",87.9350624340464,83.4397846221034,84.9470894099822,65.011690197861,79.1144335819964,71.3301940481283,89.9807235864528,66.6749826060606,74.5029790918004,74.3947456800357,70.8458400695187,89.0507700971479
"Zcchc4",1.63280940298507,2.05322291940298,1.32506294925373,0.983361056716418,0.934039053731343,1.71188772537313,1.34329777014925,0.961240074626866,1.16249538507463,1.41458164179104,1.49512570447761,1.6021258
"Zcchc7",8.10204668593131,5.43977676948481,6.85237064762219,2.85837260865258,6.37376330746367,6.91894962681638,5.14333853698811,4.93116000297226,5.47106956968296,6.35094249108322,6.61069696103038,5.88248397093791
"Zcchc8",5.84358517545076,6.22643842094313,6.109888129681,3.16094981830791,5.86050783217753,5.36155376837725,5.53092299445215,4.35841709778086,4.31653794382802,4.29584850832178,5.05468001733703,5.47788030027739
"Zcchc9",6.39755664673311,6.78278638316722,6.85030840310078,4.64700241860465,4.836001696567,6.12891736877076,5.6721006290144,5.27794155924695,4.73312714950166,5.33261919379845,5.95050308305648,6.13036296345515
"Zcrb1",3.79851039833737,3.96831555524766,4.21095693522688,2.81699806304122,3.69702240387946,2.59473244752338,2.76485026671285,2.93880410668514,2.56148344994804,3.05569208174576,3.02325064357465,3.08470241496363
"Zdhhc1",0.932379517735849,1.24906456981132,1.43573738,0.991789023396227,1.85091668528302,1.7960040045283,0.708198936603774,0.817428982264151,0.458732871320755,1.24266905358491,1.30089367245283,1.29758245245283
"Zdhhc11",0,0,0,0,0,0,0,0,0,0,0,0.00656175049244911
"Zdhhc12",4.06105321074627,4.19061373253731,4.88453757492537,3.76907732776119,4.18435799641791,4.60365576,4.58590136597015,3.46796066149254,3.0388422161194,4.35470372059701,4.16695527402985,3.5678615319403
"Zdhhc13",1.3090496340179,1.64588745918905,2.41122309636651,1.1306777461822,1.62253377830437,1.09358130331754,1.10371456819379,0.964227201158504,1.15770266719326,0.995572898894155,1.30744061084781,1.3462473354397
"Zdhhc14",1.59749926160946,2.22713373867897,2.70499179002019,1.34622155062013,1.55961650995097,1.15113695183155,1.62628578598212,1.90734217825209,1.82135466397462,1.43264226016729,1.3417760588405,1.29083631266224
"Zdhhc15",20.6530275408072,20.4365904538117,17.1137491156951,14.3840495820628,20.199779135426,18.1281126995516,17.0274334529148,16.7571108304933,15.5312090798206,13.8009590995516,18.1395814493274,15.3334313434978
"Zdhhc16",4.60589805544355,5.78803155846774,5.88705752419355,5.4518452046371,6.12557605342742,5.60536612802419,6.11066654032258,5.5133902983871,5.00963099395161,5.8615878266129,5.58413925604839,5.11766602318548
"Zdhhc17",14.710205125641,12.2757460769231,12.1916862602564,6.28942758397436,11.2804232166667,11.0280235403846,10.1536178634615,9.41595420128205,9.1044432,9.48427801730769,9.67499027628205,10.4128371519231
"Zdhhc18",5.81747858880779,7.0422600162206,8.09387802108678,4.12383844282238,5.41392850770479,5.83417380373074,6.05556593673966,5.80524517437145,6.84935806974858,5.4448000405515,4.68539557988646,6.28159825628548
"Zdhhc19",0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc2",4.33348392430279,8.26636924302789,7.75991731075697,3.11969617529881,1.07033434262948,3.80574013944223,7.31754780876494,6.98717507968128,4.51756175298805,3.31753035856574,2.70378900398406,3.38031549800797
"Zdhhc20",3.5027933641791,4.67836010261194,4.73578572089552,3.16132694664179,3.70677076455224,3.61850198507463,3.77559605149254,2.8065866608209,2.89054088395522,2.51999850895522,3.37135776380597,3.29890595373134
"Zdhhc21",6.50352739010112,10.5184296333156,11.2736562623736,5.19143487440128,6.60985856412986,5.35965172166046,7.5715903411389,6.51710754976051,5.1500190777009,5.65106977009047,6.58127195902076,6.18181783608302
"Zdhhc22",0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc23",2.00027044063792,0.630003789722386,1.27348834967513,2.88399478322504,1.95737361842882,2.12814820555227,1.21779572356763,0.855481346721796,0.965258773774365,2.70847465091553,2.74282960897815,3.43688566095688
"Zdhhc24",0.659086163478261,1.34089189565217,1.18745355130435,0.647776570434783,0.785562824347826,0.731365982608696,1.02729554086957,1.29472946086957,1.08412783304348,0.89054784,0.995148146086957,0.882173217391304
"Zdhhc25",0,0,0,0,0,0,0,0,0,0,0,0
"Zdhhc3",2.77705220394737,3.92788379385965,4.67481480263158,2.8060401754386,4.2025704495614,2.83847842105263,2.52498326754386,2.98788688596491,2.76813972587719,2.49119531798246,2.93992627192982,3.20422912280702
"Zdhhc4",3.69669757575758,2.74263555595323,2.64883096874254,3.06000172870437,3.58608808637557,3.03162633142448,2.57349533404915,2.92172354688618,2.88046336315915,2.63197935218325,3.19986580410403,2.53488649129086
"Zdhhc5",16.4396712711334,17.5688163556669,17.5581592861616,15.3171280150282,15.5298775579211,14.2606911458986,13.7718730745147,13.6094511458986,13.4342081778334,14.190824032561,14.7320346775204,15.084565435191
"Zdhhc6",46.1699885181467,38.1826888872587,35.1761771629344,35.1748350200772,32.5495324942085,33.4824102888031,33.9122340779923,33.0242578540541,29.44173323861,29.1748905722008,33.3087370030888,35.1730822540541
"Zdhhc7",3.51035577769171,5.48771155034857,5.92325307281177,4.49241757358637,5.13174642137878,4.68392530325329,5.23620537025562,4.10175259759876,5.45859127807901,5.27845175174283,5.09377689000775,4.92120655422153
"Zdhhc8",1.21539666696508,2.92275761145927,3.10253693285586,1.90035688182632,1.49940385854969,1.66398407162041,1.80119437063563,1.74567094270367,1.35378312354521,2.17907288003581,1.47875895881826,1.47691287645479
"Zdhhc9",13.9016654264973,18.2643406987296,18.8830647005445,15.9175048094374,11.8144905626134,14.1804621597096,15.2756336660617,15.1200747731397,14.682272277677,14.9793583938294,13.0078514065336,13.8935778584392
"Zeb1",16.545360465718,16.5992290504528,22.620361694696,11.1863481914618,12.8987506752911,13.9374423208279,13.8881266623545,11.1206611617076,11.8662540491591,12.7920674851229,11.9483355782665,13.5291657619664
"Zeb2",8.08487507470747,9.65229524392439,10.1396595067507,5.1793662070207,7.29645148514852,7.53416169936994,8.61218263906391,6.45538308550855,7.82247272727273,6.44303127272727,6.62018501530153,7.72351703330333
"Zer1",3.01424591302404,4.93918837730576,3.86814025925098,3.93987593594187,3.79914079720514,3.09425535930688,4.06465903700391,3.71921756042482,4.17156256836221,3.6946628451649,3.63971318937954,3.58298124583566
