NAME	W4_WT3	W4_WT2	W4_WT1	W4_KO3	W4_KO2	W4_KO1
ACADSB	10.87941402	11.0547921	11.15753623	11.20225709	11.00286808	11.15516156
ACADVL	13.13834212	13.23697281	13.21527732	13.38864538	13.2450707	13.19229527
ACAN	0	0	0	1.416398383	2.21559676	0
ACAP1	5.996856213	5.634210691	6.200898419	5.44507029	5.77504695	5.458368005
ACAP2	9.941710442	9.982160844	9.811143671	9.996763819	10.29845818	10.00837303
ACAP3	8.764677661	8.762769069	8.906627392	9.092726352	9.377759801	9.104684313
ACAT1	13.02971609	12.94786489	13.31246491	13.6521438	13.07634851	13.35402735
ACAT2	6.604646591	6.549957419	7.656469368	7.017110322	6.68723741	6.47891678
ACBD3	10.03249529	9.962189272	9.921408433	9.825541638	10.01822293	10.00520186
ACBD4	8.788028887	9.169253736	9.216268228	9.374313057	9.600689187	9.49891634
ACBD5	10.82320273	10.83172671	11.00118367	11.25099296	11.21791175	11.16585148
ACBD6	9.189780576	9.08557206	8.917493105	8.481277283	8.563120864	8.668638591
ACCS	7.019735538	6.854427902	7.117577985	6.818074428	7.066443178	7.046187316
ACCSL	1.598252835	1.730082539	1.143638206	0.875458979	0	1.091344821
ACD	8.372976286	8.511129876	8.473084013	8.354581463	8.517215984	8.35658271
ACE	5.478872477	5.852447496	5.07266839	6.509947536	6.057564153	6.634783879
ACE2	4.188717043	4.106203894	4.258565855	3.224336149	3.57703111	3.97264055
ACE3	0	0	0	0	1.496906242	0
ACER2	10.18226396	10.39725495	10.09416412	10.12306069	9.713024549	9.870534385
ACHE	5.228809261	5.376974111	5.476948488	5.031857554	5.423392275	5.029466898
ACIN1	11.13036424	11.31443516	10.92066436	11.06455927	11.2046052	11.20438385
ACKR2	7.787983579	7.818865855	7.630289692	7.717556509	8.075742893	8.10730248
ACKR3	5.478872477	5.29418775	6.176983238	6.046537961	5.154817985	6.683209467
ACLY	10.68610172	10.59177939	11.16135021	11.75253423	11.68163708	11.78082163
ACMSD	7.053162074	8.148380448	6.593064075	6.587116642	6.844210079	7.917936252
ACNAT2	7.761264547	5.416651408	8.054485426	6.428416261	6.712526874	5.665390697
ACO1	12.31076875	12.04221784	12.22912185	12.63342931	12.7365833	12.36642
ACO2	12.37496185	12.62851902	12.02363939	12.34188723	12.21926394	12.15770424
ACOT1	8.008496785	7.82625056	8.360805754	7.647223867	7.905268107	7.442951945
ACOT11	3.477524607	3.780947712	3.04548649	2.94049251	2.21559676	2.134936143
ACOT12	11.98278093	11.27247719	11.87780756	12.23529667	12.45806072	12.47814032
ACOT13	7.846351335	8.361600461	8.192092238	8.999352023	8.197168057	9.142699543
ACOT2	11.46748266	11.15496348	11.46891177	11.6476094	11.04516227	11.14006132
ACOT3	10.10068916	9.604572698	10.01037056	9.667213887	10.04832989	10.17002353
ACOT4	10.98998591	10.50010367	11.0798658	10.79184506	11.18554166	11.22837922
ACOT5	8.096632304	7.34042006	8.984471676	6.807363804	7.943150857	7.220378865
ACOT6	3.603205314	2.162275131	4.063664541	1.808910114	1.496906242	1.705514055
ACOT7	9.379609363	9.217789399	9.168554416	9.509307724	9.79964896	9.288082906
ACOT8	8.189746281	8.474000347	8.622223261	9.006393029	8.67990818	8.86684294
ACOT9	7.277148599	6.924911467	6.901092967	6.940758522	6.737380658	6.88990502
ACOX1	14.25425723	13.96825727	14.38056487	14.78631736	14.56517537	14.46314842
ACOX2	13.74120125	14.02109766	13.65902187	14.05480132	13.71356657	14.09209033
ACOX3	12.45190614	12.37237755	12.57970392	12.63797014	12.54861109	12.36858093
ACOXL	2.337861867	0	1.143638206	1.808910114	0.934466779	1.091344821
ACP1	9.495595556	9.696089129	9.805305368	9.76593995	9.612492543	9.860040541
ACP2	11.28432444	11.11708093	11.09190621	11.57999827	11.24144996	11.56520393
ACP5	8.243825477	8.277900966	8.328604622	8.354581463	8.559641114	7.876886488
ACP6	9.202250223	9.054469107	9.165519251	9.350532782	9.50080245	9.49891634
ACPP	8.149102337	8.256194716	8.678665966	8.390905175	8.214973976	9.441420249
ACPT	4.411266348	3.653901521	3.838258306	3.224336149	3.782049715	3.156247631
ACR	0	1.110185477	1.773468794	0.875458979	1.496906242	2.134936143
ACRBP	5.691927838	5.416651408	5.396390531	5.10365147	5.77504695	5.38218727
ACRV1	1.598252835	0	0	0	0	0
ACSBG1	8.314447708	7.788943129	7.391404528	7.832946512	7.443979416	7.153204444
ACSBG2	0	0	1.773468794	0.875458979	2.21559676	0
ACSF2	11.0408603	10.56774963	10.9960672	10.84648908	10.35776527	10.82370354
ACSL1	15.81906994	15.45463914	15.89502046	16.28276632	16.36362111	16.15814453
ACSL3	7.535481761	7.735036863	8.487739376	8.324849308	7.660863693	8.204515684
ACSL4	13.87163757	14.09307643	14.13891453	13.2285135	13.24669458	13.07620625
ACSL5	12.5097344	12.61685624	12.89512892	12.80105326	12.51778499	12.68922
ACSM1	13.3498244	13.52029994	13.61394823	13.74215058	13.61307367	13.99551992
ACSM2A	10.89255421	8.100458513	11.80750693	11.19816317	10.7230938	10.85133907
ACSM3	10.50771615	11.24450075	10.69929571	11.28565018	10.47877282	11.1911887
ACSM4	4.266777356	4.005718122	4.063664541	3.089383717	3.337973821	3.328521259
ACSM5	13.13769306	10.09345377	14.44448598	12.64982226	12.31240613	12.70127248
ACSS1	6.774594458	6.567689226	6.270353547	6.648413763	6.581398696	6.081356912
ACSS2	9.555138624	9.520576674	9.820821978	10.56743615	10.41953738	10.3999042
ACSS3	11.24267651	11.22088208	11.40278873	10.99487808	10.70273077	11.00052407
ACTA1	0	0	0	0	2.21559676	1.705514055
ACTA2	6.495401335	6.79545175	6.518898806	7.007784421	6.737380658	7.31561682
ACTB	13.92169826	13.6686295	13.65672702	14.13308235	13.9025975	13.78687601
ACTBL2	1.009979211	0	0	0.875458979	0	0
ACTG1	12.42396336	12.3052613	12.53659916	12.77363157	12.37487134	12.31484346
ACTG2	4.478423327	4.524561821	3.838258306	5.268906841	5.512480454	5.565589566
ACTL6A	8.407848188	8.488036139	8.376640745	8.263481121	8.38189853	8.341574532
ACTL6B	2.824420115	1.730082539	1.773468794	1.808910114	0.934466779	0
ACTL7A	3.603205314	3.187631247	3.04548649	3.34773767	4.121124373	3.156247631
ACTL7B	2.01494305	1.730082539	0	1.808910114	3.57703111	2.960577261
ACTN1	10.63918027	10.34165595	10.26695468	9.824214043	9.997796814	9.824499323
ACTN2	4.018654754	4.662969592	4.78692284	4.748050112	4.777384984	3.621437249
ACTN3	4.188717043	4.106203894	4.34695671	3.56677759	4.678183006	5.301758495
ACTN4	12.18542071	12.16013631	12.32030326	12.45900138	12.15499698	12.28148213
ACTR10	9.619777256	9.902308088	9.91960805	9.702324872	9.491701362	9.791745965
ACTR1A	9.916201545	9.830683441	9.737432022	9.891678469	10.00036595	9.868790703
ACTR1B	10.38947228	10.48618535	10.50166909	10.49753068	10.56199746	10.41312477
ACTR2	10.64284429	10.70726802	10.59034709	10.81073762	10.6207834	10.61071372
ACTR3	10.85987016	10.74282211	10.64911281	10.84844953	10.54801688	10.57586902
ACTR3B	4.018654754	3.187631247	2.210427682	2.370989549	2.693119985	3.621437249
ACTR5	7.030963989	7.129778379	7.13008768	6.71868981	7.152117897	7.070664342
ACTR6	7.519626617	7.496684183	7.724044628	7.475193778	7.334214342	7.524953404
ACTR8	9.102002465	8.98358655	9.093887743	9.184567409	9.201422547	9.095767465
ACTRT3	3.01741858	2.494399212	2.816983461	2.774447952	1.900548975	1.091344821
ACVR1	8.085905351	8.320357618	8.590890899	8.770356135	9.068177079	8.82068803
ACVR1B	8.424973062	8.612844006	8.233259968	8.540683247	8.654035203	8.507647677
ACVR1C	7.359617932	7.586397779	7.827521155	8.075417705	8.016056714	8.065288192
ACVR2A	9.754576305	9.655208914	9.586751656	9.890410387	9.899371703	9.893012532
ACVR2B	6.128128017	6.297102936	5.941781056	6.134859721	6.648452071	6.460511143
ACVRL1	7.692218378	7.595069775	7.092228397	7.547773219	7.197604579	7.187182589
ACY1	10.39274003	10.34294365	10.50407393	10.70362636	10.79588466	10.73268582
ACY3	8.319035177	8.21177719	8.428202933	8.507982369	8.600854211	8.845723998
ACYP1	5.148608393	5.881094363	6.077149329	5.809492878	5.483391393	5.817765348
ACYP2	5.063685277	4.960098511	5.823526283	6.117622644	5.360789216	6.081356912
ADA	6.938589846	6.780323156	6.697619012	6.901011848	6.406484629	6.683209467
ADAD1	3.01741858	2.991391037	2.210427682	2.586776728	2.693119985	0
ADAL	7.403475873	7.350698417	7.249557741	7.124557819	7.188621251	7.424078656
ADAM10	10.58593088	10.58308753	10.36943017	10.66113071	10.46674719	10.41790236
ADAM11	7.95644718	8.031853615	8.521367144	8.093163354	8.607610035	8.415101221
ADAM15	7.519626617	7.695260659	7.530015915	8.454068533	8.657294814	8.928405899
ADAM17	10.18226396	9.747558402	9.857018559	9.76870321	9.914434182	9.64665543
ADAM19	7.859007395	7.891065114	7.973499879	7.723265679	7.761223024	7.59412567
ADAM1A	6.574268563	6.339006317	5.997461595	6.064640178	7.036715751	7.082748866
ADAM2	3.187618378	1.110185477	2.545350488	2.11715197	2.693119985	2.960577261
ADAM23	9.952084403	9.814065814	9.897826364	9.796048561	9.908975095	9.877488114
ADAM28	0	0	0	0	0.934466779	0
ADAM32	0	1.730082539	1.773468794	0	1.496906242	0
ADAM4	6.019581189	5.565273005	5.792383429	5.205057802	5.726218034	5.758732336
ADAM4L1	5.148608393	4.848478511	5.07266839	4.655532605	5.423392275	4.871259178
ADAM7	0	0	0	0	0	0
ADAM9	10.207225	10.40959774	10.23690719	10.39485037	10.29845818	10.37800577
ADAMDEC1	1.598252835	2.764191128	3.242697599	3.461410662	4.121124373	4.561601835
ADAMTS1	10.35302991	10.22498261	9.369201807	10.67224153	10.1478575	10.38045541
ADAMTS10	8.820745478	8.823068655	9.312705538	9.020372783	9.09726967	9.259090155
ADAMTS12	9.907089626	9.821475067	9.956952169	10.05338369	9.926642121	10.03505013
ADAMTS14	5.44569517	5.0636993	5.07266839	5.417163317	5.540994566	4.072976867
ADAMTS15	5.663350937	5.852447496	6.247571355	6.40018208	6.096506983	6.634783879
ADAMTS19	4.188717043	2.991391037	4.78692284	3.56677759	3.051280393	4.166786471
ADAMTS2	8.727201744	8.416450447	8.832019517	9.006393029	8.992770539	9.267055228
ADAMTS3	6.229076272	5.600153573	5.883864969	6.064640178	6.622003513	6.550277358
ADAMTS4	5.604440782	5.600153573	5.854011051	5.35967575	5.845324848	5.874477471
ADAMTS5	7.189677688	6.854427902	7.249557741	7.468410938	7.016551614	7.070664342
ADAMTS7	9.473132324	9.636427986	9.9303768	10.42231089	10.58014375	10.47173683
ADAMTS9	7.820701186	7.670857666	8.492591599	7.150214284	7.566930161	7.776301711
ADAMTSL3	6.248445157	5.731808567	6.224423619	5.49931518	6.096506983	6.032351265
ADAMTSL4	10.20969752	10.44360615	10.20178298	10.05790909	10.54713858	10.11371661
ADAMTSL5	3.825833144	3.897705871	3.955359128	3.56677759	3.874576852	4.254866853
ADAP1	4.877189552	4.595424873	3.955359128	4.504581173	4.194756734	4.416370997
ADAP2	9.383994549	9.509151372	9.448754964	9.272857943	9.41482417	8.719833467
ADAR	10.62628241	11.3378744	9.763762007	10.61734523	10.8431642	9.556376788
ADARB1	8.585891787	8.200455794	8.670124909	8.613196033	8.778995583	8.672641805
ADAT1	6.747623959	6.780323156	6.95833502	7.124557819	7.006362865	7.375786134
ADAT2	4.340829956	4.595424873	5.913113619	4.145011625	5.19125394	5.172027161
ADAT3	5.511303935	5.762927145	6.336617946	5.97176844	6.326843258	5.817765348
ADCK1	6.445924915	7.056319876	6.986126277	7.107196469	7.142845896	6.930591177
ADCK2	8.608553196	8.69983882	8.631051786	8.594628201	8.663792025	8.581898247
ADCK3	11.82199676	11.85769578	12.67055234	12.67747197	12.34309151	12.86503667
ADCK4	8.194747199	8.401696975	8.034661237	8.123702506	8.210543057	8.269394931
ADCK5	9.82561167	10.04205494	10.32114929	9.081657562	9.149128581	8.569069812
ADCY1	11.20413688	10.51617379	9.923206572	10.22918918	8.179139626	8.366502119
ADCY10	10.50268402	9.26202501	9.763762007	8.16204053	8.02617747	7.643911791
ADCY2	4.106190278	4.288339646	3.04548649	4.655532605	3.782049715	4.490813127
ADCY3	6.511523467	6.669733435	6.714331203	6.880720186	6.134426195	6.283354021
ADCY4	8.377381649	7.905081292	7.249557741	7.55419382	7.421151182	7.643911791
ADCY5	8.523661189	8.250716738	8.306730843	8.211622816	8.717867915	8.32131763
ADCY6	11.25290209	11.23551568	11.27554782	11.25493988	11.46065111	11.39876616
ADCY7	7.096559137	6.585205739	6.399971944	6.660366745	6.797704057	6.032351265
ADCY8	2.601556376	0	0	0.875458979	2.474025995	0
ADCYAP1	1.009979211	0	0	0	0	1.091344821
ADCYAP1R1	7.008419009	7.898090224	7.530015915	7.900013135	7.995599683	8.148127769
ADD1	10.93052234	11.04691222	11.11096427	11.78939858	11.78098339	11.53033195
ADD2	5.228809261	5.762927145	5.589931796	5.892911069	5.039640466	5.172027161
ADD3	9.774754508	9.737802027	9.834263449	10.45011942	9.999081954	10.45672527
ADGRB2	1.598252835	0	2.210427682	2.11715197	2.474025995	0
ADGRB3	0	0	0	0	0	0
ADGRE1	10.26898709	9.636427986	9.575361783	9.637287534	9.221380298	9.420147604
ADGRE5	9.835251241	9.490680575	9.296148881	9.307475137	9.073066768	8.798877307
ADGRF3	7.169497874	5.881094363	5.941781056	5.551594173	5.226792309	5.216579792
ADGRF5	11.46903145	11.60210708	11.36160953	11.52508447	11.35520968	11.7836006
ADGRG1	5.902198077	5.455266635	5.220378144	5.417163317	5.512480454	5.565589566
ADGRG2	6.938589846	7.233396156	7.66509141	7.745879077	7.05660194	8.065288192
ADGRG5	6.305038817	5.963772374	5.311066918	5.237335512	5.328438605	4.561601835
ADGRG7	3.718809295	2.494399212	3.416163993	4.002040845	2.693119985	3.864800973
ADGRL1	10.31219575	10.39849399	10.62058336	10.71369909	11.04702734	10.80285216
ADGRL2	11.47828946	11.7018269	11.38854186	11.27742746	11.28529942	11.21059231
ADGRL3	7.535481761	7.430390913	7.86542379	7.447868957	7.495881192	7.03379129
ADGRL4	9.149137612	9.302299146	9.259610685	9.148953752	8.772998057	8.827885606
ADH1	14.40224278	14.93342759	15.15412357	15.20197048	15.1151168	15.35905665
ADH4	11.22994401	10.72614181	11.57165174	11.82169005	11.80799818	11.83540876
ADH5	11.32194972	11.45146939	11.56935703	11.44572396	11.47780639	11.69436923
ADH6	13.18369461	13.19925595	13.27352635	12.62659116	12.37561364	12.61886629
ADH6A	2.337861867	4.200144122	3.570993956	2.11715197	1.900548975	0
ADH7	7.179623064	8.012562781	8.387101664	7.988010155	8.341942913	9.408192511
ADHFE1	12.01317727	12.18942244	11.96941444	12.36968215	11.98348927	12.44926168
ADI1	11.02339816	11.14022591	11.34023416	11.44788065	11.10487446	11.34459451
ADIPOQ	0	0	0	0	0	1.091344821
ADIPOR1	11.13101661	11.15862447	11.06609741	11.25543249	11.05508158	11.17927933
ADIPOR2	10.59068132	10.59069577	11.00033218	10.99841382	11.01879486	10.94946809
ADK	13.02340538	13.166539	13.01252833	13.16267831	12.91159082	13.14913087
ADM	5.148608393	5.852447496	5.172802327	4.748050112	4.456624486	4.9259456
ADM2	3.718809295	4.848478511	5.728005331	3.756903169	4.678183006	4.166786471
ADNP	11.50571229	11.62133715	11.65679195	11.72434329	11.77874033	11.80882812
ADNP2	8.893291863	8.538363077	8.708167644	8.582115541	8.787945379	8.652513718
ADO	7.053162074	6.619613362	6.856619866	6.880720186	7.309565978	6.876083929
ADORA1	6.774594458	7.266345106	7.026834445	7.427030257	7.888723098	7.23127669
ADORA2A	7.503595288	7.449644716	7.13008768	7.604555178	7.673797096	7.23127669
ADORA2B	4.340829956	4.727492903	4.654635847	4.275082781	3.683179202	3.156247631
ADPGK	8.884033624	8.909040625	8.741161288	8.725548182	8.766975495	8.652513718
ADPRH	7.896322756	7.662630737	7.594627667	7.832946512	7.905268107	7.602543584
ADPRHL1	2.601556376	2.991391037	2.210427682	2.11715197	3.57703111	2.465426648
ADPRHL2	8.159371172	8.177542936	8.350151703	8.243755599	8.249939786	8.089445965
ADPRM	8.487439618	8.421334933	8.540236847	8.358255266	8.466089754	8.569069812
ADRA1A	1.598252835	0	0	0	0	0
ADRA1B	9.386182154	9.367020744	9.618173069	10.42931343	10.67887216	10.48886596
ADRA1D	0	1.110185477	0	0	0	0
ADRA2A	2.601556376	1.730082539	1.773468794	2.11715197	2.474025995	1.091344821
ADRA2B	7.859007395	7.848180548	8.521367144	8.343503586	8.439830757	8.295589856
ADRA2C	0	0	1.143638206	0.875458979	0	0
ADRB1	5.877530248	5.29418775	4.654635847	5.138251633	5.540994566	3.482400505
ADRB2	7.085831639	6.749581555	5.941781056	6.549047995	6.359229263	5.788550765
ADRBK1	9.701104221	9.506855414	9.29337087	9.588075418	9.663634047	9.420147604
ADRBK2	6.543237099	5.990311296	5.941781056	5.952454497	6.153018488	5.029466898
ADRM1	10.35749651	10.24440636	10.48350387	10.4621191	10.68127586	10.25924405
ADSL	9.136198238	8.953554554	9.22212301	8.767596042	9.000491044	8.928405899
ADSS	10.56484108	10.49083973	10.75386682	10.87497875	10.72387129	10.68591956
ADTRP	12.820787	12.67143351	12.95546186	13.35042063	13.01684652	13.30940869
AEBP1	7.95644718	8.371729547	8.054485426	8.313539855	8.170040217	8.715959256
AEBP2	9.533590443	9.450626897	9.312705538	9.45028999	9.371819496	9.393714389
AEN	8.437684625	8.21177719	8.741161288	8.079874623	8.095101886	8.32131763
AES	10.83045051	11.02301099	11.09510009	11.24753053	11.0047886	11.32055836
AFAP1	5.304785502	5.416651408	5.437231716	5.913033172	5.154817985	5.874477471
AFAP1L1	8.574426184	8.335962176	7.916868277	8.251678201	8.147037391	8.053055897
