NAME	W16_WT3	W16_WT2	W16_WT1	W16_KO3	W16_KO2	W16_KO1
ABHD3	3.510101628	4.151330537	3.918066304	3.106568135	3.189214877	3.133261758
ABHD4	10.14632968	10.03553395	9.915337998	10.11717589	9.813984314	10.01400946
ABHD5	9.284241643	9.530874977	9.547359598	9.000122809	8.843181738	9.175503931
ABHD6	9.666692588	9.726930042	9.770513269	10.14290505	9.947109417	10.30855384
ABHD8	5.741818349	5.656092203	5.306900272	5.711215641	4.597130089	4.545395315
ABI1	10.24976755	10.36396654	10.24454158	10.21860163	10.25168559	10.43242286
ABI2	7.263184652	7.398272724	7.497867613	8.209530617	7.697030833	7.97565773
ABI3	7.675872347	7.541847918	8.334762937	7.865461246	7.614028602	7.981216633
ABL1	10.1574283	9.99368284	10.19790955	9.946795091	10.02788803	9.892421145
ABL2	7.683570267	7.995429091	7.789336049	7.994886835	8.316891534	8.513387948
ABLIM2	4.983340308	5.25056006	5.044295053	5.389620273	4.790968041	3.769032999
ABLIM3	9.175166112	9.384242531	9.536430901	9.770954415	9.888276622	9.77891296
ABO	3.979045805	3.739466627	4.087366689	5.100483262	4.290027418	4.048613644
ABO2	0	0	0	0	0	1.557552786
ABR	8.245538163	8.151352267	8.165396389	9.068205521	8.623133184	8.915874003
ABRA	0.629483215	0.912730213	1.527180285	0.964704723	1.111140522	0
ABRACL	8.338675501	8.259184324	8.322091429	8.900213767	8.828529828	9.23021848
ABT1	7.668133132	7.640867368	7.661047678	7.205121328	7.257212638	7.772655083
ABTB1	9.351020494	9.15105439	9.184044096	8.823495949	9.01478142	8.46659741
ABTB2	10.17869191	10.0667381	10.31657876	9.824933544	10.3069029	9.52289249
AC1576	9.355846259	9.388048449	9.493753428	8.068335425	8.8827237	7.595522845
ACAA1A	13.05434486	13.04506705	12.80934682	13.23216957	13.01175906	11.60705828
ACAA1B	10.04314994	10.55042265	9.63534936	13.23615923	12.60794973	10.04751436
ACAA2	14.2358698	14.69189555	14.28346714	14.48575164	14.61706458	13.92176696
ACACA	10.91910467	10.84368609	11.39628229	11.23461488	11.65356789	12.06329591
ACACB	11.10900485	10.9671291	11.3952745	10.46287654	11.19150928	9.454600711
ACAD10	11.14150709	10.8779213	10.99529095	10.50411152	10.6612687	10.35746237
ACAD11	13.4616656	13.70669195	13.08596576	13.01284282	13.16668028	12.19471052
ACAD9	10.25365128	10.17202981	10.20597858	10.59834012	10.51452276	10.1248872
ACADL	13.82137522	13.76630115	13.36918245	13.81964823	13.57775962	13.35796944
ACADM	14.28792839	14.44686798	13.86681877	14.13248784	14.11017434	13.26831022
ACADS	11.68106771	11.54441013	11.77548394	11.72863579	11.67471337	11.08411987
ACADSB	11.63986824	11.4114241	11.58532992	10.28613211	10.8697354	10.12990078
ACADVL	13.12680539	13.21980276	13.0248847	13.01068174	12.95471228	12.53376097
ACAN	1.672671075	0.912730213	0.956881746	0	0	0.97949169
ACAP1	5.756490728	5.705731379	6.2533991	5.711215641	5.252674229	5.959342327
ACAP2	9.868432647	9.818617568	9.958280064	10.22549871	10.27753709	10.79160063
ACAP3	8.985799073	8.696764743	8.552906173	8.856452671	8.713623749	7.93613386
ACAT1	12.82908644	13.05721881	12.3533204	13.33420434	13.18800076	12.61310641
ACAT2	6.91642114	6.821337955	6.795842902	6.894894626	7.119558063	6.26299879
ACBD3	9.990594652	9.857569096	9.742256933	10.32196919	10.02949038	10.97760346
ACBD4	10.09818412	9.750773508	9.729518701	8.209530617	8.442482799	8.430480903
ACBD5	10.97976074	11.05174054	11.08490162	10.71483537	10.68687883	10.23018457
ACBD6	8.381899932	8.649983988	8.957000085	8.255181996	8.522038758	8.490182364
ACCS	6.90987319	7.352257918	7.22588562	7.346805218	7.26811231	7.410138214
ACCSL	0.629483215	0.912730213	1.527180285	1.946727903	1.111140522	0
ACD	8.428455426	8.464175414	8.455708826	8.359189183	8.213549945	8.389261662
ACE	4.958174095	4.151330537	5.162736266	8.005611216	6.117895463	7.025089553
ACE2	4.93256108	5.182064311	3.825331539	3.519580194	3.189214877	3.133261758
ACE3	0	0	0	0	0	0
ACER2	8.590768739	8.659462279	9.080010137	10.14411888	10.47037398	10.37128823
ACHE	6.022373514	6.012290406	5.695435177	5.515012528	5.418388541	5.419071433
ACIN1	11.08268368	11.166427	11.0481844	10.97090238	11.06596942	10.93097035
ACKR2	7.333371381	7.390704789	7.288018162	6.338777001	6.797214498	5.483160384
ACKR3	6.287777282	6.070289782	5.844651526	6.811788151	6.440488828	7.853681482
ACLY	11.28724952	11.13676198	11.12192649	11.80812695	12.02041934	12.74148708
ACMSD	7.710194056	7.001071453	7.322356876	5.322585286	6.188443216	5.98170007
ACNAT2	14.38628572	14.25714515	14.257498	9.327376497	11.68948497	8.841419477
ACO1	12.43994542	12.4911889	12.31413121	12.65603013	12.68036941	11.95021978
ACO2	11.73854919	11.83495247	11.95821601	12.14558856	11.88492331	11.50511385
ACOT1	7.59654596	8.41652509	6.063453063	11.434361	9.699879657	8.536226173
ACOT11	3.36445794	3.640836412	3.918066304	3.634589598	3.189214877	4.660738363
ACOT12	12.53887661	12.6340481	12.43233229	11.80390916	11.78743657	10.65394121
ACOT13	7.990194601	7.780611952	7.825698877	7.865461246	7.948102411	7.426529946
ACOT2	11.0931976	11.49453193	10.12318252	12.64856556	12.18006265	11.3304801
ACOT3	8.042015847	8.883593287	8.155906893	10.28062374	10.25442872	9.054161277
ACOT4	9.713502456	10.20800005	9.263512421	11.15255656	10.96072654	9.882058285
ACOT5	9.4343667	9.012460371	7.758317503	6.601667807	6.211212797	6.513722268
ACOT6	1.066276245	0	0	2.265033597	0	0
ACOT7	9.374989501	9.481854555	9.181707984	9.977080318	9.856130554	9.10086887
ACOT8	8.148753929	7.975330832	8.305021076	8.786663161	8.268861644	8.187646021
ACOT9	6.735699163	6.589783307	6.968396047	8.098703662	7.131544437	9.23021848
ACOX1	14.10852257	14.43748685	13.96916267	14.96855924	14.84453054	13.57501007
ACOX2	14.11298334	13.87598047	13.6311886	12.58518391	12.93432908	11.00378452
ACOX3	12.91773009	12.77787257	12.92925418	12.15585463	12.43103217	12.00240843
ACOXL	0	0.912730213	1.527180285	0.964704723	1.111140522	1.557552786
ACP1	9.89519912	9.794444898	9.934889612	9.606333361	9.636102559	10.24180963
ACP2	11.25661267	11.17526391	11.22705368	10.9811268	11.2233603	10.87085024
ACP5	8.727373569	8.733126971	8.523690663	8.666788108	9.01478142	8.620569213
ACP6	8.998198389	8.85912333	8.819513657	9.050189319	9.059385167	9.23021848
ACPP	6.896687453	6.589783307	7.151437473	7.883016	8.52658466	7.638372161
ACPT	3.82051167	3.420705155	3.092356064	3.634589598	4.007386205	3.284800613
ACR	0.629483215	0	0.956881746	2.937654789	1.731325344	0
ACRBP	5.275891367	5.146557026	5.34079769	5.178378792	4.729204552	4.914235237
ACRV1	0	0	0.956881746	0.964704723	0	1.557552786
ACSBG1	5.634708148	5.822834784	6.641206869	6.514249842	5.01455235	4.914235237
ACSBG2	0	0	0	1.537707601	0	0
ACSF2	9.654993638	9.777134652	10.63785458	8.676887501	8.213549945	9.316303528
ACSL1	16.12536217	15.99702808	15.84259625	15.76104472	16.15399602	13.23336121
ACSL3	8.103562587	7.691024113	7.296679768	9.721397155	9.517793729	8.206753006
ACSL4	13.03642159	13.08298155	13.63844689	12.59387145	13.10494621	11.71400465
ACSL5	12.23666653	12.74058934	12.08519457	12.5809325	12.57924578	12.12360369
ACSM1	13.36377202	13.3092025	13.61396484	13.03673027	13.36674958	12.84724617
ACSM2A	10.66774662	9.27954374	10.8268669	11.13861767	10.9716031	10.38393402
ACSM3	10.42817803	10.75583921	11.68395029	10.90082257	10.71104409	9.374490767
ACSM4	4.251821668	4.870036934	5.468943358	3.840291658	3.782597136	4.208819233
ACSM5	13.39341115	12.45717381	12.32872126	13.83457404	14.32724505	11.79356515
ACSS1	5.813732075	5.888789993	6.627540039	6.321713744	5.764673159	5.089167575
ACSS2	9.596052151	9.223135014	9.590264862	9.86228983	9.992178423	9.432452332
ACSS3	11.72695531	11.56178387	11.46992865	10.78031294	10.90158305	10.56141345
ACTA1	0	0.912730213	0	4.391282756	2.163656693	0.97949169
ACTA2	7.21087479	6.981052192	6.467983922	8.572563621	6.621374036	8.673032938
ACTB	14.267946	14.2037553	14.30260816	14.8457122	14.48971517	15.53859365
ACTBL2	0	0	0	1.946727903	2.765708193	0
ACTG1	12.92210889	12.89182693	12.64863873	14.10586988	13.75286413	15.42157421
ACTG2	5.393203573	5.28362581	4.616342735	4.837855314	3.65553904	4.866974543
ACTL6A	8.525877892	8.575171202	8.305021076	8.494771618	8.640013817	8.955949132
ACTL6B	2.426556201	0.912730213	2.252306441	1.537707601	0	0
ACTL7A	3.285723553	3.010929964	3.243362662	3.634589598	3.65553904	4.545395315
ACTL7B	0.629483215	3.420705155	1.934829529	2.525648006	2.765708193	3.421924194
ACTN1	9.820362058	9.807292629	10.21056927	10.18361279	9.663191839	10.16084704
ACTN2	5.813732075	5.46752852	5.844651526	3.394601987	4.201826159	5.817391031
ACTN3	3.439116891	1.467388886	3.092356064	4.516536691	4.451734888	3.284800613
ACTN4	12.63307281	12.39280809	12.39475456	12.50218346	12.56578145	12.65544419
ACTR10	9.715381175	9.867144846	9.775169318	9.498476273	9.659057222	9.659177728
ACTR1A	9.908398405	9.925922202	9.679067549	9.986584713	9.772484695	10.20546273
ACTR1B	10.88487423	10.80078812	10.61292897	11.11528898	11.13829583	11.3348288
ACTR2	10.92073399	10.94145921	10.8876113	11.19299664	11.06908899	11.34887221
ACTR3	10.91543195	10.98671379	11.0385345	11.33847242	11.00944403	11.60390881
ACTR3B	2.693789666	4.000386083	3.726223907	3.840291658	2.765708193	4.282709691
ACTR5	7.216191956	7.040295389	7.042362705	6.836025352	6.797214498	7.206890847
ACTR6	7.111654179	7.078481071	7.052626469	7.355214967	7.190026515	7.298796319
ACTR8	9.136427332	9.148812902	9.227726274	8.923021361	9.105692496	9.090619302
ACTRT3	2.426556201	3.010929964	2.923675715	0	2.495862459	0.97949169
ACVR1	9.010492045	8.94171756	9.085018956	8.978511052	8.900345183	8.393436987
ACVR1B	8.426162989	8.049297763	8.265857872	8.359189183	8.114361384	8.192446543
ACVR1C	7.588368046	7.442865138	7.542247489	7.404669287	8.144248999	7.434656497
ACVR2A	9.687897336	9.662398934	9.682376246	9.432450918	9.701890769	9.403762612
ACVR2B	6.413452838	6.070289782	6.235491112	5.762699237	6.093591524	5.352002563
ACVRL1	7.200181303	6.991096547	7.305289682	7.587098442	7.058085271	6.791945234
ACY1	10.66823167	10.66150849	10.76267074	9.901576948	9.977311311	9.901244734
ACY3	9.887721107	9.780034155	9.740670792	8.777306134	8.802525378	8.216212434
ACYP1	6.116371886	6.144164334	6.022267222	6.158319625	6.188443216	6.316750645
ACYP2	5.841522998	5.951861312	5.468943358	6.038110289	5.162085351	6.067819352
ADA	6.375936255	6.641715701	6.498337576	7.355214967	6.440488828	6.281139508
ADAD1	1.066276245	2.436434845	0	0.964704723	2.163656693	0.97949169
ADAL	6.967761597	7.020816719	6.90183035	6.514249842	6.751343786	7.035813643
ADAM10	10.26138752	10.32081388	10.38315749	10.56428843	10.41505753	10.66779649
ADAM11	7.011233001	6.361060271	6.288561692	5.995706699	6.841671575	4.130939072
ADAM15	7.870528563	8.034804652	7.855316435	9.706684837	9.09348848	9.00316113
ADAM17	9.703125537	9.617716692	9.892663954	9.830975933	9.711904491	10.16451637
ADAM19	7.100196343	7.50025543	7.347584962	8.532338955	7.470413659	7.659328831
ADAM1A	5.756490728	5.46752852	5.868086653	4.837855314	5.795135349	6.025402209
ADAM2	0	2.179644607	0.956881746	1.537707601	1.111140522	1.969127164
ADAM23	9.436646149	9.497793496	9.872527565	9.649710259	9.789606345	9.785282281
ADAM28	2.098306512	1.867032381	0.956881746	3.394601987	3.189214877	2.77201725
ADAM32	0.629483215	3.534965263	2.512365744	3.106568135	2.765708193	1.969127164
ADAM4	4.93256108	5.315950661	5.002550603	5.711215641	6.340763109	4.866974543
ADAM4L1	4.550127437	5.110153745	4.723010499	4.885082368	5.669226118	4.660738363
ADAM7	0.629483215	0	0	0	0	0
ADAM9	10.22096281	10.12148781	10.21856799	10.77718693	10.579406	10.39125986
ADAMDEC1	5.234567221	5.551376108	6.198994148	7.355214967	8.071450412	7.376785218
ADAMTS1	9.352228449	9.333829651	8.943274736	9.406385287	9.480791334	9.351067426
ADAMTS10	8.615124489	8.39777065	8.392468115	9.031945284	8.285049926	8.294207738
ADAMTS12	8.538667294	8.453318045	8.193496017	9.535948507	8.896838063	9.285182404
ADAMTS14	5.148188849	5.347567089	5.306900272	6.483892425	5.337909413	5.842040845
ADAMTS15	4.879929142	4.471351122	4.822331691	5.787768073	4.201826159	5.207717614
ADAMTS19	3.577756891	3.739466627	2.512365744	5.684768079	3.189214877	3.284800613
ADAMTS2	7.283588834	7.160873612	6.913140113	9.863764148	8.014334649	8.513387948
ADAMTS3	4.90648511	5.034469927	4.869540532	5.684768079	5.764673159	5.245164061
ADAMTS4	4.445356463	4.527640964	3.726223907	7.528814756	7.544007435	8.23959316
ADAMTS5	5.056307526	5.408794308	6.00122483	6.774651345	5.457004868	4.914235237
ADAMTS7	10.40100378	10.07973935	9.623349155	8.937095151	8.772220474	7.271834152
ADAMTS9	7.762011514	7.881254024	6.890431226	8.680238315	7.805752865	9.412018057
ADAMTSL3	6.394816493	6.421729334	6.878941316	6.233232246	6.533764502	5.603381776
ADAMTSL4	9.865897641	9.787257519	10.10480497	9.116002008	9.298769704	10.1681764
ADAMTSL5	3.763544054	4.780212727	3.619802439	4.975137147	4.290027418	4.282709691
ADAP1	4.516042241	3.739466627	4.005198499	6.079303058	5.01455235	5.740809143
ADAP2	9.483701003	9.556466448	9.70857615	8.917353176	9.403811632	8.490182364
ADAR	10.3607591	10.18739958	10.31124556	10.26731722	10.82153079	10.7884334
ADARB1	8.740348731	8.513789964	8.767498349	8.346591009	8.442482799	8.967197636
ADAT1	6.476847111	6.070289782	6.180393489	6.973473386	6.884799549	6.766416705
ADAT2	5.960354235	5.110153745	6.043007108	5.860462335	5.162085351	5.245164061
ADAT3	5.997884798	6.576502765	5.721401107	5.515012528	5.701748498	6.281139508
ADCK1	6.675208858	6.508201933	6.820077704	6.823957649	6.687822008	6.791945234
ADCK2	8.93671921	8.788889334	8.792209904	8.558065901	8.664970103	8.775764185
ADCK3	12.32452534	11.9212024	11.96128372	11.97225247	12.76070705	10.78446456
ADCK4	8.05394325	7.965175722	8.155906893	8.138225151	8.235929734	9.030227898
ADCK5	9.923917306	10.0257953	9.846217956	8.713325247	9.689781828	8.401751559
ADCY1	9.625324361	10.15426149	9.99732651	10.21167141	11.28435646	11.03885831
ADCY10	8.542905356	9.229512676	9.657374048	7.363575978	6.401421805	6.573825068
ADCY2	2.098306512	2.843628937	2.512365744	4.975137147	2.765708193	2.55061821
ADCY3	7.041501103	6.865686692	6.979197738	7.723270153	6.211212797	6.865927438
ADCY4	7.418867452	7.352257918	8.016051047	8.058068946	7.516847796	7.595522845
ADCY5	8.553446363	8.684437445	8.482528156	7.755395505	8.230367249	7.981216633
ADCY6	11.02704341	11.14071514	10.93137412	11.03838806	10.95061334	10.75150156
ADCY7	6.485680247	6.508201933	6.483240576	7.697044666	6.953932558	7.804359894
ADCY8	1.672671075	0.912730213	0.956881746	2.525648006	1.111140522	0.97949169
ADCYAP1	0.629483215	0	0	0	2.163656693	1.557552786
ADCYAP1R1	7.698843969	7.786391224	6.913140113	8.900213767	8.717605116	8.955949132
ADD1	11.61819126	11.56346772	11.78705623	11.55197177	11.24213876	11.59984936
ADD2	4.583425885	4.221265925	7.122498213	4.324326792	4.373145633	4.208819233
ADD3	9.212891833	8.969924491	9.102414131	9.548837183	9.182597352	9.368140205
ADGRB2	2.098306512	1.467388886	0.956881746	2.746309369	0	0.97949169
ADGRB3	0	0	0	0.964704723	1.111140522	1.969127164
ADGRE1	9.122336036	9.518775138	9.669095682	8.673528886	8.27967399	7.178137404
ADGRE5	9.219525974	9.216729033	9.576104412	9.494674958	9.36118177	9.835249169
ADGRF3	5.192024404	5.408794308	5.406292854	5.65782661	5.938485825	5.890111855
ADGRF5	10.94855397	10.98922159	10.9932942	10.9439747	11.20149405	10.44856474
ADGRG1	5.634708148	5.182064311	5.12432622	7.068595199	6.515585587	6.947702284
ADGRG2	4.166501195	2.654350542	0.956881746	9.303674035	9.998737168	7.77905203
ADGRG5	4.768529241	4.82582379	5.406292854	5.178378792	4.451734888	5.16927325
ADGRG7	3.82051167	3.534965263	2.732629329	3.394601987	0	3.133261758
ADGRL1	11.09608456	10.96139307	10.77976206	10.72946523	11.08381554	10.66434512
ADGRL2	11.62720058	11.78025173	11.61679802	11.36993863	11.96957543	11.24352854
ADGRL3	7.546768334	7.757260534	7.452079086	8.467880029	7.321408644	7.235082403
ADGRL4	8.534416745	8.503300973	8.687428153	9.257313135	8.821147691	8.927438081
ADH1	15.33667118	14.36318157	15.10700191	14.68090755	15.09710788	13.78235631
ADH4	12.57424552	12.28314247	12.41304352	10.65393379	10.38282722	9.710280316
ADH5	11.70726536	11.60166358	11.75087572	10.3725564	10.51223252	10.1911434
ADH6	12.87161655	12.75115568	12.55990749	10.38493082	9.917992897	9.684955277
ADH6A	1.401101906	1.467388886	0.956881746	2.265033597	1.111140522	0.97949169
ADH7	9.88020413	8.029941078	8.710299378	8.700181392	9.196928063	7.791761455
ADHFE1	12.3531644	12.32344994	12.39046199	11.51444954	11.95236211	10.7979143
ADI1	11.67456401	11.61917503	11.51423483	11.12454278	11.42369741	10.83752718
ADIPOQ	0	0	0	0	0	0
ADIPOR1	11.28724952	11.2706039	11.35073958	11.3704573	11.3069941	11.20009231
ADIPOR2	11.15714216	11.18075962	10.86230735	10.89650754	11.12561673	10.69764884
ADK	13.1322652	13.1077154	13.09855892	12.71337393	13.02988396	12.29380692
ADM	4.647802196	4.351720656	3.825331539	6.723600111	5.418388541	5.317261465
ADM2	3.439116891	4.000386083	3.619802439	5.178378792	3.189214877	6.402112773
ADNP	11.67093813	11.58103051	11.35489263	11.51866719	11.65823621	11.13612527
ADNP2	8.674273506	8.668878706	8.542019571	8.76473494	8.580046703	8.679886136
ADO	6.955096749	6.9087127	6.795842902	7.128694987	7.201443738	7.298796319
ADORA1	7.105936636	6.981052192	6.654745446	8.093686473	7.775516396	8.874653784
ADORA2A	7.278514779	7.288528855	7.490336401	7.536230291	8.027223884	8.325136846
ADORA2B	6.52905246	5.551376108	4.869540532	5.13995669	4.201826159	5.419071433
ADPGK	8.480200457	8.438713268	8.643966428	8.951032974	9.123807108	9.27616594
ADPRH	7.706420607	7.493205258	7.64756839	7.9894946	7.664400715	7.84760771
ADPRHL1	2.098306512	2.654350542	1.527180285	1.537707601	1.731325344	1.969127164
ADPRHL2	8.491207936	8.363385758	8.188850588	8.498572679	8.456844668	8.829141906
ADPRM	8.542905356	8.67823407	8.650738662	8.789768733	8.721575526	9.340293421
ADRA1A	0.629483215	0	0	0	0	0.97949169
ADRA1B	10.29255356	10.07029553	10.26895583	9.255067872	9.711904491	8.372438464
ADRA1D	0	1.467388886	0	0.964704723	0	0.97949169
ADRA2A	1.672671075	2.654350542	0	0	1.731325344	0
ADRA2B	8.255901873	8.48919596	7.994917125	8.905949558	8.456844668	8.613427657
ADRA2C	1.401101906	0	0	0	0	0
ADRB1	4.166501195	3.739466627	4.005198499	3.257761394	2.765708193	3.284800613
ADRB2	5.66613103	5.681125274	6.123107806	6.629668375	5.63595365	6.687003412
ADRBK1	9.599108002	9.492500058	9.609511286	9.685165285	9.614912933	10.09443418
ADRBK2	6.150100131	5.867138231	6.123107806	6.962506504	6.319963231	6.645594997
ADRM1	10.55371712	10.52472278	10.40835254	10.34537538	10.42117396	10.59805462
ADSL	9.194152282	9.297866948	8.97599881	9.130772478	9.108727437	9.51333222
ADSS	11.15264274	11.14971046	11.03982489	11.0972282	11.11433599	11.92628463
ADTRP	13.08509375	13.17672244	12.89079914	12.97497486	12.9758507	12.26959264
AEBP1	8.367635199	8.068398174	8.036879845	10.64881195	8.219177523	8.562421716
AEBP2	9.202213342	9.223135014	8.846310255	9.56886101	9.617045956	9.103419925
AEN	9.789483696	9.702685883	8.758121288	9.352797198	9.760956322	10.1033829
AES	11.36081068	11.26854079	11.1874319	11.73469152	11.66958444	11.02479638
AFAP1	5.553019524	4.870036934	4.616342735	6.483892425	5.701748498	6.385439631
AFAP1L1	7.758371359	7.715463382	7.872799441	8.042530928	8.246990773	7.853681482
