NAME	W32_WT1	W32_WT2	W32_WT3	W32_KO2	W32_KO3
A1BG	1.621885605	1.011682414	3.006719921	9.560732064	1.259301073
A1CF	12.61726973	12.90495549	12.94118263	12.39176804	12.18733639
A1I3	19.49640797	19.79592865	19.5358758	17.3418683	17.115507
A2M	11.56528739	11.01973318	8.60384733	11.89607749	12.45870241
A3GALT2	4.637746989	4.269983026	4.651227238	6.240987073	7.352064626
A4GALT	0	0	0	0	1.627931827
AA926063	4.300118853	6.380541449	5.365042597	3.382336896	3.330512982
AAAS	7.293083313	7.585391268	7.347480096	7.374893496	7.536660319
AACS	5.861426551	5.380259851	6.749072784	6.939853284	6.592085089
AADAC	10.36219442	10.64896522	10.91080204	10.84377431	10.54068569
AADAT	12.26539178	12.26970995	12.77916573	11.79348556	11.4611
AAED1	9.217333317	8.611925663	8.655116691	8.24540637	8.443173813
AAGAB	7.961701811	7.7646301	7.86562535	7.787756404	7.907108543
AAK1	8.90978798	8.85927083	9.149770865	8.745407807	8.772342936
AAMDC	7.741274601	8.067577664	8.084464597	7.505382022	7.044579456
AAMP	11.58591196	11.51511607	11.41228393	11.28867813	11.36221209
AANAT	2.630970595	2.340574818	0	0.836436669	1.921282022
AAR2	8.716680991	8.677849734	8.676543531	8.612722053	8.513640867
AARD	2.630970595	2.340574818	1.003843787	0	0
AARS	12.88752331	12.08868174	12.07039634	12.42223715	12.69855775
AARS2	8.741405686	8.358589873	8.197475696	8.267643579	8.225316631
AARSD1	8.526559326	8.720182888	8.607570467	8.577552131	8.548967179
AASDHPPT	9.849391286	9.776460988	9.780807815	9.486832023	9.401508569
AASS	12.87660347	12.98760897	13.22396771	11.96828859	11.52901743
AATF	8.244675848	8.142129021	8.231653425	8.335881927	8.40215501
AATK	5.726402368	6.562181559	6.236393954	6.115827861	6.199229977
ABAT	11.99753702	11.87188767	11.90021816	11.79985751	11.29937338
ABCA1	12.83618333	12.98417505	12.85923018	12.66110642	12.29088422
ABCA13	3.048270431	1.600518125	3.592001638	2.864943753	1.921282022
ABCA17	3.218948757	4.481652938	4.592320785	2.864943753	3.226937666
ABCA2	10.80738557	10.69656593	10.15995547	12.31310068	11.54828098
ABCA4	5.608475696	5.77773094	5.865526332	6.620859923	6.974355735
ABCA5	7.654670698	7.730519665	7.735561696	8.180473289	8.271599505
ABCA7	6.376289173	6.723488725	6.562184752	6.79427037	6.759187828
ABCA8A	12.28143716	12.61455583	12.74724591	12.52600308	11.93368903
ABCB10	9.147694469	9.256852318	9.180091598	8.724123744	8.642506875
ABCB11	14.87421554	14.23218995	14.28481905	13.72073106	13.90426533
ABCB1A	9.760603947	9.195658489	9.393528315	10.53325254	10.96758156
ABCB1B	9.269264441	9.292360253	8.694159302	13.35304926	13.41127579
ABCB4	13.0211744	10.99048572	11.70551141	12.20874074	12.18063817
ABCB6	10.33228012	10.13699232	10.1395275	9.638159976	9.64698457
ABCB7	10.09937921	10.29471534	10.33746775	9.669118085	9.582879024
ABCB8	8.501964723	8.751136997	8.585086143	8.77933838	8.889334292
ABCB9	3.858528868	4.414488739	5.136741589	3.843560176	4.089893894
ABCC1	7.088046963	7.023090631	7.007617538	8.39768102	8.857174687
ABCC10	7.796250861	8.034408767	8.073737979	7.872418763	7.747843244
ABCC12	1.027780542	1.011682414	1.003843787	0	2.373339817
ABCC2	14.15618814	14.0709048	13.90580583	13.64798604	12.80241841
ABCC3	7.031887523	7.577737046	7.8963883	10.51477863	10.07188427
ABCC4	8.326324493	8.474416143	8.378341633	8.589370958	8.975744738
ABCC5	7.447032192	8.162740479	8.131771227	8.300369638	8.46609992
ABCC6	12.76798501	12.74969864	12.81442728	12.75033589	12.32714204
ABCC8	6.726932068	7.011773897	6.721849952	7.924666288	7.074725419
ABCC9	8.695145824	9.39610123	9.440208179	9.930696248	10.43643854
ABCD1	10.29697479	10.46308525	10.19254612	10.11368848	9.719138336
ABCD2	4.139319119	4.976722451	4.592320785	6.60929729	5.322877367
ABCD3	13.22761415	13.04788848	13.51955287	13.35229079	13.06426925
ABCD4	6.530162797	7.067490216	7.029986272	7.238941178	7.052175207
ABCE1	11.35422282	11.20689645	11.27270319	11.10791092	11.40770024
ABCF1	10.54283866	10.21184005	10.30458748	10.38093268	10.65421796
ABCF2	10.21989612	9.925621981	10.07241297	9.96965096	10.19363986
ABCF3	9.988671671	10.10273444	10.04521703	9.62098948	9.769540835
ABCG1	8.890968421	9.447403675	9.035568688	8.750680119	8.735076061
ABCG2	8.020604502	7.881152478	7.207297615	9.727773808	9.593329265
ABCG3	11.32355634	10.70888181	11.37345009	10.54088073	10.97059091
ABCG3L1	4.139319119	4.269983026	3.9140574	5.359919979	4.851796438
ABCG3L2	4.807922358	4.344044406	5.216923765	5.516682012	4.780423032
ABCG3L3	5.545688836	6.251781855	6.515387855	8.14086601	7.475832907
ABCG3L4	0	0	2.328073247	4.871983371	3.966695598
ABCG4	1.621885605	1.600518125	1.003843787	2.050514694	4.203394434
ABCG5	8.871900117	8.577798444	8.002000769	6.356149727	5.878788928
ABCG8	6.120319232	5.482177868	5.25540336	3.993407376	3.602929464
ABHD1	9.958861709	9.149934165	9.649719469	9.921375523	10.01277397
ABHD10	7.131451776	7.630482916	7.177549187	7.905885385	7.625894649
ABHD11	7.088046963	7.530938786	7.531197701	7.06363454	7.345897538
ABHD12	9.388107859	9.227803006	9.110951246	9.170136204	9.07042156
ABHD12B	2.366123762	2.340574818	1.590085277	0.836436669	0.762900456
ABHD13	10.29816566	10.63520318	10.47934718	10.35433883	9.877160596
ABHD14A	7.340092257	7.162658613	7.136905683	6.921270319	6.024910969
ABHD14B	12.68915811	12.32961298	12.44516799	11.70526962	11.58081111
ABHD15	9.363290086	9.533014326	9.38704423	9.136295339	8.669919495
ABHD16A	9.578524817	9.113341051	9.257963204	9.632459154	9.164531738
ABHD16B	0	1.600518125	1.590085277	0	1.259301073
ABHD17A	10.62295673	10.49289653	10.41812309	10.22772706	10.01180044
ABHD17B	8.558713203	9.08931711	9.515461482	9.101641573	9.101868782
ABHD17C	10.55882478	10.0947119	10.01329446	10.37497032	10.21663578
ABHD2	12.74568086	11.92677027	12.38081295	13.64471538	12.82101706
ABHD3	3.048270431	2.017488337	2.813938014	4.253201889	3.517714198
ABHD4	10.18298229	9.907417079	9.760885236	10.21443263	10.00594548
ABHD5	9.429994336	9.406940723	9.421294061	8.900504694	9.077882813
ABHD6	9.590238831	9.833816916	10.44438338	10.61502309	10.64545701
ABHD8	6.031458763	4.976722451	4.707822549	5.332053255	5.016159417
ABI1	10.12376423	10.24845914	10.27913419	10.18649818	10.21240484
ABI2	7.234572862	7.222786288	7.274414179	7.625040902	8.046729583
ABI3	7.676813915	8.142129021	8.110937324	7.368048698	7.327236505
ABL1	9.654879485	9.899763377	9.525336302	9.883478516	10.04167826
ABL2	7.949627088	8.157615155	8.126590889	8.108378169	8.375156276
ABLIM2	4.696730815	4.777303262	4.592320785	5.466297178	5.191477158
ABLIM3	9.249700934	10.22169638	9.944307485	9.72643646	8.679759977
ABO	4.051657297	3.928621808	2.813938014	4.571882798	4.584821688
ABO2	0	1.011682414	0	1.362480358	0
ABR	8.009014785	8.285290638	8.283777065	8.707952065	8.951579605
ABRA	1.027780542	3.190628783	2.591363134	0	1.627931827
ABRACL	8.209664856	8.142129021	8.013272115	8.335881927	8.408086727
ABT1	7.912784451	7.466081809	7.742351031	7.613511864	7.595026524
ABTB1	9.328744591	9.067621387	9.038329855	8.942577419	8.758480424
ABTB2	10.58052041	10.96943453	10.84293409	9.977542119	9.556417372
AC1576	9.588293088	9.676087285	9.929510403	8.70252097	8.268342377
ACAA1A	12.92751154	12.70164753	12.6696769	12.66669537	12.49538262
ACAA1B	9.839609852	9.918064503	10.08181172	11.05508726	11.31089614
ACAA2	14.22511484	13.86758288	14.07662309	14.40912573	14.50819746
ACACA	11.76926568	12.44243694	12.93970654	13.04334437	12.90232527
ACACB	10.86316589	13.08582043	13.24891495	11.45213125	9.67431304
ACAD10	11.18943853	10.28181818	10.55841904	10.20678044	9.782156549
ACAD11	13.68393312	13.15190722	13.25901104	13.65968189	13.58259025
ACAD9	10.69253288	10.6947979	10.79312549	10.66683805	10.49264711
ACADL	13.54161519	12.7760664	13.09580217	13.74338781	13.52336677
ACADM	14.25094378	14.1020876	14.16439208	13.62035124	13.64396199
ACADS	12.01864133	11.47086258	11.52927519	11.32800721	11.30574214
ACADSB	11.56825187	11.12720393	11.16059257	10.36984004	10.19363986
ACADVL	13.0333825	12.66892582	12.68803572	12.94759449	12.94922663
ACAN	0	0	1.003843787	2.514452048	1.259301073
ACAP1	4.753397542	5.30808118	5.592480331	5.866693043	6.143431616
ACAP2	9.951311972	9.991914743	10.1395275	10.18844215	10.54540273
ACAP3	8.6017863	8.067577664	8.19252639	8.325319723	8.405123917
ACAT1	12.9447232	12.2559869	12.5319729	13.06215236	13.20454
ACAT2	7.874976238	8.067577664	8.782446937	7.782618099	6.90053817
ACBD3	10.12376423	10.09202777	10.09114963	10.32371228	10.52029327
ACBD4	9.69340439	9.290020054	9.423407917	9.256062109	8.792890107
ACBD5	10.98648482	11.24967355	11.35971786	10.67656597	10.46161164
ACBD6	8.647353367	8.699171579	8.762547137	8.580515927	8.460402458
ACCS	6.985330881	7.63786305	7.507480942	7.354260899	7.327236505
ACCSL	0	1.011682414	0	1.362480358	1.627931827
ACD	8.501964723	8.411219363	8.378341633	8.335881927	8.356872272
ACE	5.411270569	5.066965413	5.051839431	7.121757721	8.17053737
ACE2	4.374261813	4.021827497	4.177176911	4.311446725	4.089893894
ACE3	0	1.600518125	2.328073247	0.836436669	0
ACER2	9.897327751	9.975988941	9.974895969	9.402256432	10.00692296
ACHE	5.75443712	5.380259851	5.292883233	5.08732034	4.816551065
ACIN1	10.96490125	11.26821987	11.12401787	11.03253859	11.05948438
ACKR2	6.162777872	7.380682228	7.956013591	6.804446514	6.366971714
ACKR3	6.162777872	5.607752486	6.236393954	6.985289711	8.322737634
ACLY	12.53682622	13.80657457	14.1899937	13.26367778	13.14640247
ACMSD	8.534665228	7.965691652	8.265040179	6.949055769	5.554445043
ACNAT2	14.19865562	14.13236575	13.95978107	6.210700419	7.382510719
ACO1	12.68870414	12.52286378	12.65288425	12.86780756	12.46796026
ACO2	11.80740123	12.05324281	12.20058494	11.77355173	11.86930674
ACOT1	7.076988603	5.977094923	7.22679449	10.73026275	10.0728181
ACOT11	2.854656215	3.342888803	2.005761846	4.832748346	4.886201251
ACOT12	12.47577614	12.62248276	12.72020322	12.02840066	11.66465053
ACOT13	8.014821281	8.411219363	8.607570467	8.06247814	7.615678483
ACOT2	10.55384812	10.22782257	10.82385679	12.42697895	12.31811344
ACOT3	8.741405686	8.611925663	9.272107509	9.703509787	9.862114866
ACOT4	9.946763092	9.783132546	10.62972432	10.97288431	11.05523829
ACOT5	7.624607603	6.652394414	8.255579685	9.268980098	8.622238097
ACOT6	0	0	0	2.050514694	1.259301073
ACOT7	9.601858498	9.527064929	9.44853551	9.641001962	9.350055839
ACOT8	8.120923917	8.078466638	7.920534924	8.380778451	8.281326998
ACOT9	6.446710658	6.905718394	7.126563345	8.091855719	8.682209645
ACOX1	14.23066083	13.96459228	14.11219378	14.38119335	14.48733724
ACOX2	13.82363024	13.50708475	13.27738771	12.4207909	12.25142516
ACOX3	12.86077256	12.56508974	12.5734922	12.47056655	12.31634034
ACOXL	0	0	2.328073247	2.301052506	0.762900456
ACP1	10.08978372	9.686800628	9.851590079	9.920206187	9.787854697
ACP2	11.5568548	11.05737113	11.37618093	11.20184584	11.07820614
ACP5	8.53061797	9.232685359	8.458866594	9.021031751	8.880828249
ACP6	9.023595237	8.948035992	9.092471646	9.32306905	9.563078426
ACPP	8.131651816	4.929391901	5.094914978	7.312088803	7.743158175
ACPT	3.048270431	3.721933896	2.591363134	3.012695412	3.517714198
ACR	0	1.011682414	2.591363134	2.050514694	1.259301073
ACRBP	3.751316136	5.110054719	5.007438059	4.367431054	4.816551065
ACRV1	1.027780542	0	0	0.836436669	0
ACSBG1	6.008361316	6.362835971	5.562103288	3.146711146	4.705334005
ACSBG2	0	0	0	0	0.762900456
ACSF2	10.00480834	8.94208653	8.878025718	9.605068294	8.499820121
ACSL1	16.27879216	16.14937012	16.40662132	15.68027354	15.20897177
ACSL3	8.658523753	8.198116792	8.84371096	9.560732064	8.965725077
ACSL4	13.82042206	14.09213188	14.08799481	12.98092349	11.83339012
ACSL5	12.58811346	13.22370742	13.52214421	12.98106369	12.8392418
ACSM1	13.63033468	13.52049712	13.44594873	13.1486929	13.0105772
ACSM2A	8.293262153	8.232646364	10.41918273	9.109870604	11.37665271
ACSM3	11.39875637	12.27652284	10.458883	9.162244765	9.462634372
ACSM4	2.630970595	4.66620351	3.592001638	3.584827917	2.862369745
ACSM5	10.06341243	11.19381201	12.84017079	10.80248502	13.56875563
ACSS1	6.120319232	6.498745021	5.788897849	6.60929729	6.777632746
ACSS2	10.25220693	10.92412572	11.72320815	10.78396225	10.19792611
ACSS3	11.3892886	11.24665975	11.55360457	11.31160155	10.54001056
ACTA1	1.027780542	0	0	1.362480358	3.330512982
ACTA2	7.546589299	6.830419786	5.865526332	8.686103922	10.27541337
ACTB	14.38349817	14.00126493	14.06151796	14.58466473	15.05057906
ACTBL2	0	0	0	0	0
ACTG1	13.18511808	12.56847295	12.56106539	13.57081853	14.55948183
ACTG2	5.6388733	3.928621808	3.9140574	5.807210724	8.480245908
ACTL6A	8.455755897	8.299320926	8.162468602	8.43418397	8.696820945
ACTL6B	2.041472751	1.011682414	2.005761846	1.362480358	1.259301073
ACTL7A	3.218948757	4.344044406	4.00719872	3.146711146	3.427147819
ACTL7B	3.048270431	3.606308513	3.592001638	2.050514694	2.862369745
ACTN1	10.05075049	10.04005699	9.806950387	9.749004484	10.00496734
ACTN2	4.753397542	4.607271322	4.865394297	4.253201889	4.584821688
ACTN3	2.366123762	3.190628783	3.466412722	3.382336896	2.373339817
ACTN4	12.79143025	12.25957943	12.32395739	12.55981064	12.63232512
ACTR10	9.855875593	9.763024598	9.715027333	9.518085004	9.569708866
ACTR1A	10.11162324	9.846612749	9.957496328	9.934176053	10.11875495
ACTR1B	11.06623732	10.75965939	10.76672888	11.03793937	11.15163847
ACTR2	10.97684933	10.93465099	10.89336969	10.99859477	11.0149936
ACTR3	10.93305845	10.77563825	10.81663727	11.05028498	11.10447174
ACTR3B	4.300118853	3.721933896	4.094689721	3.843560176	3.427147819
ACTR5	6.937221584	6.777944731	6.694103545	6.994207769	6.933813105
ACTR6	6.924939342	7.406837045	7.22679449	7.246425107	7.269759899
ACTR8	9.060555719	9.301683273	9.406409708	9.16619588	9.157506481
ACTRT3	2.366123762	2.017488337	1.003843787	0.836436669	0.762900456
ACVR1	8.705953589	9.242400776	8.728758404	8.960889671	8.810911782
ACVR1B	8.066054171	8.457832497	8.311433877	8.370541031	8.567636719
ACVR1C	8.082735318	7.862373968	7.755834595	7.703263131	7.250080659
ACVR2A	9.821503142	9.679667246	9.765891732	9.400580386	9.317334431
ACVR2B	6.263759687	5.750755824	5.938289168	5.658067571	5.677415429
ACVRL1	7.054614298	7.371857514	7.399949204	7.177629646	7.429926262
ACY1	10.5367979	11.00696578	10.85707831	10.26781038	10.09321074
ACY3	9.86715347	9.749461893	9.676552937	9.078766683	8.989656376
ACYP1	6.376289173	6.546582006	6.708043451	5.885987698	6.114701716
ACYP2	5.182775575	4.880455753	5.399812462	6.065944562	6.17160054
ADA	6.513854087	7.056517763	6.984896512	7.003071038	7.029266917
ADAD1	1.621885605	1.011682414	1.003843787	0	0
ADAL	6.973453122	6.498745021	6.531156085	6.699303109	7.168564186
ADAM10	10.45267083	10.56338352	10.52829083	10.63938779	10.57996895
ADAM11	5.375613702	5.977094923	4.530906366	6.356149727	6.795844818
ADAM15	8.234759104	9.32701521	7.859393254	9.342404343	9.197442345
ADAM17	9.691593012	9.49694427	9.611293863	9.712994347	9.74045173
ADAM19	7.412258932	7.193035673	7.157370556	7.566451688	7.789337974
ADAM1A	5.097793068	5.110054719	6.05195546	5.847136837	5.511009939
ADAM2	0	1.011682414	1.003843787	0.836436669	1.921282022
ADAM23	9.388107859	9.552670305	9.456815051	9.448412218	9.438204102
ADAM28	2.041472751	1.600518125	0	3.146711146	3.831986209
ADAM32	0	1.600518125	2.328073247	2.050514694	2.373339817
ADAM4	5.140909972	5.977094923	5.735453336	5.274651092	5.135372216
ADAM4L1	4.637746989	5.151894303	4.865394297	4.421323801	4.74336699
ADAM7	0	0	0	2.864943753	2.164945075
ADAM9	10.33923868	10.23757068	10.26976597	10.55224792	10.55345337
ADAMDEC1	5.263029408	6.289757701	6.622309069	6.873737922	6.795844818
ADAMTS1	10.50929704	10.63888591	10.30802385	9.464544991	10.0292241
ADAMTS10	7.943551616	8.761309185	8.708098671	9.074568362	8.691966936
ADAMTS12	8.79974419	8.466148148	8.694159302	9.014471778	9.159266005
ADAMTS14	4.444779947	5.514611009	4.865394297	5.440429153	5.511009939
ADAMTS15	6.05419224	4.191912958	4.466760892	5.745170093	6.157584827
ADAMTS19	4.221958127	3.606308513	3.176751336	4.367431054	3.831986209
ADAMTS2	7.849208836	6.855958494	6.961811919	9.376908961	9.089002834
ADAMTS3	4.576248463	4.829801235	4.865394297	6.048926004	5.322877367
ADAMTS4	6.098611942	5.34462186	5.292883233	6.60929729	7.63603898
ADAMTS5	5.808923393	5.546331024	7.236445003	6.148150236	6.633180067
ADAMTS7	9.049283783	9.073075982	9.076441379	8.346367365	8.480245908
ADAMTS9	8.158127664	7.522989332	7.687120108	8.049702284	9.134435218
ADAMTSL3	6.530162797	6.577614241	7.018845257	6.985289711	6.602469096
ADAMTSL4	10.25956161	9.152512782	9.745760653	9.81843552	9.58680674
ADAMTSL5	4.051657297	4.481652938	4.592320785	4.192506288	4.984750813
ADAP1	3.509550417	3.828976088	4.00719872	5.152504318	5.511009939
ADAP2	9.023595237	9.387370613	9.421294061	9.101641573	8.422810188
ADAR	10.6380838	9.827376188	10.31031022	10.31038493	10.44078524
ADARB1	8.590166049	8.723655214	8.862529205	8.80490638	9.03060407
ADAT1	6.754956629	6.652394414	6.762493962	6.299717198	6.414892286
ADAT2	4.696730815	5.022549423	5.094914978	5.387258621	5.617240036
ADAT3	5.577423804	5.695243626	5.840433035	5.702276082	6.304742033
ADCK1	6.997111648	7.011773897	7.255554497	6.930591721	6.80486536
ADCK2	8.554732941	8.915006092	8.92055081	8.79473349	8.570284182
ADCK3	13.01086094	12.29385366	12.38488645	12.36752147	11.49980467
ADCK4	7.775879475	8.034408767	7.629690311	8.023806066	8.583449113
ADCK5	10.07735212	9.409098883	9.444377853	9.571199719	8.716075298
ADCY1	10.59027522	12.82739878	12.80533781	10.10650972	10.11965894
ADCY10	6.141704741	9.142170542	8.672994417	8.562641126	7.339703975
ADCY2	3.371554227	3.928621808	1.590085277	5.274651092	3.966695598
ADCY3	6.639436126	7.089187897	7.425485096	7.05513672	7.133190959
ADCY4	7.30260844	7.716646423	7.708080265	7.374893496	7.690592541
ADCY5	8.330986434	8.056605879	8.241271598	8.148874933	8.310122032
ADCY6	10.73272291	10.63980513	10.70464027	10.6710152	10.82411281
ADCY7	6.031458763	6.289757701	6.382624535	7.169779201	7.364320273
ADCY8	0	0	0	0.836436669	2.164945075
ADCYAP1	0	0	0	0.836436669	0.762900456
ADCYAP1R1	8.254524893	8.54284434	8.871847073	8.001865039	7.276260442
ADD1	11.22681511	11.82860537	11.65198193	11.3960375	11.55029384
ADD2	7.204403022	3.606308513	4.466760892	3.146711146	5.016159417
ADD3	9.026472213	9.006218941	9.113571972	9.639581669	9.711963322
ADGRB2	1.621885605	1.011682414	1.003843787	2.514452048	2.555396783
ADGRB3	0	0	0	0	1.921282022
ADGRE1	9.727395396	9.697435001	9.414933847	8.263961099	7.089565425
ADGRE5	9.057745981	9.183101967	9.351961487	9.470947923	9.540304232
ADGRF3	4.051657297	4.66620351	5.679952557	6.655001988	6.517225813
ADGRF5	11.5200733	11.69789759	11.44386559	10.67933337	10.81297842
ADGRG1	5.861426551	4.545828929	5.679952557	7.647826211	8.065616513
ADGRG2	5.912085897	2.827324377	2.813938014	8.226609895	9.311016751
ADGRG5	4.576248463	5.607752486	6.136850987	4.947390519	4.498497266
ADGRG7	2.366123762	1.600518125	3.006719921	4.571882798	2.717032524
ADGRL1	11.04653156	10.79226908	10.61315196	10.59244379	10.62904417
ADGRL2	11.73449987	11.64348348	11.53710532	11.6875101	11.46501753
ADGRL3	7.340092257	7.893537053	8.062931009	7.787756404	7.838484656
ADGRL4	8.340265364	9.051132761	8.704626435	8.92169442	9.125462479
ADH1	14.99676992	15.97234497	16.15597508	15.24707873	15.13330547
ADH4	11.69616792	12.71718999	12.68208917	10.77622754	10.47226709
ADH5	11.3701646	11.75033374	12.01294915	11.24404716	10.97209323
ADH6	12.76734023	10.99695688	11.27855356	11.61130624	10.56012809
ADH6A	1.621885605	1.600518125	1.003843787	2.864943753	2.164945075
ADH7	9.110217161	9.7097435	9.338582348	9.376908961	9.02868031
ADHFE1	12.3375347	12.47241551	12.48492834	11.64885272	11.19987859
ADI1	11.70292748	11.32475804	11.39191862	11.37485387	11.15472876
ADIPOQ	0	0	0	0	5.554445043
ADIPOR1	11.44087845	11.32017802	11.11750455	11.19847368	11.0524006
ADIPOR2	11.38705183	11.14155284	11.42183123	11.06358537	10.88332956
ADK	13.2766177	13.51999796	13.45049061	12.85684834	12.75811416
ADM	5.480044633	4.414488739	5.329414018	5.635444708	5.808771122
ADM2	3.371554227	1.011682414	3.328839554	4.52342152	6.1854814
ADNP	11.61152436	11.44111507	11.52288177	11.5254789	11.46430604
ADNP2	8.485332254	8.596857586	8.491471748	8.649879503	8.44605958
ADO	6.937221584	7.011773897	6.914504146	6.864040585	7.216673385
ADORA1	6.79599846	7.280507945	6.973400387	8.92636128	8.78379414
ADORA2A	7.349312993	6.917894753	7.236445003	7.421918803	7.890256157
ADORA2B	3.509550417	4.109375289	4.177176911	4.253201889	4.358478132
ADPGK	9.014929727	8.865571038	8.859409827	8.817522441	9.02868031
ADPRH	8.032101855	7.836949579	7.644263502	7.867573807	7.666050887
ADPRHL1	2.630970595	2.017488337	0	0.836436669	2.717032524
ADPRHL2	8.590166049	7.817582867	8.013272115	8.447232068	8.59389524
ADPRM	8.321647438	8.411219363	8.433919855	8.652698518	8.895681074
ADRA1A	0	0	1.590085277	0	1.259301073
ADRA1B	10.15958594	10.4484701	10.46607853	9.980910875	9.598526135
ADRA1D	1.027780542	0	0	0.836436669	2.862369745
ADRA2A	2.854656215	1.600518125	2.328073247	1.362480358	3.831986209
ADRA2B	7.836150471	8.028805712	8.351949707	9.469349852	9.03060407
ADRA2C	1.621885605	0	1.003843787	0.836436669	0
ADRB1	4.960125714	5.830213631	5.365042597	4.311446725	3.831986209
ADRB2	6.429424918	6.089015595	6.116090842	6.383559231	5.596610579
ADRBK1	9.725626222	9.656237112	9.373987972	9.536516896	9.803690811
ADRBK2	5.781937464	6.131460851	6.007557714	5.978770214	6.055466379
ADRM1	10.77182361	10.13438579	10.19254612	10.42529401	10.5988925
ADSL	9.199599066	9.271160533	9.281460589	9.105761955	9.345426545
ADSS	11.11300263	10.92412572	11.12855976	11.27913217	11.43954236
ADTRP	12.92250081	12.47473558	12.69920164	12.84164216	12.58106794
AEBP1	8.900408887	8.294659308	8.024456083	9.901366752	10.11785041
AEBP2	9.338037905	9.023225901	9.095126125	9.351108171	9.269263377
AEN	9.383627176	9.115985849	9.095126125	9.212784007	9.722712506
AES	11.65910875	11.54780487	11.27913729	11.28686471	11.14942706
AFAP1	5.66864362	4.829801235	5.216923765	6.16404386	6.643273478
AFAP1L1	8.298031987	8.626837989	8.658710003	8.036812279	8.061858856
AFAP1L2	6.463791738	6.308377224	6.749072784	7.421918803	7.733742146
AFF1	11.17719291	11.17807897	10.78985221	10.35173902	10.18502897
AFF3	6.031458763	5.977094923	6.292981409	6.342247187	6.114701716
AFF4	11.60624584	11.73793895	11.72877428	11.61709109	11.60392893
AFG3L1	9.839609852	9.859296087	9.874947901	9.844559105	9.764925813
AFG3L2	10.77268059	10.47033768	10.55745692	10.60559734	10.75772294
AFM	14.60469834	14.51524831	14.40180471	12.67642425	12.52160966
AFMID	11.18365093	12.68080917	12.64995354	10.76650048	10.78019407
AFP	8.514314434	8.764684038	8.805321679	8.649879503	8.065616513
AFTPH	10.28019856	10.32931444	10.44542391	10.48503569	10.49960847
AGA	9.150334531	9.365310087	9.246069422	9.628168705	9.38205153
AGAP1	8.934504828	8.991891704	8.917554524	9.080861271	9.246270032
AGAP2	6.162777872	6.045283614	5.466934946	6.369919571	6.212848769
AGAP3	8.912900844	8.88430825	9.043836387	9.113967584	8.979733199
AGBL5	6.463791738	6.592883583	6.984896512	7.011880187	6.90053817
AGER	3.371554227	3.190628783	3.9140574	4.571882798	4.498497266
AGFG1	9.46858498	9.500996878	9.616846294	9.702149746	10.01180044
AGFG2	10.85023381	10.4651611	10.34082677	10.05416692	9.669382577
AGK	7.538550303	7.688493185	7.356358538	7.838157332	8.138784691
AGL	11.46599767	11.5735291	11.32847492	11.14040916	10.68079866
AGMAT	11.17265503	10.80297721	10.7236348	10.20293907	10.05213306
AGMO	12.36535436	12.85001489	12.74005568	12.16127756	12.36346523
AGO1	10.21612095	10.01901553	9.977775616	10.00868208	9.940945294
AGO2	9.107502585	8.652569313	8.491471748	8.990160073	9.374497621
AGO3	7.394552865	7.843347804	7.90246295	7.6192879	7.641084521
AGO4	8.451480768	9.665293789	9.503521781	8.933333385	8.763116077
AGPAT1	7.120722383	7.514995833	7.408511488	7.421918803	7.793875683
AGPAT2	10.92998883	9.730602507	9.948717176	10.47948921	10.2786546
AGPAT3	11.2224309	10.39394096	10.50352708	12.03786583	11.33717092
AGPAT4	5.577423804	6.000184447	6.073652262	6.666205454	6.461272167
AGPAT5	8.037816353	8.023180812	8.116174073	8.285916293	8.300587403
AGPAT6	10.99385318	11.20317013	11.20611914	10.57471707	10.72483202
AGPAT9	4.139319119	3.606308513	4.255201818	9.319525531	9.269263377
AGPS	8.447192932	8.534960396	8.382693728	8.53845825	8.760800113
AGR2	0	4.021827497	2.328073247	2.301052506	6.10011933
AGRN	10.55285072	10.1239123	10.08047278	10.6471832	10.6118001
AGRP	1.027780542	1.011682414	1.590085277	1.362480358	1.921282022
AGT	14.45597986	14.47041777	14.42493619	13.62583105	13.61700744
AGTPBP1	7.438417137	6.415313571	7.255554497	9.089209344	9.195728798
AGTR1A	11.63574825	10.84423492	10.9428385	11.34510006	10.83571216
AGTRAP	8.04917789	7.585391268	7.814998098	8.356777144	8.297395139
AGXT	11.6488767	10.78729993	10.78246005	10.87730174	10.69299687
AGXT2	11.65260585	11.88241127	11.54246399	11.42435698	11.70766974
AHCTF1	11.15040857	12.01159496	11.81985254	11.19557696	11.21687449
AHCY	15.06201804	14.84190229	14.68043387	13.74479212	13.74092739
AHCYL1	11.31122284	11.26464882	11.26918155	11.24451439	11.15075431
AHCYL2	8.574525339	8.817634862	8.738978374	8.768982942	8.935241676
AHDC1	9.816525251	9.757953514	9.51744186	9.854387829	9.799183917
AHI1	7.283494879	7.856059752	8.152308546	8.325319723	8.008197366
AHNAK	11.60672651	11.71892733	12.19193121	13.3113988	13.76611531
AHR	12.06555125	10.81034425	11.2274477	11.02222106	10.85103431
AHRR	1.027780542	2.017488337	1.590085277	0	2.994396372
AHSA1	11.02079352	10.57111407	10.79964986	10.43187313	10.45947107
AHSA2	8.852576405	8.887407595	9.021683019	8.615614543	8.480245908
AHSG	17.30862488	17.25728364	17.28373809	16.44233276	16.43148273
AHSP	7.464109488	4.976722451	4.865394297	4.664179263	5.420008128
AICDA	0	0	0	0.836436669	0
